timestamp,currentmode,newdpressevent,newpressevent,newtempevent_1,newtempevent_2,newtempevent_3,servostatusevent,servoventstatusevent
12:23:50.157013,1,0.96,1.24,5.6,4.5,3.4,0,0
12:23:50.261012,1,1.0,1.08,5.6,4.5,3.4,0,0
12:23:50.365819,1,0.96,1.12,5.6,4.5,3.4,0,0
12:23:50.470222,1,0.92,1.12,5.6,4.5,3.4,0,0
12:23:50.573917,1,0.94,1.24,5.6,4.5,3.4,0,0
12:23:50.678822,1,0.98,1.28,5.6,4.5,3.4,0,0
12:23:50.783976,1,1.03,1.21,5.6,4.5,3.4,0,0
12:23:50.889769,1,0.96,1.15,5.6,4.5,3.4,0,0
12:23:50.992996,1,1.02,1.26,5.6,4.5,3.4,0,0
12:23:51.098292,1,0.93,1.18,5.6,4.5,3.4,0,0
12:23:51.203812,1,0.98,1.34,5.6,4.5,3.4,0,0
12:23:51.308058,1,1.02,1.18,5.6,4.5,3.4,0,0
12:23:51.413824,1,0.94,1.25,5.6,4.5,3.4,0,0
12:23:51.518345,1,1.07,1.18,5.6,4.5,3.4,0,0
12:23:51.622985,1,0.99,1.24,5.6,4.5,3.4,0,0
12:23:51.728930,1,0.98,1.22,5.6,4.5,3.4,0,0
12:23:51.833880,1,0.92,1.19,5.6,4.5,3.4,0,0
12:23:51.938085,1,0.97,1.22,5.6,4.5,3.4,0,0
12:23:52.043240,1,0.99,1.32,5.6,4.5,3.4,0,0
12:23:52.147597,1,0.96,1.3,5.6,4.5,3.4,0,0
12:23:52.252013,1,0.96,1.2,5.6,4.5,3.4,0,0
12:23:52.357128,1,1.01,1.16,5.6,4.5,3.4,0,0
12:23:52.462263,1,0.94,1.22,5.6,4.5,3.4,0,0
12:23:52.566502,1,1.06,1.19,5.6,4.5,3.4,0,0
12:23:52.671229,1,0.88,1.2,5.6,4.5,3.4,0,0
12:23:52.776426,1,1.05,1.31,5.6,4.5,3.4,0,0
12:23:52.880862,1,0.94,1.28,5.6,4.5,3.4,0,0
12:23:52.986175,1,1.02,1.17,5.6,4.5,3.4,0,0
12:23:53.091222,1,1.0,1.2,5.6,4.5,3.4,0,0
12:23:53.195374,1,0.98,1.24,5.6,4.5,3.4,0,0
12:23:53.300870,1,1.02,1.21,5.6,4.5,3.4,0,0
12:23:53.405500,1,0.94,1.22,5.6,4.5,3.4,0,0
12:23:53.510386,1,1.04,1.24,5.6,4.5,3.4,0,0
12:23:53.615178,1,0.93,1.31,5.6,4.5,3.4,0,0
12:23:53.719917,1,0.96,1.28,5.6,4.5,3.4,0,0
12:23:53.825732,1,0.92,1.26,5.6,4.5,3.4,0,0
12:23:53.929702,1,1.08,1.25,5.6,4.5,3.4,0,0
12:23:54.035038,1,1.03,1.16,5.6,4.5,3.4,0,0
12:23:54.139426,1,0.89,1.26,5.6,4.5,3.4,0,0
12:23:54.243950,1,0.98,1.3,5.6,4.5,3.4,0,0
12:23:54.348774,1,0.93,1.24,5.6,4.5,3.4,0,0
12:23:54.453361,1,0.96,1.24,5.6,4.5,3.4,0,0
12:23:54.558023,1,1.0,1.21,5.6,4.5,3.4,0,0
12:23:54.662685,1,1.02,1.28,5.6,4.5,3.4,0,0
12:23:54.767808,1,0.93,1.22,5.6,4.5,3.4,0,0
12:23:54.872892,1,0.98,1.16,5.6,4.5,3.4,0,0
12:23:54.977514,1,0.9,1.17,5.6,4.5,3.4,0,0
12:23:55.082481,1,1.11,1.19,5.6,4.5,3.4,0,0
12:23:55.187602,1,0.95,1.22,5.6,4.5,3.4,0,0
12:23:55.292702,1,1.08,1.24,5.6,4.5,3.4,0,0
12:23:55.397312,1,0.99,1.17,5.6,4.5,3.4,0,0
12:23:55.502082,1,0.94,1.25,5.6,4.5,3.4,0,0
12:23:55.606831,1,1.0,1.09,5.6,4.5,3.4,0,0
12:23:55.710903,1,0.94,1.34,5.6,4.5,3.4,0,0
12:23:55.815784,1,0.94,1.28,5.6,4.5,3.4,0,0
12:23:55.921230,1,1.02,1.1,5.6,4.5,3.4,0,0
12:23:56.025942,1,0.97,1.25,5.6,4.5,3.4,0,0
12:23:56.132384,1,1.08,1.28,5.6,4.5,3.4,0,0
12:23:56.237338,1,1.02,1.1,5.6,4.5,3.4,0,0
12:23:56.342130,1,1.05,1.22,5.6,4.5,3.4,0,0
