ts,height,velocity,acceleration
56.04,142.51025390625,-13.095251083374023,0
56.05,142.359619140625,-13.11567497253418,0
56.06,142.21188354492188,-13.132884979248047,0
56.07,142.06700134277344,-13.146944046020508,0
56.08,141.92311096191406,-13.159826278686523,0
56.09,141.75997924804688,-13.19255256652832,0
56.1,141.59986877441406,-13.221796035766602,0
56.11,141.44091796875,-13.249537467956543,0
56.12,141.2738800048828,-13.285367965698242,0
56.13,141.10992431640625,-13.317632675170898,0
56.14,140.9490203857422,-13.346397399902344,0
56.15,140.78929138183594,-13.373641967773438,0
56.16,140.63072204589844,-13.399393081665039,0
56.17,140.473388671875,-13.423617362976074,0
56.18,140.3190460205078,-13.44448471069336,0
56.19,140.16766357421875,-13.462059020996094,0
56.2,140.01553344726562,-13.480233192443848,0
56.21,139.8700408935547,-13.491333961486816,0
56.22,139.7274169921875,-13.499332427978516,0
56.23,139.5784149169922,-13.513860702514648,0
56.24,139.44155883789062,-13.515642166137695,0
56.25,139.2982635498047,-13.524077415466309,0
56.26,139.17254638671875,-13.514202117919922,0
56.27,139.04949951171875,-13.501649856567383,0
56.28,138.91441345214844,-13.50173568725586,0
56.29,138.78762817382812,-13.49320125579834,0
56.3,138.6635284423828,-13.48196792602539,0
56.31,138.53285217285156,-13.477663040161133,0
56.32,138.3883514404297,-13.487744331359863,0
56.33,138.2375030517578,-13.504313468933105,0
56.34,138.08958435058594,-13.51766586303711,0
56.35,137.93910217285156,-13.533550262451172,0
56.36,137.7915496826172,-13.546225547790527,0
56.37,137.641357421875,-13.561494827270508,0
56.38,137.4701690673828,-13.59838581085205,0
56.39,137.30029296875,-13.63353443145752,0
56.4,137.13540649414062,-13.6631441116333,0
56.41,136.97178649902344,-13.691147804260254,0
56.42,136.80938720703125,-13.717575073242188,0
56.43,136.65191650390625,-13.738621711730957,0
56.44,136.4974822998047,-13.756308555603027,0
56.45,136.347900390625,-13.768789291381836,0
56.46,136.19940185546875,-13.779993057250977,0
56.47,136.05015563964844,-13.791860580444336,0
56.48,135.9038543701172,-13.800545692443848,0
56.49,135.76048278808594,-13.806113243103027,0
56.5,135.6199951171875,-13.808625221252441,0
56.51,135.48236083984375,-13.808143615722656,0
56.52,135.3475799560547,-13.804730415344238,0
56.53,135.21559143066406,-13.798446655273438,0
56.54,135.07167053222656,-13.804606437683105,0
56.55,134.94534301757812,-13.792445182800293,0
56.56,134.80702209472656,-13.79284954071045,0
56.57,134.6715545654297,-13.79030704498291,0
56.58,134.5370330810547,-13.786791801452637,0
56.59,134.40347290039062,-13.782326698303223,0
56.6,134.2598419189453,-13.78835678100586,0
56.61,134.1190948486328,-13.791325569152832,0
56.62,133.93894958496094,-13.83514404296875,0
56.63,133.76206970214844,-13.875115394592285,0
56.64,133.57736206054688,-13.922794342041016,0
56.65,133.39598083496094,-13.966527938842773,0
56.66,133.2178955078125,-14.006388664245605,0
56.67,133.04861450195312,-14.036705017089844,0
56.68,132.9119110107422,-14.032901763916016,0
56.69,132.77804565429688,-14.0261869430542,0
56.7,132.65438842773438,-14.008966445922852,0
56.71,132.54629516601562,-13.975775718688965,0
56.72,132.42788696289062,-13.953629493713379,0
56.73,132.3212890625,-13.919453620910645,0
56.74,132.21722412109375,-13.883014678955078,0
56.75,132.1064910888672,-13.85387897491455,0
56.76,131.99830627441406,-13.82239055633545,0
56.77,131.8926544189453,-13.788603782653809,0
56.78,131.78396606445312,-13.758316040039062,0
56.79,131.67047119140625,-13.733318328857422,0
