ts,id,T,P
7.915,BARO0,48.64,87893
7.925,BARO0,48.63,87919
7.935,BARO0,48.64,87892
7.945,BARO0,48.65,87896
7.955,BARO0,48.64,87900
7.965,BARO0,48.64,87869
7.975,BARO0,48.66,87868
7.985,BARO0,48.65,87912
7.995,BARO0,48.66,87885
8.005,BARO0,48.65,87866
8.015,BARO0,48.65,87855
8.025,BARO0,48.64,87870
8.035,BARO0,48.65,87852
8.045,BARO0,48.65,87865
8.055,BARO0,48.64,87844
8.065,BARO0,48.64,87860
8.075,BARO0,48.65,87851
8.085,BARO0,48.64,87788
8.095,BARO0,48.65,87823
8.105,BARO0,48.67,87814
8.115,BARO0,48.65,87801
8.125,BARO0,48.62,87812
8.135,BARO0,48.64,87786
8.145,BARO0,48.65,87812
8.155,BARO0,48.65,87775
8.165,BARO0,48.64,87789
8.175,BARO0,48.63,87805
8.185,BARO0,48.64,87801
8.195,BARO0,48.68,87756
8.205,BARO0,48.65,87753
8.215,BARO0,48.64,87740
8.225,BARO0,48.64,87775
8.235,BARO0,48.65,87757
8.245,BARO0,48.64,87733
8.255,BARO0,48.64,87750
8.265,BARO0,48.65,87747
8.275,BARO0,48.64,87705
8.285,BARO0,48.64,87724
8.295,BARO0,48.65,87727
8.305,BARO0,48.64,87718
8.315,BARO0,48.64,87690
8.325,BARO0,48.64,87722
8.335,BARO0,48.65,87674
8.345,BARO0,48.63,87696
8.355,BARO0,48.63,87688
8.365,BARO0,48.64,87699
8.375,BARO0,48.66,87667
8.385,BARO0,48.64,87654
8.395,BARO0,48.66,87667
8.405,BARO0,48.66,87670
8.415,BARO0,48.65,87675
8.425,BARO0,48.64,87631
8.435,BARO0,48.65,87627
8.445,BARO0,48.64,87630
8.455,BARO0,48.65,87634
8.465,BARO0,48.67,87640
8.475,BARO0,48.64,87629
8.485,BARO0,48.64,87608
8.495,BARO0,48.66,87593
8.505,BARO0,48.64,87618
8.515,BARO0,48.65,87612
8.525,BARO0,48.64,87607
8.535,BARO0,48.65,87574
8.545,BARO0,48.65,87570
8.555,BARO0,48.64,87578
8.565,BARO0,48.66,87557
8.575,BARO0,48.65,87596
8.585,BARO0,48.64,87563
8.595,BARO0,48.63,87577
8.605,BARO0,48.66,87559
8.615,BARO0,48.64,87557
8.625,BARO0,48.63,87574
8.635,BARO0,48.65,87533
8.645,BARO0,48.65,87530
8.655,BARO0,48.65,87535
8.665,BARO0,48.64,87520
8.675,BARO0,48.66,87552
8.685,BARO0,48.67,87543
8.695,BARO0,48.66,87539
8.705,BARO0,48.65,87519
8.715,BARO0,48.65,87519
8.725,BARO0,48.65,87470
8.735,BARO0,48.65,87508
8.745,BARO0,48.64,87482
8.755,BARO0,48.64,87492
8.765,BARO0,48.65,87461
8.775,BARO0,48.65,87506
8.785,BARO0,48.64,87468
8.795,BARO0,48.64,87506
8.805,BARO0,48.66,87440
8.815,BARO0,48.66,87436
8.825,BARO0,48.65,87456
8.835,BARO0,48.65,87459
8.845,BARO0,48.64,87447
8.855,BARO0,48.66,87440
8.865,BARO0,48.65,87441
8.875,BARO0,48.64,87446
8.885,BARO0,48.65,87452
8.895,BARO0,48.65,87450
8.905,BARO0,48.64,87422
8.915,BARO0,48.65,87410
8.925,BARO0,48.64,87430
8.935,BARO0,48.63,87430
8.945,BARO0,48.65,87431
8.955,BARO0,48.67,87382
8.965,BARO0,48.65,87374
8.975,BARO0,48.65,87401
8.985,BARO0,48.65,87399
8.995,BARO0,48.66,87393
9.005,BARO0,48.65,87344
9.015,BARO0,48.65,87369
9.025,BARO0,48.65,87365
9.035,BARO0,48.64,87349
9.045,BARO0,48.63,87355
9.055,BARO0,48.64,87367
9.065,BARO0,48.66,87352
9.075,BARO0,48.66,87349
9.085,BARO0,48.66,87352
9.095,BARO0,48.67,87345
9.105,BARO0,48.65,87317
9.115,BARO0,48.65,87345
9.125,BARO0,48.64,87348
9.135,BARO0,48.65,87305
9.145,BARO0,48.65,87333
9.155,BARO0,48.64,87315
9.165,BARO0,48.65,87320
9.175,BARO0,48.66,87335
9.185,BARO0,48.63,87298
9.195,BARO0,48.64,87283
9.205,BARO0,48.66,87302
9.215,BARO0,48.66,87281
9.225,BARO0,48.65,87285
9.235,BARO0,48.64,87282
9.245,BARO0,48.65,87282
9.255,BARO0,48.66,87275
9.265,BARO0,48.65,87281
9.275,BARO0,48.65,87220
9.285,BARO0,48.66,87255
9.295,BARO0,48.65,87249
9.305,BARO0,48.65,87251
9.315,BARO0,48.64,87270
9.325,BARO0,48.66,87239
9.335,BARO0,48.67,87230
9.345,BARO0,48.66,87234
9.355,BARO0,48.67,87201
9.365,BARO0,48.67,87224
9.375,BARO0,48.65,87234
9.385,BARO0,48.67,87218
9.395,BARO0,48.65,87182
9.405,BARO0,48.67,87235
9.415,BARO0,48.66,87191
9.425,BARO0,48.65,87206
9.435,BARO0,48.65,87195
9.445,BARO0,48.65,87196
9.455,BARO0,48.67,87212
9.465,BARO0,48.66,87210
9.475,BARO0,48.66,87170
9.485,BARO0,48.67,87181
9.495,BARO0,48.67,87195
9.505,BARO0,48.67,87158
9.515,BARO0,48.66,87188
9.525,BARO0,48.65,87167
9.535,BARO0,48.65,87167
9.545,BARO0,48.64,87192
9.555,BARO0,48.65,87153
9.565,BARO0,48.66,87174
9.575,BARO0,48.65,87113
9.585,BARO0,48.64,87152
9.595,BARO0,48.66,87150
9.605,BARO0,48.66,87140
9.615,BARO0,48.65,87144
9.625,BARO0,48.65,87142
9.635,BARO0,48.65,87130
9.645,BARO0,48.64,87116
9.655,BARO0,48.65,87122
9.665,BARO0,48.65,87113
9.675,BARO0,48.64,87125
9.685,BARO0,48.66,87115
9.695,BARO0,48.65,87100
9.705,BARO0,48.65,87081
9.715,BARO0,48.65,87075
9.725,BARO0,48.64,87085
9.735,BARO0,48.66,87070
9.745,BARO0,48.65,87061
9.755,BARO0,48.67,87094
9.765,BARO0,48.67,87066
9.775,BARO0,48.67,87109
9.785,BARO0,48.65,87043
9.795,BARO0,48.65,87097
9.805,BARO0,48.66,87052
9.815,BARO0,48.65,87068
9.825,BARO0,48.65,87055
9.835,BARO0,48.65,87045
9.845,BARO0,48.65,87011
9.855,BARO0,48.67,87058
9.865,BARO0,48.67,87055
9.875,BARO0,48.65,87093
9.885,BARO0,48.65,87017
9.895,BARO0,48.66,87032
9.905,BARO0,48.67,87017
9.915,BARO0,48.67,87029
9.925,BARO0,48.64,87027
9.935,BARO0,48.65,87041
9.945,BARO0,48.65,87018
9.955,BARO0,48.65,87012
9.965,BARO0,48.66,87032
9.975,BARO0,48.67,86981
9.985,BARO0,48.65,87016
9.995,BARO0,48.65,86996
10.005,BARO0,48.65,86980
10.015,BARO0,48.64,87012
10.025,BARO0,48.66,86975
10.035,BARO0,48.66,86998
10.045,BARO0,48.66,86971
10.055,BARO0,48.68,86972
10.065,BARO0,48.68,86968
10.075,BARO0,48.66,86985
10.085,BARO0,48.68,86967
10.095,BARO0,48.66,86972
10.105,BARO0,48.67,86973
10.115,BARO0,48.67,86939
10.125,BARO0,48.65,86977
10.135,BARO0,48.67,86943
10.145,BARO0,48.66,86943
10.155,BARO0,48.66,86926
10.165,BARO0,48.65,86962
10.175,BARO0,48.67,86926
10.185,BARO0,48.67,86947
10.195,BARO0,48.65,86962
10.205,BARO0,48.65,86941
10.215,BARO0,48.66,86920
10.225,BARO0,48.66,86933
10.235,BARO0,48.66,86935
10.245,BARO0,48.65,86942
10.255,BARO0,48.67,86929
10.265,BARO0,48.65,86906
10.275,BARO0,48.67,86918
10.285,BARO0,48.67,86921
10.295,BARO0,48.65,86887
10.305,BARO0,48.66,86907
10.315,BARO0,48.66,86917
10.325,BARO0,48.67,86891
10.335,BARO0,48.66,86882
10.345,BARO0,48.67,86899
10.355,BARO0,48.67,86910
10.365,BARO0,48.65,86879
10.375,BARO0,48.65,86864
10.385,BARO0,48.66,86878
10.395,BARO0,48.65,86854
10.405,BARO0,48.67,86877
10.415,BARO0,48.65,86890
10.425,BARO0,48.66,86886
10.435,BARO0,48.66,86876
10.445,BARO0,48.64,86854
10.455,BARO0,48.66,86846
10.465,BARO0,48.65,86862
10.475,BARO0,48.66,86863
10.485,BARO0,48.67,86842
10.495,BARO0,48.67,86842
10.505,BARO0,48.65,86827
10.515,BARO0,48.67,86869
10.525,BARO0,48.65,86840
10.535,BARO0,48.65,86837
10.545,BARO0,48.64,86846
10.555,BARO0,48.65,86823
10.565,BARO0,48.68,86835
10.575,BARO0,48.66,86837
10.585,BARO0,48.65,86808
10.595,BARO0,48.66,86852
10.605,BARO0,48.66,86834
10.615,BARO0,48.65,86809
10.625,BARO0,48.66,86808
10.635,BARO0,48.66,86786
10.645,BARO0,48.67,86826
10.655,BARO0,48.66,86818
10.665,BARO0,48.66,86804
10.675,BARO0,48.66,86787
10.685,BARO0,48.65,86788
10.695,BARO0,48.67,86788
10.705,BARO0,48.67,86786
10.715,BARO0,48.66,86800
10.725,BARO0,48.65,86784
10.735,BARO0,48.67,86801
10.745,BARO0,48.66,86793
10.755,BARO0,48.67,86781
10.765,BARO0,48.66,86794
10.775,BARO0,48.66,86788
10.785,BARO0,48.66,86792
10.795,BARO0,48.64,86769
10.805,BARO0,48.66,86755
10.815,BARO0,48.65,86722
10.825,BARO0,48.64,86738
10.835,BARO0,48.65,86749
10.845,BARO0,48.65,86757
10.855,BARO0,48.66,86763
10.865,BARO0,48.66,86727
10.875,BARO0,48.65,86758
10.885,BARO0,48.67,86723
10.895,BARO0,48.66,86727
10.905,BARO0,48.67,86719
10.915,BARO0,48.66,86735
10.925,BARO0,48.66,86734
10.935,BARO0,48.66,86724
10.945,BARO0,48.67,86722
10.955,BARO0,48.66,86698
10.965,BARO0,48.66,86733
10.975,BARO0,48.66,86739
10.985,BARO0,48.64,86713
10.995,BARO0,48.67,86694
11.005,BARO0,48.67,86710
11.015,BARO0,48.67,86689
11.025,BARO0,48.67,86704
11.035,BARO0,48.65,86692
11.045,BARO0,48.67,86680
11.055,BARO0,48.66,86712
11.065,BARO0,48.67,86705
11.075,BARO0,48.69,86714
11.085,BARO0,48.67,86704
11.095,BARO0,48.66,86700
11.105,BARO0,48.67,86681
11.115,BARO0,48.66,86676
11.125,BARO0,48.66,86693
11.135,BARO0,48.67,86682
11.145,BARO0,48.67,86670
11.155,BARO0,48.65,86671
11.165,BARO0,48.66,86685
11.175,BARO0,48.65,86689
11.185,BARO0,48.66,86674
11.195,BARO0,48.66,86664
11.205,BARO0,48.68,86679
11.215,BARO0,48.65,86649
11.225,BARO0,48.65,86671
11.235,BARO0,48.67,86673
11.245,BARO0,48.67,86678
11.255,BARO0,48.67,86673
11.265,BARO0,48.67,86679
11.275,BARO0,48.66,86646
11.285,BARO0,48.69,86672
11.295,BARO0,48.68,86645
11.305,BARO0,48.66,86657
11.315,BARO0,48.67,86641
11.325,BARO0,48.66,86621
11.335,BARO0,48.67,86639
11.345,BARO0,48.67,86651
11.355,BARO0,48.67,86631
11.365,BARO0,48.66,86604
11.375,BARO0,48.65,86608
11.385,BARO0,48.66,86646
11.395,BARO0,48.66,86643
11.405,BARO0,48.67,86622
11.415,BARO0,48.66,86635
11.425,BARO0,48.67,86646
11.435,BARO0,48.66,86619
11.445,BARO0,48.66,86635
11.455,BARO0,48.66,86609
11.465,BARO0,48.66,86615
11.475,BARO0,48.68,86607
11.485,BARO0,48.68,86618
11.495,BARO0,48.66,86602
11.505,BARO0,48.67,86601
11.515,BARO0,48.65,86596
11.525,BARO0,48.65,86591
11.535,BARO0,48.66,86593
11.545,BARO0,48.65,86595
11.555,BARO0,48.65,86582
11.565,BARO0,48.67,86606
11.575,BARO0,48.67,86598
11.585,BARO0,48.66,86590
11.595,BARO0,48.67,86578
11.605,BARO0,48.67,86601
11.615,BARO0,48.67,86592
11.625,BARO0,48.66,86597
11.635,BARO0,48.68,86603
11.645,BARO0,48.67,86556
11.655,BARO0,48.66,86589
11.665,BARO0,48.67,86572
11.675,BARO0,48.67,86585
11.685,BARO0,48.66,86566
11.695,BARO0,48.67,86575
11.705,BARO0,48.65,86583
11.715,BARO0,48.68,86586
11.725,BARO0,48.65,86564
11.735,BARO0,48.66,86579
11.745,BARO0,48.69,86548
11.755,BARO0,48.68,86559
11.765,BARO0,48.67,86546
11.775,BARO0,48.67,86577
11.785,BARO0,48.66,86548
11.795,BARO0,48.67,86549
11.805,BARO0,48.68,86551
11.815,BARO0,48.67,86562
11.825,BARO0,48.67,86544
11.835,BARO0,48.67,86561
11.845,BARO0,48.66,86532
11.855,BARO0,48.67,86546
11.865,BARO0,48.67,86546
11.875,BARO0,48.67,86532
11.885,BARO0,48.67,86554
11.895,BARO0,48.68,86516
11.905,BARO0,48.69,86560
11.915,BARO0,48.67,86527
11.925,BARO0,48.68,86546
11.935,BARO0,48.67,86531
11.945,BARO0,48.68,86517
11.955,BARO0,48.65,86521
11.965,BARO0,48.66,86538
11.975,BARO0,48.68,86550
11.985,BARO0,48.66,86541
11.995,BARO0,48.67,86538
12.005,BARO0,48.65,86514
12.015,BARO0,48.67,86524
12.025,BARO0,48.67,86515
12.035,BARO0,48.66,86538
12.045,BARO0,48.66,86523
12.055,BARO0,48.67,86486
12.065,BARO0,48.68,86522
12.075,BARO0,48.69,86528
12.085,BARO0,48.67,86473
12.095,BARO0,48.67,86507
12.105,BARO0,48.67,86490
12.115,BARO0,48.67,86510
12.125,BARO0,48.67,86507
12.135,BARO0,48.68,86494
12.145,BARO0,48.67,86523
12.155,BARO0,48.67,86497
12.165,BARO0,48.67,86484
12.175,BARO0,48.67,86489
12.185,BARO0,48.67,86498
12.195,BARO0,48.68,86506
12.205,BARO0,48.68,86500
12.215,BARO0,48.68,86504
12.225,BARO0,48.68,86480
12.235,BARO0,48.67,86483
12.245,BARO0,48.68,86484
12.255,BARO0,48.68,86482
12.265,BARO0,48.65,86494
12.275,BARO0,48.69,86497
12.285,BARO0,48.68,86526
12.295,BARO0,48.67,86493
12.305,BARO0,48.68,86473
12.315,BARO0,48.67,86506
12.325,BARO0,48.67,86497
12.335,BARO0,48.66,86465
12.345,BARO0,48.7,86507
12.355,BARO0,48.68,86448
12.365,BARO0,48.66,86470
12.375,BARO0,48.66,86486
12.385,BARO0,48.68,86460
12.395,BARO0,48.68,86460
12.405,BARO0,48.67,86468
12.415,BARO0,48.68,86490
12.425,BARO0,48.66,86469
12.435,BARO0,48.67,86514
12.445,BARO0,48.67,86458
12.455,BARO0,48.67,86477
12.465,BARO0,48.69,86463
12.475,BARO0,48.66,86457
12.485,BARO0,48.67,86471
12.495,BARO0,48.66,86485
12.505,BARO0,48.67,86484
12.515,BARO0,48.67,86457
12.525,BARO0,48.67,86478
12.535,BARO0,48.68,86456
12.545,BARO0,48.66,86468
12.555,BARO0,48.69,86477
12.565,BARO0,48.68,86487
12.575,BARO0,48.68,86467
12.585,BARO0,48.67,86447
12.595,BARO0,48.69,86448
12.605,BARO0,48.67,86459
12.615,BARO0,48.68,86481
12.625,BARO0,48.66,86458
12.635,BARO0,48.69,86450
12.645,BARO0,48.68,86446
12.655,BARO0,48.67,86435
12.665,BARO0,48.67,86464
12.675,BARO0,48.67,86422
12.685,BARO0,48.68,86469
12.695,BARO0,48.66,86454
12.705,BARO0,48.67,86475
12.715,BARO0,48.68,86435
12.725,BARO0,48.67,86442
12.735,BARO0,48.69,86446
12.745,BARO0,48.67,86434
12.755,BARO0,48.69,86456
12.765,BARO0,48.67,86451
12.775,BARO0,48.7,86414
12.785,BARO0,48.68,86452
12.795,BARO0,48.68,86455
12.805,BARO0,48.67,86450
12.815,BARO0,48.67,86436
12.825,BARO0,48.67,86441
12.835,BARO0,48.69,86449
12.845,BARO0,48.68,86447
12.855,BARO0,48.69,86456
12.865,BARO0,48.68,86465
12.875,BARO0,48.68,86407
12.885,BARO0,48.69,86419
12.895,BARO0,48.68,86415
12.905,BARO0,48.68,86434
12.915,BARO0,48.68,86456
12.925,BARO0,48.68,86444
12.935,BARO0,48.68,86442
12.945,BARO0,48.66,86404
12.955,BARO0,48.68,86441
12.965,BARO0,48.69,86467
12.975,BARO0,48.66,86385
12.985,BARO0,48.68,86432
12.995,BARO0,48.67,86437
13.005,BARO0,48.67,86455
13.015,BARO0,48.67,86417
13.025,BARO0,48.67,86441
13.035,BARO0,48.69,86421
13.045,BARO0,48.67,86394
13.055,BARO0,48.68,86419
13.065,BARO0,48.68,86402
13.075,BARO0,48.68,86432
13.085,BARO0,48.69,86425
13.095,BARO0,48.67,86421
13.105,BARO0,48.68,86426
13.115,BARO0,48.67,86417
13.125,BARO0,48.68,86412
13.135,BARO0,48.68,86410
13.145,BARO0,48.68,86417
13.155,BARO0,48.7,86405
13.165,BARO0,48.68,86404
13.175,BARO0,48.68,86420
13.185,BARO0,48.67,86417
13.195,BARO0,48.67,86407
13.205,BARO0,48.68,86441
13.215,BARO0,48.67,86416
13.225,BARO0,48.68,86422
13.235,BARO0,48.69,86407
13.245,BARO0,48.68,86455
13.255,BARO0,48.67,86400
13.265,BARO0,48.68,86415
13.275,BARO0,48.67,86433
13.285,BARO0,48.69,86420
13.295,BARO0,48.68,86427
13.305,BARO0,48.68,86401
13.315,BARO0,48.68,86418
13.325,BARO0,48.67,86398
13.335,BARO0,48.68,86409
13.345,BARO0,48.69,86411
13.355,BARO0,48.69,86388
13.365,BARO0,48.67,86397
13.375,BARO0,48.67,86410
13.385,BARO0,48.68,86407
13.395,BARO0,48.69,86423
13.405,BARO0,48.67,86426
13.415,BARO0,48.67,86385
13.425,BARO0,48.66,86392
13.435,BARO0,48.69,86410
13.445,BARO0,48.68,86397
13.455,BARO0,48.66,86394
13.465,BARO0,48.66,86380
13.475,BARO0,48.67,86413
13.485,BARO0,48.69,86397
13.495,BARO0,48.69,86377
13.505,BARO0,48.69,86416
13.515,BARO0,48.68,86423
13.525,BARO0,48.67,86403
13.535,BARO0,48.68,86402
13.545,BARO0,48.68,86371
13.555,BARO0,48.7,86426
13.565,BARO0,48.67,86409
13.575,BARO0,48.68,86405
13.585,BARO0,48.68,86416
13.595,BARO0,48.68,86369
13.605,BARO0,48.66,86404
13.615,BARO0,48.68,86409
13.625,BARO0,48.68,86402
13.635,BARO0,48.68,86400
13.645,BARO0,48.67,86416
13.655,BARO0,48.68,86419
13.665,BARO0,48.69,86395
13.675,BARO0,48.68,86400
13.685,BARO0,48.68,86402
13.695,BARO0,48.68,86387
13.705,BARO0,48.67,86407
13.715,BARO0,48.67,86406
13.725,BARO0,48.67,86386
13.735,BARO0,48.69,86397
13.745,BARO0,48.68,86418
13.755,BARO0,48.7,86392
13.765,BARO0,48.67,86404
13.775,BARO0,48.66,86420
13.785,BARO0,48.68,86422
13.795,BARO0,48.68,86395
13.805,BARO0,48.67,86425
13.815,BARO0,48.68,86400
13.825,BARO0,48.68,86406
13.835,BARO0,48.67,86430
13.845,BARO0,48.68,86377
13.855,BARO0,48.67,87342
13.865,BARO0,48.68,91962
13.875,BARO0,48.67,91453
13.885,BARO0,48.69,88940
13.895,BARO0,48.7,86468
13.905,BARO0,48.7,86016
13.915,BARO0,48.69,86372
13.925,BARO0,48.67,86353
13.935,BARO0,48.69,86404
13.945,BARO0,48.7,86382
13.955,BARO0,48.7,86388
13.965,BARO0,48.69,86381
13.975,BARO0,48.71,86374
13.985,BARO0,48.7,86378
13.995,BARO0,48.71,86371
14.005,BARO0,48.72,86396
14.015,BARO0,48.72,86373
14.025,BARO0,48.71,86399
14.035,BARO0,48.7,86367
14.045,BARO0,48.73,86412
14.055,BARO0,48.73,86371
14.065,BARO0,48.74,86409
14.075,BARO0,48.7,86384
14.085,BARO0,48.72,86387
14.095,BARO0,48.73,86364
14.105,BARO0,48.73,86410
14.115,BARO0,48.72,86403
14.125,BARO0,48.71,86395
14.135,BARO0,48.72,86362
14.145,BARO0,48.73,86368
14.155,BARO0,48.72,86393
14.165,BARO0,48.73,86403
14.175,BARO0,48.74,86411
14.185,BARO0,48.73,86376
14.195,BARO0,48.75,86396
14.205,BARO0,48.73,86377
14.215,BARO0,48.72,86372
14.225,BARO0,48.73,86407
14.235,BARO0,48.73,86360
14.245,BARO0,48.74,86371
14.255,BARO0,48.75,86397
14.265,BARO0,48.72,86385
14.275,BARO0,48.75,86387
14.285,BARO0,48.73,86418
14.295,BARO0,48.76,86371
14.305,BARO0,48.73,86388
14.315,BARO0,48.74,86396
14.325,BARO0,48.74,86392
14.335,BARO0,48.74,86400
14.345,BARO0,48.74,86379
14.355,BARO0,48.75,86421
14.365,BARO0,48.75,86398
14.375,BARO0,48.75,86418
14.385,BARO0,48.76,86442
14.395,BARO0,48.73,86400
14.405,BARO0,48.75,86413
14.415,BARO0,48.75,86400
14.425,BARO0,48.75,86401
14.435,BARO0,48.76,86453
14.445,BARO0,48.74,86412
14.455,BARO0,48.75,86413
14.465,BARO0,48.75,86392
14.475,BARO0,48.75,86405
14.485,BARO0,48.75,86411
14.495,BARO0,48.75,86422
14.505,BARO0,48.75,86420
14.515,BARO0,48.75,86424
14.525,BARO0,48.75,86404
14.535,BARO0,48.77,86416
14.545,BARO0,48.77,86412
14.555,BARO0,48.76,86416
14.565,BARO0,48.75,86419
14.575,BARO0,48.76,86428
14.585,BARO0,48.76,86405
14.595,BARO0,48.76,86415
14.605,BARO0,48.74,86421
14.615,BARO0,48.75,86437
14.625,BARO0,48.75,86407
14.635,BARO0,48.74,86410
14.645,BARO0,48.77,86441
14.655,BARO0,48.76,86449
14.665,BARO0,48.73,86434
14.675,BARO0,48.75,86420
14.685,BARO0,48.75,86427
14.695,BARO0,48.74,86394
14.705,BARO0,48.75,86431
14.715,BARO0,48.75,86419
14.725,BARO0,48.75,86413
14.735,BARO0,48.74,86403
14.745,BARO0,48.73,86444
14.755,BARO0,48.75,86424
14.765,BARO0,48.74,86427
14.775,BARO0,48.75,86440
14.785,BARO0,48.73,86420
14.795,BARO0,48.75,86437
14.805,BARO0,48.75,86464
14.815,BARO0,48.75,86456
14.825,BARO0,48.76,86448
14.835,BARO0,48.75,86437
14.845,BARO0,48.76,86440
14.855,BARO0,48.74,86462
14.865,BARO0,48.76,86462
14.875,BARO0,48.75,86450
14.885,BARO0,48.76,86460
14.895,BARO0,48.75,86443
14.905,BARO0,48.75,86475
14.915,BARO0,48.74,86462
14.925,BARO0,48.74,86451
14.935,BARO0,48.76,86471
14.945,BARO0,48.73,86459
14.955,BARO0,48.74,86471
14.965,BARO0,48.74,86487
14.975,BARO0,48.74,86489
14.985,BARO0,48.73,86466
14.995,BARO0,48.74,86498
15.005,BARO0,48.75,86502
15.015,BARO0,48.73,86498
15.025,BARO0,48.76,86499
15.035,BARO0,48.74,86493
15.045,BARO0,48.74,86512
15.055,BARO0,48.76,86488
15.065,BARO0,48.76,86508
15.075,BARO0,48.74,86511
15.085,BARO0,48.77,86517
15.095,BARO0,48.76,86520
15.105,BARO0,48.73,86471
15.115,BARO0,48.73,86490
15.125,BARO0,48.74,86484
15.135,BARO0,48.76,86523
15.145,BARO0,48.74,86490
15.155,BARO0,48.77,86516
15.165,BARO0,48.76,86534
15.175,BARO0,48.74,86501
15.185,BARO0,48.76,86511
15.195,BARO0,48.75,86536
15.205,BARO0,48.74,86523
15.215,BARO0,48.74,86508
15.225,BARO0,48.76,86511
15.235,BARO0,48.75,86497
15.245,BARO0,48.74,86512
15.255,BARO0,48.75,86525
15.265,BARO0,48.75,86528
15.275,BARO0,48.74,86539
15.285,BARO0,48.73,86512
15.295,BARO0,48.74,86517
15.305,BARO0,48.74,86541
15.315,BARO0,48.74,86518
15.325,BARO0,48.73,86517
15.335,BARO0,48.76,86538
15.345,BARO0,48.72,86507
15.355,BARO0,48.74,86535
15.365,BARO0,48.74,86514
15.375,BARO0,48.74,86547
15.385,BARO0,48.75,86527
15.395,BARO0,48.74,86546
15.405,BARO0,48.74,86527
15.415,BARO0,48.75,86530
15.425,BARO0,48.73,86544
15.435,BARO0,48.75,86566
15.445,BARO0,48.74,86531
15.455,BARO0,48.73,86545
15.465,BARO0,48.73,86562
15.475,BARO0,48.74,86542
15.485,BARO0,48.74,86527
15.495,BARO0,48.73,86528
15.505,BARO0,48.73,86543
15.515,BARO0,48.74,86548
15.525,BARO0,48.74,86558
15.535,BARO0,48.71,86562
15.545,BARO0,48.73,86575
15.555,BARO0,48.74,86558
15.565,BARO0,48.72,86546
15.575,BARO0,48.74,86553
15.585,BARO0,48.74,86585
15.595,BARO0,48.73,86565
15.605,BARO0,48.73,86556
15.615,BARO0,48.74,86569
15.625,BARO0,48.74,86581
15.635,BARO0,48.74,86583
15.645,BARO0,48.74,86568
15.655,BARO0,48.74,86608
15.665,BARO0,48.74,86610
15.675,BARO0,48.75,86586
15.685,BARO0,48.74,86611
15.695,BARO0,48.74,86591
15.705,BARO0,48.74,86591
15.715,BARO0,48.72,86614
15.725,BARO0,48.72,86595
15.735,BARO0,48.72,86615
15.745,BARO0,48.74,86608
15.755,BARO0,48.75,86597
15.765,BARO0,48.75,86618
15.775,BARO0,48.74,86602
15.785,BARO0,48.73,86633
15.795,BARO0,48.73,86623
15.805,BARO0,48.73,86610
15.815,BARO0,48.73,86617
15.825,BARO0,48.74,86615
15.835,BARO0,48.74,86604
15.845,BARO0,48.76,86628
15.855,BARO0,48.76,86629
15.865,BARO0,48.75,86610
15.875,BARO0,48.74,86638
15.885,BARO0,48.75,86639
15.895,BARO0,48.73,86612
15.905,BARO0,48.73,86627
15.915,BARO0,48.74,86636
15.925,BARO0,48.74,86642
15.935,BARO0,48.73,86621
15.945,BARO0,48.71,86656
15.955,BARO0,48.74,86638
15.965,BARO0,48.73,86675
15.975,BARO0,48.73,86647
15.985,BARO0,48.75,86646
15.995,BARO0,48.75,86635
16.005,BARO0,48.73,86660
16.015,BARO0,48.73,86687
16.025,BARO0,48.75,86651
16.035,BARO0,48.74,86650
16.045,BARO0,48.73,86683
16.055,BARO0,48.73,86666
16.065,BARO0,48.71,86705
16.075,BARO0,48.72,86675
16.085,BARO0,48.72,86675
16.095,BARO0,48.75,86702
16.105,BARO0,48.73,86681
16.115,BARO0,48.74,86703
16.125,BARO0,48.74,86699
16.135,BARO0,48.72,86659
16.145,BARO0,48.75,86711
16.155,BARO0,48.75,86706
16.165,BARO0,48.73,86683
16.175,BARO0,48.73,86709
16.185,BARO0,48.73,86703
16.195,BARO0,48.72,86712
16.205,BARO0,48.72,86714
16.215,BARO0,48.75,86731
16.225,BARO0,48.72,86696
16.235,BARO0,48.72,86740
16.245,BARO0,48.74,86749
16.255,BARO0,48.72,86770
16.265,BARO0,48.73,86769
16.275,BARO0,48.74,86789
16.285,BARO0,48.72,87042
16.295,BARO0,48.74,86686
16.305,BARO0,48.73,86763
16.315,BARO0,48.74,86776
16.325,BARO0,48.72,86771
16.335,BARO0,48.74,86816
16.345,BARO0,48.75,86782
16.355,BARO0,48.72,86796
16.365,BARO0,48.73,86768
16.375,BARO0,48.72,86798
16.385,BARO0,48.72,86811
16.395,BARO0,48.74,86802
16.405,BARO0,48.74,86822
16.415,BARO0,48.73,86813
16.425,BARO0,48.74,86809
16.435,BARO0,48.75,86813
16.445,BARO0,48.74,86813
16.455,BARO0,48.74,86815
16.465,BARO0,48.75,86807
16.475,BARO0,48.74,86828
16.485,BARO0,48.73,86840
16.495,BARO0,48.73,86844
16.505,BARO0,48.73,86839
16.515,BARO0,48.73,86824
16.525,BARO0,48.73,86812
16.535,BARO0,48.75,86817
16.545,BARO0,48.74,86829
16.555,BARO0,48.76,86862
16.565,BARO0,48.73,86864
16.575,BARO0,48.73,86851
16.585,BARO0,48.73,86862
16.595,BARO0,48.75,86865
16.605,BARO0,48.73,86879
16.615,BARO0,48.73,86883
16.625,BARO0,48.73,86871
16.635,BARO0,48.73,86862
16.645,BARO0,48.73,86890
