ts,id,T,P
16.655,BARO0,48.74,86883
16.665,BARO0,48.74,86897
16.675,BARO0,48.75,86884
16.685,BARO0,48.72,86917
16.695,BARO0,48.74,86880
16.705,BARO0,48.73,86903
16.715,BARO0,48.73,86896
16.725,BARO0,48.75,86924
16.735,BARO0,48.75,86918
16.745,BARO0,48.75,86918
16.755,BARO0,48.74,86940
16.765,BARO0,48.75,86926
16.775,BARO0,48.74,86952
16.785,BARO0,48.74,86922
16.795,BARO0,48.73,86940
16.805,BARO0,48.74,86910
16.815,BARO0,48.73,86988
16.825,BARO0,48.74,86940
16.835,BARO0,48.72,86922
16.845,BARO0,48.76,86954
16.855,BARO0,48.74,86977
16.865,BARO0,48.76,86949
16.875,BARO0,48.75,86962
16.885,BARO0,48.72,86931
16.895,BARO0,48.74,86951
16.905,BARO0,48.74,86960
16.915,BARO0,48.75,86983
16.925,BARO0,48.74,86973
16.935,BARO0,48.74,86951
16.945,BARO0,48.74,86991
16.955,BARO0,48.75,87025
16.965,BARO0,48.74,86991
16.975,BARO0,48.73,86975
16.985,BARO0,48.75,86978
16.995,BARO0,48.74,86972
17.005,BARO0,48.75,87021
17.015,BARO0,48.73,86988
17.025,BARO0,48.74,87016
17.035,BARO0,48.74,86987
17.045,BARO0,48.74,86991
17.055,BARO0,48.74,87002
17.065,BARO0,48.75,87000
17.075,BARO0,48.73,87000
17.085,BARO0,48.74,87012
17.095,BARO0,48.75,87009
17.105,BARO0,48.74,87014
17.115,BARO0,48.75,87024
17.125,BARO0,48.74,87015
17.135,BARO0,48.74,87050
17.145,BARO0,48.75,87041
17.155,BARO0,48.73,87066
17.165,BARO0,48.73,87042
17.175,BARO0,48.75,87063
17.185,BARO0,48.74,87050
17.195,BARO0,48.73,87076
17.205,BARO0,48.73,87073
17.215,BARO0,48.75,87063
17.225,BARO0,48.75,87074
17.235,BARO0,48.76,87063
17.245,BARO0,48.74,87067
17.255,BARO0,48.74,87077
17.265,BARO0,48.75,87076
17.275,BARO0,48.75,87094
17.285,BARO0,48.76,87082
17.295,BARO0,48.72,87088
17.305,BARO0,48.73,87084
17.315,BARO0,48.75,87072
17.325,BARO0,48.73,87116
17.335,BARO0,48.75,87084
17.345,BARO0,48.76,87086
17.355,BARO0,48.76,87088
17.365,BARO0,48.76,87116
17.375,BARO0,48.74,87105
17.385,BARO0,48.73,87086
17.395,BARO0,48.73,87091
17.405,BARO0,48.73,87096
17.415,BARO0,48.73,87077
17.425,BARO0,48.74,87129
17.435,BARO0,48.75,87074
17.445,BARO0,48.73,87086
17.455,BARO0,48.75,87113
17.465,BARO0,48.75,87094
17.475,BARO0,48.76,87084
17.485,BARO0,48.76,87122
17.495,BARO0,48.73,87097
17.505,BARO0,48.75,87122
17.515,BARO0,48.76,87105
17.525,BARO0,48.74,87116
17.535,BARO0,48.77,87156
17.545,BARO0,48.74,87154
17.555,BARO0,48.74,87113
17.565,BARO0,48.72,87163
17.575,BARO0,48.72,87142
17.585,BARO0,48.74,87130
17.595,BARO0,48.75,87168
17.605,BARO0,48.74,87132
17.615,BARO0,48.74,87148
17.625,BARO0,48.76,87140
17.635,BARO0,48.73,87141
17.645,BARO0,48.74,87132
17.655,BARO0,48.76,87161
17.665,BARO0,48.76,87145
17.675,BARO0,48.75,87186
17.685,BARO0,48.73,87176
17.695,BARO0,48.73,87174
17.705,BARO0,48.73,87146
17.715,BARO0,48.72,87170
17.725,BARO0,48.74,87170
17.735,BARO0,48.73,87188
17.745,BARO0,48.74,87174
17.755,BARO0,48.74,87157
17.765,BARO0,48.75,87189
17.775,BARO0,48.72,87191
17.785,BARO0,48.74,87196
17.795,BARO0,48.74,87216
17.805,BARO0,48.72,87259
17.815,BARO0,48.75,87206
17.825,BARO0,48.72,87236
17.835,BARO0,48.73,87275
17.845,BARO0,48.74,87262
17.855,BARO0,48.73,87277
17.865,BARO0,48.75,87302
17.875,BARO0,48.75,87260
17.885,BARO0,48.73,87243
17.895,BARO0,48.74,87262
17.905,BARO0,48.73,87294
17.915,BARO0,48.73,87287
17.925,BARO0,48.72,87311
17.935,BARO0,48.73,87291
17.945,BARO0,48.74,87269
17.955,BARO0,48.72,87285
17.965,BARO0,48.74,87272
17.975,BARO0,48.7,87277
17.985,BARO0,48.73,87272
17.995,BARO0,48.73,87302
18.005,BARO0,48.72,87294
18.015,BARO0,48.72,87327
18.025,BARO0,48.73,87316
18.035,BARO0,48.73,87317
18.045,BARO0,48.73,87317
18.055,BARO0,48.73,87313
18.065,BARO0,48.72,87299
18.075,BARO0,48.75,87302
18.085,BARO0,48.72,87341
18.095,BARO0,48.72,87288
18.105,BARO0,48.72,87327
18.115,BARO0,48.73,87329
18.125,BARO0,48.73,87305
18.135,BARO0,48.73,87346
18.145,BARO0,48.73,87315
18.155,BARO0,48.73,87318
18.165,BARO0,48.74,87341
18.175,BARO0,48.73,87320
18.185,BARO0,48.73,87361
18.195,BARO0,48.72,87353
18.205,BARO0,48.72,87325
18.215,BARO0,48.7,87367
18.225,BARO0,48.74,87363
18.235,BARO0,48.74,87337
18.245,BARO0,48.74,87359
18.255,BARO0,48.72,87372
18.265,BARO0,48.72,87357
18.275,BARO0,48.72,87376
18.285,BARO0,48.72,87361
18.295,BARO0,48.72,87386
18.305,BARO0,48.73,87369
18.315,BARO0,48.73,87354
18.325,BARO0,48.72,87348
18.335,BARO0,48.73,87403
18.345,BARO0,48.72,87382
18.355,BARO0,48.7,87375
18.365,BARO0,48.75,87387
18.375,BARO0,48.73,87354
18.385,BARO0,48.72,87394
18.395,BARO0,48.73,87404
18.405,BARO0,48.73,87344
18.415,BARO0,48.75,87394
18.425,BARO0,48.72,87386
18.435,BARO0,48.72,87371
18.445,BARO0,48.75,87384
18.455,BARO0,48.71,87389
18.465,BARO0,48.74,87385
18.475,BARO0,48.75,87412
18.485,BARO0,48.73,87391
18.495,BARO0,48.73,87414
18.505,BARO0,48.72,87376
18.515,BARO0,48.74,87423
18.525,BARO0,48.74,87400
18.535,BARO0,48.72,87381
18.545,BARO0,48.73,87427
18.555,BARO0,48.73,87402
18.565,BARO0,48.73,87425
18.575,BARO0,48.72,87408
18.585,BARO0,48.71,87400
18.595,BARO0,48.72,87411
18.605,BARO0,48.71,87393
18.615,BARO0,48.74,87404
18.625,BARO0,48.71,87416
18.635,BARO0,48.73,87395
18.645,BARO0,48.73,87416
18.655,BARO0,48.74,87414
18.665,BARO0,48.73,87426
18.675,BARO0,48.71,87431
18.685,BARO0,48.71,87431
18.695,BARO0,48.71,87418
18.705,BARO0,48.72,87450
18.715,BARO0,48.72,87427
18.725,BARO0,48.73,87433
18.735,BARO0,48.71,87413
18.745,BARO0,48.71,87434
18.755,BARO0,48.72,87428
18.765,BARO0,48.73,87434
18.775,BARO0,48.74,87439
18.785,BARO0,48.72,87445
18.795,BARO0,48.72,87419
18.805,BARO0,48.72,87436
18.815,BARO0,48.73,87455
18.825,BARO0,48.72,87436
18.835,BARO0,48.72,87419
18.845,BARO0,48.71,87440
18.855,BARO0,48.73,87445
18.865,BARO0,48.7,87457
18.875,BARO0,48.71,87431
18.885,BARO0,48.71,87432
18.895,BARO0,48.72,87473
18.905,BARO0,48.71,87454
18.915,BARO0,48.73,87457
18.925,BARO0,48.73,87479
18.935,BARO0,48.72,87459
18.945,BARO0,48.71,87481
18.955,BARO0,48.71,87477
18.965,BARO0,48.71,87461
18.975,BARO0,48.71,87498
18.985,BARO0,48.72,87484
18.995,BARO0,48.73,87473
19.005,BARO0,48.72,87469
19.015,BARO0,48.73,87477
19.025,BARO0,48.72,87429
19.035,BARO0,48.72,87481
19.045,BARO0,48.71,87503
19.055,BARO0,48.72,87483
19.065,BARO0,48.72,87487
19.075,BARO0,48.71,87506
19.085,BARO0,48.72,87471
19.095,BARO0,48.72,87481
19.105,BARO0,48.74,87495
19.115,BARO0,48.74,87505
19.125,BARO0,48.72,87490
19.135,BARO0,48.72,87504
19.145,BARO0,48.72,87538
19.155,BARO0,48.74,87509
19.165,BARO0,48.72,87495
19.175,BARO0,48.71,87490
19.185,BARO0,48.72,87489
19.195,BARO0,48.7,87484
19.205,BARO0,48.72,87518
19.215,BARO0,48.73,87526
19.225,BARO0,48.72,87508
19.235,BARO0,48.73,87514
19.245,BARO0,48.72,87508
19.255,BARO0,48.72,87510
19.265,BARO0,48.72,87522
19.275,BARO0,48.71,87536
19.285,BARO0,48.72,87528
19.295,BARO0,48.72,87528
19.305,BARO0,48.71,87494
19.315,BARO0,48.71,87508
19.325,BARO0,48.72,87507
19.335,BARO0,48.72,87547
19.345,BARO0,48.71,87504
19.355,BARO0,48.74,87543
19.365,BARO0,48.72,87535
19.375,BARO0,48.7,87523
19.385,BARO0,48.72,87530
19.395,BARO0,48.72,87520
19.405,BARO0,48.71,87529
19.415,BARO0,48.71,87531
19.425,BARO0,48.72,87544
19.435,BARO0,48.74,87511
19.445,BARO0,48.74,87548
19.455,BARO0,48.69,87486
19.465,BARO0,48.71,87513
19.475,BARO0,48.71,87543
19.485,BARO0,48.71,87530
19.495,BARO0,48.71,87520
19.505,BARO0,48.72,87534
19.515,BARO0,48.69,87538
19.525,BARO0,48.7,87546
19.535,BARO0,48.72,87522
19.545,BARO0,48.73,87519
19.555,BARO0,48.71,87568
19.565,BARO0,48.73,87556
19.575,BARO0,48.72,87527
19.585,BARO0,48.71,87535
19.595,BARO0,48.72,87536
19.605,BARO0,48.72,87573
19.615,BARO0,48.72,87520
19.625,BARO0,48.69,87562
19.635,BARO0,48.69,87569
19.645,BARO0,48.71,87590
19.655,BARO0,48.71,87547
19.665,BARO0,48.7,87527
19.675,BARO0,48.72,87563
19.685,BARO0,48.72,87580
19.695,BARO0,48.71,87541
19.705,BARO0,48.72,87571
19.715,BARO0,48.72,87570
19.725,BARO0,48.7,87526
19.735,BARO0,48.72,87566
19.745,BARO0,48.71,87588
19.755,BARO0,48.71,87567
19.765,BARO0,48.71,87562
19.775,BARO0,48.71,87580
19.785,BARO0,48.72,87544
19.795,BARO0,48.71,87599
19.805,BARO0,48.73,87584
19.815,BARO0,48.71,87545
19.825,BARO0,48.72,87591
19.835,BARO0,48.72,87566
19.845,BARO0,48.71,87552
19.855,BARO0,48.72,87595
19.865,BARO0,48.71,87539
19.875,BARO0,48.71,87579
19.885,BARO0,48.71,87579
19.895,BARO0,48.71,87577
19.905,BARO0,48.73,87587
19.915,BARO0,48.71,87582
19.925,BARO0,48.71,87609
19.935,BARO0,48.69,87581
19.945,BARO0,48.71,87564
19.955,BARO0,48.71,87595
19.965,BARO0,48.71,87596
19.975,BARO0,48.72,87601
19.985,BARO0,48.71,87620
19.995,BARO0,48.7,87581
20.005,BARO0,48.69,87600
20.015,BARO0,48.69,87599
20.025,BARO0,48.71,87590
20.035,BARO0,48.74,87614
20.045,BARO0,48.7,87597
20.055,BARO0,48.73,87589
20.065,BARO0,48.72,87629
20.075,BARO0,48.72,87619
20.085,BARO0,48.7,87605
20.095,BARO0,48.69,87624
20.105,BARO0,48.72,87598
20.115,BARO0,48.7,87613
20.125,BARO0,48.71,87601
20.135,BARO0,48.7,87633
20.145,BARO0,48.72,87629
20.155,BARO0,48.7,87611
20.165,BARO0,48.72,87600
20.175,BARO0,48.69,87631
20.185,BARO0,48.71,87627
20.195,BARO0,48.69,87606
20.205,BARO0,48.71,87599
20.215,BARO0,48.71,87637
20.225,BARO0,48.69,87584
20.235,BARO0,48.72,87609
20.245,BARO0,48.72,87629
20.255,BARO0,48.7,87631
20.265,BARO0,48.7,87643
20.275,BARO0,48.7,87641
20.285,BARO0,48.71,87648
20.295,BARO0,48.71,87608
20.305,BARO0,48.7,87668
20.315,BARO0,48.72,87641
20.325,BARO0,48.7,87664
20.335,BARO0,48.69,87662
20.345,BARO0,48.69,87637
20.355,BARO0,48.7,87643
20.365,BARO0,48.71,87642
20.375,BARO0,48.7,87643
20.385,BARO0,48.71,87668
20.395,BARO0,48.69,87660
20.405,BARO0,48.71,87628
20.415,BARO0,48.69,87651
20.425,BARO0,48.69,87651
20.435,BARO0,48.72,87678
20.445,BARO0,48.71,87679
20.455,BARO0,48.71,87645
20.465,BARO0,48.69,87662
20.475,BARO0,48.71,87650
20.485,BARO0,48.69,87641
20.495,BARO0,48.71,87678
20.505,BARO0,48.7,87659
20.515,BARO0,48.69,87645
20.525,BARO0,48.71,87653
20.535,BARO0,48.69,87674
20.545,BARO0,48.7,87681
20.555,BARO0,48.69,87658
20.565,BARO0,48.7,87658
20.575,BARO0,48.69,87696
20.585,BARO0,48.7,87641
20.595,BARO0,48.69,87652
20.605,BARO0,48.7,87659
20.615,BARO0,48.7,87688
20.625,BARO0,48.7,87671
20.635,BARO0,48.7,87642
20.645,BARO0,48.7,87653
20.655,BARO0,48.71,87701
20.665,BARO0,48.7,87688
20.675,BARO0,48.69,87671
20.685,BARO0,48.71,87702
20.695,BARO0,48.7,87680
20.705,BARO0,48.68,87675
20.715,BARO0,48.69,87652
20.725,BARO0,48.72,87658
20.735,BARO0,48.71,87653
20.745,BARO0,48.7,87706
20.755,BARO0,48.69,87690
20.765,BARO0,48.7,87706
20.775,BARO0,48.68,87700
20.785,BARO0,48.68,87683
20.795,BARO0,48.69,87704
20.805,BARO0,48.67,87710
20.815,BARO0,48.67,87674
20.825,BARO0,48.7,87700
20.835,BARO0,48.68,87678
20.845,BARO0,48.7,87669
20.855,BARO0,48.69,87693
20.865,BARO0,48.68,87696
20.875,BARO0,48.69,87695
20.885,BARO0,48.67,87711
20.895,BARO0,48.67,87671
20.905,BARO0,48.7,87709
20.915,BARO0,48.68,87697
20.925,BARO0,48.68,87727
20.935,BARO0,48.69,87689
20.945,BARO0,48.68,87697
20.955,BARO0,48.68,87672
20.965,BARO0,48.67,87704
20.975,BARO0,48.67,87734
20.985,BARO0,48.67,87701
20.995,BARO0,48.67,87727
21.005,BARO0,48.67,87730
21.015,BARO0,48.68,87728
21.025,BARO0,48.67,87702
21.035,BARO0,48.69,87727
21.045,BARO0,48.67,87705
21.055,BARO0,48.66,87716
21.065,BARO0,48.68,87728
21.075,BARO0,48.68,87721
21.085,BARO0,48.67,87718
21.095,BARO0,48.65,87713
21.105,BARO0,48.68,87701
21.115,BARO0,48.67,87772
21.125,BARO0,48.67,87727
21.135,BARO0,48.65,87697
21.145,BARO0,48.66,87711
21.155,BARO0,48.66,87746
21.165,BARO0,48.68,87709
21.175,BARO0,48.67,87725
21.185,BARO0,48.68,87732
21.195,BARO0,48.66,87734
21.205,BARO0,48.66,87727
21.215,BARO0,48.66,87719
21.225,BARO0,48.68,87751
21.235,BARO0,48.68,87759
21.245,BARO0,48.66,87750
21.255,BARO0,48.66,87746
21.265,BARO0,48.65,87760
21.275,BARO0,48.66,87733
21.285,BARO0,48.65,87758
21.295,BARO0,48.67,87750
21.305,BARO0,48.68,87756
21.315,BARO0,48.67,87744
21.325,BARO0,48.67,87737
21.335,BARO0,48.65,87746
21.345,BARO0,48.66,87733
21.355,BARO0,48.67,87776
21.365,BARO0,48.65,87737
21.375,BARO0,48.67,87737
21.385,BARO0,48.64,87774
21.395,BARO0,48.67,87776
21.405,BARO0,48.64,87747
21.415,BARO0,48.65,87750
21.425,BARO0,48.64,87734
21.435,BARO0,48.65,87781
21.445,BARO0,48.65,87767
21.455,BARO0,48.64,87780
21.465,BARO0,48.64,87768
21.475,BARO0,48.65,87769
21.485,BARO0,48.65,87769
21.495,BARO0,48.63,87785
21.505,BARO0,48.63,87793
21.515,BARO0,48.65,87779
21.525,BARO0,48.62,87789
21.535,BARO0,48.64,87782
21.545,BARO0,48.64,87774
21.555,BARO0,48.65,87784
21.565,BARO0,48.63,87798
21.575,BARO0,48.63,87799
21.585,BARO0,48.63,87765
21.595,BARO0,48.63,87785
21.605,BARO0,48.64,87812
21.615,BARO0,48.62,87777
21.625,BARO0,48.63,87806
21.635,BARO0,48.63,87777
21.645,BARO0,48.63,87808
21.655,BARO0,48.63,87785
21.665,BARO0,48.62,87799
21.675,BARO0,48.62,87784
21.685,BARO0,48.6,87801
21.695,BARO0,48.6,87796
21.705,BARO0,48.62,87791
21.715,BARO0,48.62,87805
21.725,BARO0,48.61,87780
21.735,BARO0,48.61,87778
21.745,BARO0,48.61,87804
21.755,BARO0,48.62,87821
21.765,BARO0,48.6,87817
21.775,BARO0,48.61,87790
21.785,BARO0,48.61,87823
21.795,BARO0,48.6,87819
21.805,BARO0,48.6,87797
21.815,BARO0,48.62,87820
21.825,BARO0,48.6,87792
21.835,BARO0,48.61,87825
21.845,BARO0,48.57,87788
21.855,BARO0,48.61,87816
21.865,BARO0,48.59,87795
21.875,BARO0,48.6,87838
21.885,BARO0,48.59,87809
21.895,BARO0,48.6,87823
21.905,BARO0,48.6,87820
21.915,BARO0,48.59,87831
21.925,BARO0,48.58,87821
21.935,BARO0,48.6,87820
21.945,BARO0,48.59,87818
21.955,BARO0,48.6,87816
21.965,BARO0,48.59,87841
21.975,BARO0,48.59,87821
21.985,BARO0,48.6,87821
21.995,BARO0,48.59,87847
22.005,BARO0,48.6,87830
22.015,BARO0,48.6,87821
22.025,BARO0,48.58,87846
22.035,BARO0,48.58,87812
22.045,BARO0,48.6,87838
22.055,BARO0,48.59,87798
22.065,BARO0,48.59,87826
22.075,BARO0,48.59,87837
22.085,BARO0,48.58,87852
22.095,BARO0,48.62,87872
22.105,BARO0,48.61,87826
22.115,BARO0,48.6,87834
22.125,BARO0,48.59,87856
22.135,BARO0,48.59,87839
22.145,BARO0,48.6,87849
22.155,BARO0,48.61,87852
22.165,BARO0,48.58,87832
22.175,BARO0,48.61,87857
22.185,BARO0,48.6,87883
22.195,BARO0,48.59,87878
22.205,BARO0,48.61,87870
22.215,BARO0,48.59,87877
22.225,BARO0,48.58,87866
22.235,BARO0,48.6,87849
22.245,BARO0,48.62,87863
22.255,BARO0,48.59,87876
22.265,BARO0,48.59,87886
22.275,BARO0,48.59,87865
22.285,BARO0,48.59,87868
22.295,BARO0,48.59,87839
22.305,BARO0,48.59,87923
22.315,BARO0,48.6,87864
22.325,BARO0,48.62,87896
22.335,BARO0,48.6,87870
22.345,BARO0,48.6,87875
22.355,BARO0,48.62,87885
22.365,BARO0,48.59,87871
22.375,BARO0,48.59,87886
22.385,BARO0,48.6,87876
22.395,BARO0,48.57,87871
22.405,BARO0,48.6,87894
22.415,BARO0,48.59,87864
22.425,BARO0,48.61,87896
22.435,BARO0,48.61,87889
22.445,BARO0,48.59,87872
22.455,BARO0,48.58,87870
22.465,BARO0,48.59,87886
22.475,BARO0,48.59,87898
22.485,BARO0,48.58,87891
22.495,BARO0,48.6,87934
22.505,BARO0,48.6,87894
22.515,BARO0,48.6,87895
22.525,BARO0,48.6,87898
22.535,BARO0,48.59,87901
22.545,BARO0,48.61,87930
22.555,BARO0,48.59,87880
22.565,BARO0,48.59,87876
22.575,BARO0,48.59,87910
22.585,BARO0,48.6,87913
22.595,BARO0,48.59,87919
22.605,BARO0,48.61,87929
22.615,BARO0,48.6,87930
22.625,BARO0,48.58,87903
22.635,BARO0,48.61,87924
22.645,BARO0,48.61,87954
22.655,BARO0,48.6,87931
22.665,BARO0,48.59,87922
22.675,BARO0,48.59,87894
22.685,BARO0,48.58,87919
22.695,BARO0,48.58,87951
22.705,BARO0,48.6,87925
22.715,BARO0,48.6,87931
22.725,BARO0,48.59,87939
22.735,BARO0,48.59,87928
22.745,BARO0,48.58,87939
22.755,BARO0,48.6,87925
22.765,BARO0,48.6,87946
22.775,BARO0,48.58,87951
22.785,BARO0,48.57,87944
22.795,BARO0,48.6,87949
22.805,BARO0,48.59,87914
22.815,BARO0,48.6,87939
22.825,BARO0,48.57,87936
22.835,BARO0,48.6,87949
22.845,BARO0,48.59,87975
22.855,BARO0,48.59,87937
22.865,BARO0,48.6,87948
22.875,BARO0,48.59,87954
22.885,BARO0,48.58,87934
22.895,BARO0,48.57,87974
22.905,BARO0,48.6,87945
22.915,BARO0,48.6,87947
22.925,BARO0,48.6,87956
22.935,BARO0,48.59,87967
22.945,BARO0,48.58,87940
22.955,BARO0,48.62,87934
22.965,BARO0,48.59,87939
22.975,BARO0,48.6,87971
22.985,BARO0,48.6,87972
22.995,BARO0,48.59,87955
23.005,BARO0,48.6,87959
23.015,BARO0,48.6,87960
23.025,BARO0,48.6,87943
23.035,BARO0,48.61,87965
23.045,BARO0,48.6,87966
23.055,BARO0,48.61,87979
23.065,BARO0,48.6,87985
23.075,BARO0,48.6,87971
23.085,BARO0,48.58,88005
23.095,BARO0,48.58,87962
23.105,BARO0,48.58,87959
23.115,BARO0,48.6,87996
23.125,BARO0,48.59,87994
23.135,BARO0,48.59,87989
23.145,BARO0,48.59,87994
23.155,BARO0,48.59,88008
23.165,BARO0,48.59,87984
23.175,BARO0,48.59,88017
23.185,BARO0,48.59,88007
23.195,BARO0,48.59,88011
23.205,BARO0,48.59,88005
23.215,BARO0,48.58,88013
23.225,BARO0,48.61,87994
23.235,BARO0,48.61,88001
23.245,BARO0,48.6,88020
23.255,BARO0,48.58,88005
23.265,BARO0,48.59,88017
23.275,BARO0,48.58,88036
23.285,BARO0,48.6,88006
23.295,BARO0,48.6,87970
23.305,BARO0,48.61,88019
23.315,BARO0,48.59,88009
23.325,BARO0,48.59,88009
23.335,BARO0,48.61,88004
23.345,BARO0,48.6,88003
23.355,BARO0,48.59,88017
23.365,BARO0,48.59,88018
23.375,BARO0,48.58,88053
23.385,BARO0,48.6,88019
23.395,BARO0,48.59,88026
23.405,BARO0,48.57,88008
23.415,BARO0,48.6,88023
23.425,BARO0,48.6,88036
23.435,BARO0,48.59,88040
23.445,BARO0,48.6,88032
23.455,BARO0,48.58,88046
23.465,BARO0,48.59,88042
23.475,BARO0,48.59,88053
23.485,BARO0,48.59,88024
23.495,BARO0,48.59,88026
23.505,BARO0,48.58,88019
23.515,BARO0,48.58,88072
23.525,BARO0,48.57,88010
23.535,BARO0,48.58,88032
23.545,BARO0,48.59,88009
23.555,BARO0,48.59,88038
23.565,BARO0,48.61,88026
23.575,BARO0,48.61,88059
23.585,BARO0,48.6,88039
23.595,BARO0,48.59,88014
23.605,BARO0,48.57,88035
23.615,BARO0,48.57,88073
23.625,BARO0,48.59,88069
23.635,BARO0,48.59,88056
23.645,BARO0,48.59,88047
23.655,BARO0,48.58,88047
23.665,BARO0,48.6,88047
23.675,BARO0,48.58,88065
23.685,BARO0,48.59,88059
23.695,BARO0,48.58,88058
23.705,BARO0,48.55,88032
23.715,BARO0,48.58,88066
23.725,BARO0,48.56,88060
23.735,BARO0,48.56,88059
23.745,BARO0,48.57,88065
23.755,BARO0,48.58,88071
23.765,BARO0,48.56,88037
23.775,BARO0,48.58,88080
23.785,BARO0,48.57,88038
23.795,BARO0,48.57,88053
23.805,BARO0,48.58,88053
23.815,BARO0,48.58,88058
23.825,BARO0,48.59,88058
23.835,BARO0,48.58,88060
23.845,BARO0,48.58,88065
23.855,BARO0,48.58,88071
23.865,BARO0,48.58,88040
23.875,BARO0,48.58,88054
23.885,BARO0,48.58,88029
23.895,BARO0,48.6,88074
23.905,BARO0,48.58,88089
23.915,BARO0,48.59,88081
23.925,BARO0,48.58,88054
23.935,BARO0,48.58,88072
23.945,BARO0,48.56,88069
23.955,BARO0,48.58,88074
23.965,BARO0,48.58,88092
23.975,BARO0,48.58,88102
23.985,BARO0,48.57,88058
23.995,BARO0,48.55,88073
24.005,BARO0,48.56,88095
24.015,BARO0,48.56,88108
24.025,BARO0,48.59,88105
24.035,BARO0,48.57,88104
24.045,BARO0,48.58,88110
24.055,BARO0,48.56,88080
24.065,BARO0,48.56,88096
24.075,BARO0,48.57,88099
24.085,BARO0,48.58,88109
24.095,BARO0,48.58,88116
24.105,BARO0,48.55,88090
24.115,BARO0,48.56,88112
24.125,BARO0,48.56,88110
24.135,BARO0,48.56,88109
24.145,BARO0,48.56,88079
24.155,BARO0,48.54,88110
24.165,BARO0,48.56,88092
24.175,BARO0,48.56,88120
24.185,BARO0,48.53,88126
24.195,BARO0,48.55,88095
24.205,BARO0,48.54,88118
24.215,BARO0,48.55,88117
24.225,BARO0,48.52,88106
24.235,BARO0,48.54,88121
24.245,BARO0,48.56,88143
24.255,BARO0,48.55,88109
24.265,BARO0,48.54,88146
24.275,BARO0,48.54,88140
24.285,BARO0,48.55,88132
24.295,BARO0,48.53,88119
24.305,BARO0,48.54,88131
24.315,BARO0,48.55,88090
24.325,BARO0,48.51,88119
24.335,BARO0,48.51,88125
24.345,BARO0,48.53,88119
24.355,BARO0,48.54,88149
24.365,BARO0,48.53,88173
24.375,BARO0,48.53,88136
24.385,BARO0,48.52,88157
24.395,BARO0,48.52,88172
24.405,BARO0,48.52,88136
24.415,BARO0,48.52,88160
24.425,BARO0,48.54,88149
24.435,BARO0,48.52,88142
24.445,BARO0,48.51,88129
24.455,BARO0,48.54,88179
24.465,BARO0,48.52,88168
24.475,BARO0,48.52,88164
24.485,BARO0,48.54,88138
24.495,BARO0,48.52,88152
24.505,BARO0,48.5,88132
24.515,BARO0,48.51,88155
24.525,BARO0,48.52,88162
24.535,BARO0,48.53,88209
24.545,BARO0,48.52,88188
24.555,BARO0,48.52,88160
24.565,BARO0,48.51,88185
24.575,BARO0,48.51,88174
24.585,BARO0,48.52,88210
24.595,BARO0,48.5,88155
24.605,BARO0,48.52,88180
24.615,BARO0,48.52,88190
24.625,BARO0,48.54,88177
24.635,BARO0,48.52,88167
24.645,BARO0,48.51,88188
24.655,BARO0,48.5,88184
24.665,BARO0,48.52,88192
24.675,BARO0,48.5,88181
24.685,BARO0,48.51,88167
24.695,BARO0,48.54,88172
24.705,BARO0,48.52,88185
24.715,BARO0,48.53,88175
24.725,BARO0,48.52,88184
24.735,BARO0,48.5,88200
24.745,BARO0,48.51,88166
24.755,BARO0,48.5,88175
24.765,BARO0,48.5,88201
24.775,BARO0,48.52,88191
24.785,BARO0,48.52,88188
24.795,BARO0,48.48,88197
24.805,BARO0,48.51,88176
24.815,BARO0,48.52,88181
24.825,BARO0,48.51,88197
24.835,BARO0,48.5,88197
24.845,BARO0,48.52,88206
24.855,BARO0,48.51,88192
24.865,BARO0,48.5,88203
24.875,BARO0,48.51,88201
24.885,BARO0,48.51,88183
24.895,BARO0,48.52,88217
24.905,BARO0,48.52,88218
24.915,BARO0,48.51,88196
24.925,BARO0,48.51,88188
24.935,BARO0,48.51,88226
24.945,BARO0,48.52,88211
24.955,BARO0,48.51,88190
24.965,BARO0,48.49,88202
24.975,BARO0,48.51,88210
24.985,BARO0,48.52,88233
24.995,BARO0,48.49,88212
25.005,BARO0,48.5,88222
25.015,BARO0,48.51,88232
25.025,BARO0,48.52,88241
25.035,BARO0,48.5,88214
25.045,BARO0,48.51,88221
25.055,BARO0,48.48,88227
25.065,BARO0,48.5,88200
25.075,BARO0,48.51,88218
25.085,BARO0,48.52,88220
25.095,BARO0,48.51,88225
25.105,BARO0,48.52,88232
25.115,BARO0,48.51,88228
25.125,BARO0,48.5,88249
25.135,BARO0,48.49,88214
25.145,BARO0,48.51,88223
25.155,BARO0,48.5,88229
25.165,BARO0,48.49,88225
25.175,BARO0,48.51,88247
25.185,BARO0,48.5,88255
25.195,BARO0,48.51,88250
25.205,BARO0,48.52,88236
25.215,BARO0,48.52,88234
25.225,BARO0,48.51,88256
25.235,BARO0,48.5,88258
25.245,BARO0,48.5,88267
25.255,BARO0,48.5,88245
25.265,BARO0,48.5,88221
25.275,BARO0,48.52,88256
25.285,BARO0,48.5,88265
25.295,BARO0,48.52,88261
25.305,BARO0,48.51,88231
25.315,BARO0,48.51,88254
25.325,BARO0,48.53,88279
25.335,BARO0,48.5,88262
25.345,BARO0,48.49,88301
25.355,BARO0,48.5,88259
25.365,BARO0,48.49,88244
25.375,BARO0,48.51,88289
25.385,BARO0,48.51,88293
