ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
5.59,9.988,-0.393,-0.209,-0.196
5.6,9.988,-0.392,-0.202,-0.194
5.61,9.988,-0.391,-0.196,-0.192
5.62,9.988,-0.391,-0.189,-0.189
5.63,9.988,-0.389,-0.183,-0.187
5.64,9.989,-0.388,-0.177,-0.184
5.65,9.989,-0.387,-0.17,-0.182
5.66,9.989,-0.386,-0.164,-0.18
5.67,9.989,-0.385,-0.158,-0.178
5.68,9.989,-0.384,-0.152,-0.176
5.69,9.99,-0.383,-0.146,-0.173
5.7,9.99,-0.382,-0.14,-0.171
5.71,9.99,-0.38,-0.134,-0.169
5.72,9.99,-0.379,-0.128,-0.167
5.73,9.99,-0.378,-0.123,-0.165
5.74,9.99,-0.377,-0.117,-0.163
5.75,9.991,-0.375,-0.111,-0.161
5.76,9.991,-0.374,-0.106,-0.159
5.77,9.991,-0.372,-0.1,-0.157
5.78,9.991,-0.371,-0.095,-0.155
5.79,9.991,-0.37,-0.09,-0.153
5.8,9.991,-0.368,-0.085,-0.152
5.81,9.991,-0.367,-0.08,-0.15
5.82,9.991,-0.365,-0.075,-0.149
5.83,9.992,-0.364,-0.07,-0.147
5.84,9.992,-0.362,-0.065,-0.146
5.85,9.992,-0.36,-0.061,-0.144
5.86,9.992,-0.359,-0.056,-0.143
5.87,9.992,-0.357,-0.052,-0.142
5.88,9.992,-0.354,-0.047,-0.14
5.89,9.992,-0.352,-0.043,-0.139
5.9,9.992,-0.35,-0.039,-0.138
5.91,9.992,-0.348,-0.035,-0.137
5.92,9.993,-0.346,-0.031,-0.136
5.93,9.993,-0.344,-0.027,-0.135
5.94,9.993,-0.342,-0.023,-0.134
5.95,9.993,-0.34,-0.02,-0.133
5.96,9.993,-0.338,-0.016,-0.132
5.97,9.993,-0.335,-0.012,-0.131
5.98,9.993,-0.333,-0.009,-0.13
5.99,9.993,-0.331,-0.005,-0.129
6,9.993,-0.329,-0.002,-0.128
6.01,9.993,-0.326,0.001,-0.127
6.02,9.993,-0.324,0.004,-0.126
6.03,9.994,-0.322,0.008,-0.125
6.04,9.994,-0.32,0.011,-0.124
6.05,9.994,-0.317,0.014,-0.123
6.06,9.994,-0.315,0.018,-0.122
6.07,9.994,-0.313,0.021,-0.122
6.08,9.994,-0.311,0.025,-0.121
6.09,9.994,-0.309,0.028,-0.12
6.1,9.994,-0.306,0.031,-0.12
6.11,9.994,-0.304,0.034,-0.119
6.12,9.994,-0.302,0.037,-0.118
6.13,9.994,-0.3,0.04,-0.118
6.14,9.994,-0.298,0.043,-0.117
6.15,9.994,-0.296,0.046,-0.117
6.16,9.994,-0.294,0.049,-0.116
6.17,9.994,-0.292,0.052,-0.116
6.18,9.994,-0.29,0.054,-0.116
6.19,9.994,-0.288,0.057,-0.116
6.2,9.995,-0.286,0.059,-0.116
6.21,9.995,-0.284,0.061,-0.116
6.22,9.995,-0.282,0.063,-0.116
6.23,9.995,-0.28,0.065,-0.116
6.24,9.995,-0.278,0.066,-0.116
6.25,9.995,-0.276,0.068,-0.116
6.26,9.995,-0.274,0.07,-0.116
6.27,9.995,-0.272,0.071,-0.117
6.28,9.995,-0.27,0.073,-0.117
6.29,9.995,-0.268,0.074,-0.118
6.3,9.995,-0.267,0.075,-0.118
6.31,9.995,-0.265,0.076,-0.119
6.32,9.995,-0.263,0.077,-0.12
6.33,9.995,-0.261,0.078,-0.12
6.34,9.995,-0.259,0.08,-0.12
6.35,9.995,-0.255,0.078,-0.122
6.36,9.995,-0.252,0.079,-0.123
6.37,9.995,-0.25,0.079,-0.124
6.38,9.995,-0.249,0.078,-0.125
6.39,9.995,-0.247,0.079,-0.127
6.4,9.995,-0.245,0.079,-0.128
6.41,9.995,-0.244,0.079,-0.129
6.42,9.995,-0.242,0.078,-0.131
6.43,9.995,-0.24,0.078,-0.132
6.44,9.995,-0.239,0.078,-0.133
6.45,9.995,-0.237,0.078,-0.135
6.46,9.995,-0.236,0.077,-0.136
6.47,9.995,-0.234,0.077,-0.138
6.48,9.996,-0.233,0.077,-0.139
6.49,9.996,-0.231,0.076,-0.141
6.5,9.996,-0.23,0.075,-0.142
6.51,9.996,-0.229,0.075,-0.144
6.52,9.996,-0.227,0.074,-0.146
6.53,9.996,-0.224,0.073,-0.148
6.54,9.996,-0.221,0.069,-0.149
6.55,9.996,-0.22,0.068,-0.151
6.56,9.996,-0.218,0.068,-0.153
6.57,9.996,-0.217,0.067,-0.154
6.58,9.996,-0.216,0.066,-0.156
6.59,9.996,-0.214,0.065,-0.158
6.6,9.996,-0.213,0.064,-0.16
6.61,9.996,-0.212,0.063,-0.162
6.62,9.996,-0.211,0.062,-0.164
6.63,9.996,-0.209,0.061,-0.166
6.64,9.996,-0.208,0.059,-0.168
6.65,9.996,-0.207,0.058,-0.17
6.66,9.996,-0.206,0.057,-0.172
6.67,9.996,-0.205,0.055,-0.174
6.68,9.996,-0.204,0.054,-0.176
6.69,9.996,-0.204,0.052,-0.178
6.7,9.996,-0.203,0.051,-0.18
6.71,9.996,-0.202,0.049,-0.182
6.72,9.996,-0.202,0.047,-0.184
6.73,9.996,-0.201,0.046,-0.186
6.74,9.996,-0.201,0.044,-0.188
6.75,9.996,-0.201,0.042,-0.19
6.76,9.996,-0.2,0.04,-0.192
6.77,9.996,-0.2,0.038,-0.194
6.78,9.995,-0.2,0.036,-0.197
6.79,9.995,-0.199,0.034,-0.199
6.8,9.995,-0.199,0.032,-0.201
6.81,9.995,-0.199,0.03,-0.203
6.82,9.995,-0.199,0.028,-0.205
6.83,9.995,-0.199,0.026,-0.207
6.84,9.995,-0.199,0.024,-0.209
6.85,9.995,-0.199,0.021,-0.211
6.86,9.995,-0.199,0.019,-0.214
6.87,9.995,-0.2,0.017,-0.216
6.88,9.995,-0.2,0.014,-0.218
6.89,9.995,-0.201,0.012,-0.22
6.9,9.995,-0.201,0.01,-0.222
6.91,9.995,-0.202,0.007,-0.224
6.92,9.995,-0.203,0.005,-0.226
6.93,9.995,-0.203,0.002,-0.229
6.94,9.995,-0.204,0,-0.231
6.95,9.995,-0.205,-0.002,-0.233
6.96,9.995,-0.206,-0.005,-0.235
6.97,9.995,-0.207,-0.007,-0.237
6.98,9.994,-0.208,-0.01,-0.239
6.99,9.994,-0.209,-0.013,-0.241
7,9.994,-0.21,-0.016,-0.244
7.01,9.994,-0.212,-0.019,-0.246
7.02,9.994,-0.213,-0.022,-0.248
7.03,9.994,-0.214,-0.025,-0.25
7.04,9.994,-0.216,-0.028,-0.252
7.05,9.994,-0.218,-0.031,-0.254
7.06,9.994,-0.219,-0.035,-0.257
7.07,9.994,-0.221,-0.038,-0.259
7.08,9.994,-0.223,-0.042,-0.261
7.09,9.993,-0.224,-0.045,-0.263
7.1,9.993,-0.226,-0.049,-0.265
7.11,9.993,-0.228,-0.053,-0.267
7.12,9.993,-0.23,-0.056,-0.27
7.13,9.993,-0.232,-0.06,-0.272
7.14,9.993,-0.234,-0.063,-0.274
7.15,9.993,-0.236,-0.067,-0.276
7.16,9.992,-0.239,-0.07,-0.278
7.17,9.992,-0.241,-0.074,-0.281
7.18,9.992,-0.243,-0.078,-0.283
7.19,9.992,-0.246,-0.082,-0.285
7.2,9.992,-0.249,-0.085,-0.287
7.21,9.992,-0.251,-0.089,-0.289
7.22,9.992,-0.254,-0.093,-0.291
7.23,9.991,-0.257,-0.096,-0.293
7.24,9.991,-0.259,-0.1,-0.295
7.25,9.991,-0.262,-0.103,-0.298
7.26,9.991,-0.265,-0.107,-0.3
7.27,9.991,-0.267,-0.111,-0.302
7.28,9.991,-0.268,-0.118,-0.305
7.29,9.99,-0.271,-0.122,-0.307
7.3,9.99,-0.274,-0.126,-0.309
7.31,9.99,-0.276,-0.13,-0.312
7.32,9.99,-0.279,-0.134,-0.314
7.33,9.99,-0.282,-0.137,-0.316
7.34,9.989,-0.286,-0.141,-0.318
7.35,9.989,-0.289,-0.145,-0.321
7.36,9.989,-0.292,-0.149,-0.323
7.37,9.989,-0.295,-0.153,-0.325
7.38,9.988,-0.299,-0.157,-0.327
7.39,9.988,-0.302,-0.161,-0.33
7.4,9.988,-0.305,-0.165,-0.332
7.41,9.988,-0.309,-0.169,-0.334
7.42,9.987,-0.312,-0.174,-0.336
7.43,9.987,-0.316,-0.178,-0.338
7.44,9.987,-0.319,-0.183,-0.341
7.45,9.987,-0.323,-0.188,-0.343
7.46,9.986,-0.327,-0.192,-0.345
7.47,9.986,-0.331,-0.197,-0.347
7.48,9.986,-0.335,-0.202,-0.35
7.49,9.985,-0.339,-0.207,-0.352
7.5,9.985,-0.343,-0.212,-0.354
7.51,9.985,-0.347,-0.216,-0.356
7.52,9.984,-0.351,-0.221,-0.358
7.53,9.984,-0.355,-0.226,-0.36
7.54,9.984,-0.359,-0.231,-0.362
7.55,9.983,-0.364,-0.236,-0.364
7.56,9.983,-0.368,-0.241,-0.367
7.57,9.983,-0.373,-0.245,-0.369
7.58,9.982,-0.378,-0.25,-0.371
7.59,9.982,-0.382,-0.254,-0.373
7.6,9.982,-0.387,-0.259,-0.375
7.61,9.981,-0.392,-0.264,-0.377
7.62,9.981,-0.397,-0.269,-0.38
7.63,9.98,-0.402,-0.274,-0.382
7.64,9.98,-0.406,-0.279,-0.384
7.65,9.979,-0.411,-0.284,-0.386
7.66,9.979,-0.416,-0.289,-0.388
7.67,9.979,-0.421,-0.294,-0.391
7.68,9.978,-0.426,-0.3,-0.393
7.69,9.978,-0.431,-0.305,-0.395
7.7,9.977,-0.437,-0.311,-0.398
7.71,9.977,-0.442,-0.316,-0.4
7.72,9.976,-0.447,-0.322,-0.402
7.73,9.976,-0.452,-0.327,-0.404
7.74,9.975,-0.457,-0.333,-0.406
7.75,9.975,-0.462,-0.339,-0.408
7.76,9.974,-0.468,-0.344,-0.41
7.77,9.974,-0.473,-0.35,-0.412
7.78,9.973,-0.479,-0.356,-0.414
7.79,9.973,-0.484,-0.361,-0.416
7.8,9.972,-0.489,-0.367,-0.418
7.81,9.971,-0.495,-0.373,-0.42
7.82,9.971,-0.5,-0.379,-0.422
7.83,9.97,-0.506,-0.385,-0.424
7.84,9.97,-0.511,-0.391,-0.426
7.85,9.969,-0.517,-0.397,-0.428
7.86,9.968,-0.522,-0.403,-0.43
7.87,9.968,-0.528,-0.408,-0.432
7.88,9.967,-0.533,-0.414,-0.434
7.89,9.967,-0.539,-0.42,-0.435
7.9,9.966,-0.545,-0.427,-0.437
7.91,9.965,-0.55,-0.433,-0.439
7.92,9.965,-0.556,-0.439,-0.441
7.93,9.964,-0.562,-0.445,-0.443
7.94,9.963,-0.568,-0.451,-0.445
7.95,9.962,-0.573,-0.457,-0.447
7.96,9.962,-0.579,-0.463,-0.449
7.97,9.961,-0.585,-0.469,-0.451
7.98,9.96,-0.591,-0.476,-0.452
7.99,9.96,-0.597,-0.482,-0.454
8,9.959,-0.602,-0.488,-0.456
8.01,9.958,-0.608,-0.495,-0.458
8.02,9.957,-0.614,-0.501,-0.46
8.03,9.957,-0.62,-0.508,-0.461
8.04,9.956,-0.626,-0.514,-0.463
8.05,9.955,-0.632,-0.52,-0.465
8.06,9.954,-0.637,-0.527,-0.467
8.07,9.953,-0.644,-0.533,-0.469
8.08,9.953,-0.649,-0.54,-0.47
8.09,9.952,-0.654,-0.547,-0.472
8.1,9.951,-0.66,-0.553,-0.474
8.11,9.95,-0.666,-0.56,-0.476
8.12,9.949,-0.671,-0.566,-0.478
8.13,9.948,-0.677,-0.573,-0.48
8.14,9.948,-0.683,-0.58,-0.482
8.15,9.947,-0.688,-0.587,-0.484
8.16,9.946,-0.694,-0.594,-0.486
8.17,9.945,-0.699,-0.601,-0.488
8.18,9.944,-0.705,-0.608,-0.49
8.19,9.943,-0.711,-0.615,-0.492
8.2,9.942,-0.716,-0.621,-0.494
8.21,9.941,-0.722,-0.628,-0.496
8.22,9.94,-0.727,-0.635,-0.498
8.23,9.939,-0.733,-0.642,-0.5
8.24,9.938,-0.739,-0.649,-0.502
8.25,9.937,-0.744,-0.656,-0.504
8.26,9.936,-0.75,-0.663,-0.506
8.27,9.935,-0.756,-0.67,-0.508
8.28,9.934,-0.761,-0.677,-0.51
8.29,9.933,-0.767,-0.684,-0.512
8.3,9.932,-0.772,-0.691,-0.514
8.31,9.931,-0.778,-0.698,-0.516
8.32,9.93,-0.784,-0.705,-0.518
8.33,9.929,-0.789,-0.712,-0.52
8.34,9.928,-0.795,-0.719,-0.522
8.35,9.927,-0.8,-0.726,-0.524
8.36,9.926,-0.806,-0.733,-0.526
8.37,9.925,-0.811,-0.74,-0.528
8.38,9.924,-0.817,-0.747,-0.53
8.39,9.923,-0.822,-0.754,-0.532
8.4,9.922,-0.828,-0.761,-0.534
8.41,9.92,-0.833,-0.768,-0.537
8.42,9.919,-0.839,-0.775,-0.539
8.43,9.918,-0.844,-0.782,-0.541
8.44,9.917,-0.849,-0.789,-0.543
8.45,9.916,-0.854,-0.796,-0.545
8.46,9.915,-0.86,-0.803,-0.547
8.47,9.914,-0.865,-0.81,-0.549
8.48,9.913,-0.87,-0.817,-0.551
8.49,9.911,-0.875,-0.824,-0.553
8.5,9.91,-0.88,-0.831,-0.555
8.51,9.909,-0.885,-0.838,-0.557
8.52,9.908,-0.89,-0.845,-0.559
8.53,9.907,-0.895,-0.853,-0.561
8.54,9.906,-0.9,-0.859,-0.563
8.55,9.904,-0.905,-0.867,-0.565
8.56,9.903,-0.911,-0.873,-0.568
8.57,9.902,-0.915,-0.88,-0.57
8.58,9.901,-0.92,-0.887,-0.572
8.59,9.9,-0.925,-0.894,-0.574
8.6,9.898,-0.93,-0.901,-0.576
8.61,9.897,-0.935,-0.908,-0.578
8.62,9.896,-0.94,-0.915,-0.58
8.63,9.895,-0.945,-0.921,-0.582
8.64,9.894,-0.95,-0.928,-0.584
8.65,9.892,-0.954,-0.935,-0.586
8.66,9.891,-0.959,-0.942,-0.588
8.67,9.89,-0.964,-0.948,-0.591
8.68,9.889,-0.968,-0.955,-0.593
8.69,9.887,-0.973,-0.962,-0.595
8.7,9.886,-0.977,-0.968,-0.597
8.71,9.885,-0.982,-0.975,-0.599
8.72,9.884,-0.987,-0.982,-0.601
8.73,9.883,-0.991,-0.989,-0.603
8.74,9.881,-0.996,-0.995,-0.605
8.75,9.88,-1,-1.002,-0.607
8.76,9.879,-1.004,-1.008,-0.609
8.77,9.878,-1.009,-1.015,-0.611
8.78,9.876,-1.013,-1.022,-0.613
8.79,9.875,-1.018,-1.028,-0.615
8.8,9.874,-1.022,-1.035,-0.617
8.81,9.873,-1.026,-1.042,-0.619
8.82,9.871,-1.03,-1.048,-0.621
8.83,9.87,-1.035,-1.055,-0.623
8.84,9.869,-1.039,-1.061,-0.625
8.85,9.867,-1.043,-1.068,-0.627
8.86,9.866,-1.047,-1.074,-0.629
8.87,9.865,-1.051,-1.08,-0.631
8.88,9.864,-1.055,-1.086,-0.633
8.89,9.862,-1.059,-1.093,-0.634
8.9,9.861,-1.063,-1.099,-0.636
8.91,9.86,-1.067,-1.105,-0.638
8.92,9.859,-1.071,-1.111,-0.64
8.93,9.858,-1.075,-1.117,-0.642
8.94,9.856,-1.079,-1.123,-0.644
8.95,9.855,-1.083,-1.129,-0.646
8.96,9.854,-1.087,-1.134,-0.648
8.97,9.853,-1.091,-1.14,-0.65
8.98,9.851,-1.095,-1.146,-0.651
8.99,9.85,-1.098,-1.152,-0.653
9,9.849,-1.102,-1.157,-0.655
9.01,9.848,-1.106,-1.163,-0.657
9.02,9.847,-1.109,-1.168,-0.658
9.03,9.846,-1.113,-1.174,-0.66
9.04,9.844,-1.117,-1.179,-0.662
9.05,9.843,-1.12,-1.185,-0.664
9.06,9.842,-1.124,-1.19,-0.666
9.07,9.841,-1.127,-1.196,-0.667
9.08,9.84,-1.131,-1.201,-0.669
9.09,9.839,-1.134,-1.206,-0.671
9.1,9.837,-1.138,-1.211,-0.672
9.11,9.836,-1.141,-1.217,-0.674
9.12,9.835,-1.144,-1.222,-0.676
9.13,9.834,-1.147,-1.227,-0.677
9.14,9.833,-1.151,-1.232,-0.679
9.15,9.832,-1.154,-1.237,-0.681
9.16,9.83,-1.157,-1.243,-0.683
9.17,9.829,-1.16,-1.248,-0.684
9.18,9.828,-1.163,-1.253,-0.686
9.19,9.827,-1.166,-1.258,-0.688
9.2,9.826,-1.17,-1.263,-0.689
9.21,9.825,-1.173,-1.268,-0.691
9.22,9.824,-1.176,-1.273,-0.693
9.23,9.822,-1.179,-1.278,-0.694
9.24,9.821,-1.182,-1.283,-0.696
9.25,9.82,-1.185,-1.288,-0.697
9.26,9.819,-1.188,-1.293,-0.699
9.27,9.818,-1.191,-1.298,-0.701
9.28,9.817,-1.194,-1.303,-0.702
9.29,9.816,-1.197,-1.308,-0.704
9.3,9.815,-1.199,-1.313,-0.706
9.31,9.814,-1.202,-1.317,-0.707
9.32,9.812,-1.205,-1.322,-0.709
9.33,9.811,-1.208,-1.327,-0.71
9.34,9.81,-1.211,-1.332,-0.712
9.35,9.809,-1.214,-1.336,-0.714
9.36,9.808,-1.217,-1.341,-0.715
9.37,9.807,-1.219,-1.345,-0.717
9.38,9.806,-1.222,-1.35,-0.718
9.39,9.805,-1.225,-1.354,-0.72
9.4,9.804,-1.227,-1.359,-0.721
9.41,9.803,-1.23,-1.363,-0.723
9.42,9.802,-1.233,-1.368,-0.724
9.43,9.801,-1.235,-1.373,-0.726
9.44,9.799,-1.238,-1.377,-0.727
9.45,9.798,-1.24,-1.382,-0.729
9.46,9.797,-1.243,-1.387,-0.731
9.47,9.796,-1.245,-1.391,-0.732
9.48,9.795,-1.248,-1.396,-0.734
9.49,9.794,-1.25,-1.401,-0.735
9.5,9.793,-1.253,-1.405,-0.737
9.51,9.792,-1.255,-1.41,-0.738
9.52,9.791,-1.258,-1.415,-0.74
9.53,9.79,-1.26,-1.419,-0.741
9.54,9.788,-1.263,-1.424,-0.743
9.55,9.787,-1.265,-1.428,-0.744
9.56,9.786,-1.267,-1.433,-0.746
9.57,9.785,-1.269,-1.438,-0.748
9.58,9.784,-1.272,-1.442,-0.749
9.59,9.783,-1.274,-1.447,-0.751
9.6,9.782,-1.276,-1.451,-0.752
9.61,9.781,-1.278,-1.456,-0.754
9.62,9.78,-1.281,-1.46,-0.755
9.63,9.779,-1.283,-1.465,-0.757
9.64,9.777,-1.286,-1.47,-0.759
9.65,9.776,-1.288,-1.474,-0.76
9.66,9.775,-1.29,-1.479,-0.762
9.67,9.774,-1.292,-1.483,-0.763
9.68,9.773,-1.294,-1.487,-0.765
9.69,9.772,-1.297,-1.492,-0.766
9.7,9.771,-1.299,-1.496,-0.768
9.71,9.77,-1.301,-1.5,-0.769
9.72,9.769,-1.303,-1.504,-0.771
9.73,9.768,-1.305,-1.508,-0.772
9.74,9.767,-1.307,-1.513,-0.774
9.75,9.766,-1.309,-1.517,-0.775
9.76,9.765,-1.312,-1.521,-0.777
9.77,9.764,-1.314,-1.525,-0.778
9.78,9.763,-1.316,-1.529,-0.78
9.79,9.762,-1.318,-1.533,-0.781
9.8,9.761,-1.32,-1.537,-0.782
9.81,9.76,-1.322,-1.541,-0.784
9.82,9.759,-1.324,-1.545,-0.785
9.83,9.758,-1.326,-1.549,-0.787
9.84,9.757,-1.328,-1.553,-0.788
9.85,9.756,-1.33,-1.557,-0.79
9.86,9.755,-1.332,-1.561,-0.791
9.87,9.754,-1.334,-1.565,-0.792
9.88,9.753,-1.336,-1.569,-0.794
9.89,9.752,-1.338,-1.573,-0.795
9.9,9.751,-1.339,-1.576,-0.797
9.91,9.75,-1.341,-1.58,-0.798
9.92,9.749,-1.343,-1.584,-0.799
9.93,9.748,-1.345,-1.588,-0.801
9.94,9.747,-1.347,-1.591,-0.802
9.95,9.746,-1.348,-1.595,-0.804
9.96,9.745,-1.35,-1.599,-0.805
9.97,9.744,-1.352,-1.602,-0.806
9.98,9.743,-1.354,-1.606,-0.808
9.99,9.742,-1.355,-1.609,-0.809
10,9.741,-1.357,-1.613,-0.81
10.01,9.74,-1.359,-1.617,-0.812
10.02,9.739,-1.361,-1.62,-0.813
10.03,9.738,-1.362,-1.624,-0.815
10.04,9.737,-1.364,-1.627,-0.816
10.05,9.736,-1.366,-1.631,-0.817
10.06,9.735,-1.368,-1.634,-0.819
10.07,9.734,-1.37,-1.638,-0.82
10.08,9.733,-1.371,-1.641,-0.822
10.09,9.732,-1.373,-1.645,-0.823
10.1,9.731,-1.375,-1.648,-0.824
10.11,9.731,-1.377,-1.651,-0.826
10.12,9.73,-1.378,-1.655,-0.827
10.13,9.729,-1.38,-1.658,-0.828
10.14,9.728,-1.382,-1.662,-0.83
10.15,9.727,-1.384,-1.665,-0.831
10.16,9.726,-1.385,-1.669,-0.833
10.17,9.725,-1.387,-1.672,-0.834
10.18,9.724,-1.389,-1.675,-0.835
10.19,9.723,-1.39,-1.678,-0.837
10.2,9.722,-1.392,-1.682,-0.838
10.21,9.721,-1.394,-1.685,-0.839
10.22,9.72,-1.395,-1.688,-0.84
10.23,9.719,-1.397,-1.691,-0.842
10.24,9.718,-1.399,-1.694,-0.843
10.25,9.718,-1.4,-1.698,-0.844
10.26,9.717,-1.402,-1.701,-0.846
10.27,9.716,-1.404,-1.704,-0.847
10.28,9.715,-1.406,-1.707,-0.848
10.29,9.714,-1.407,-1.71,-0.849
10.3,9.713,-1.409,-1.713,-0.851
10.31,9.712,-1.411,-1.716,-0.852
10.32,9.711,-1.413,-1.719,-0.853
10.33,9.71,-1.414,-1.722,-0.855
10.34,9.709,-1.416,-1.726,-0.856
10.35,9.708,-1.418,-1.729,-0.857
10.36,9.707,-1.42,-1.732,-0.859
10.37,9.706,-1.422,-1.735,-0.86
10.38,9.706,-1.423,-1.738,-0.861
10.39,9.705,-1.425,-1.741,-0.863
10.4,9.704,-1.427,-1.744,-0.864
10.41,9.703,-1.429,-1.747,-0.865
10.42,9.702,-1.431,-1.75,-0.867
10.43,9.701,-1.432,-1.753,-0.868
10.44,9.7,-1.434,-1.757,-0.869
10.45,9.699,-1.436,-1.76,-0.871
10.46,9.698,-1.438,-1.763,-0.872
10.47,9.697,-1.439,-1.766,-0.873
10.48,9.696,-1.441,-1.769,-0.875
10.49,9.695,-1.443,-1.772,-0.876
10.5,9.694,-1.445,-1.775,-0.877
10.51,9.693,-1.447,-1.778,-0.878
10.52,9.692,-1.449,-1.781,-0.88
10.53,9.691,-1.451,-1.784,-0.881
10.54,9.69,-1.452,-1.787,-0.882
10.55,9.689,-1.454,-1.79,-0.884
10.56,9.689,-1.456,-1.793,-0.885
10.57,9.688,-1.458,-1.796,-0.886
10.58,9.687,-1.46,-1.799,-0.888
10.59,9.686,-1.462,-1.802,-0.889
10.6,9.685,-1.464,-1.806,-0.89
10.61,9.684,-1.466,-1.809,-0.891
10.62,9.683,-1.467,-1.812,-0.893
10.63,9.682,-1.469,-1.815,-0.894
10.64,9.681,-1.471,-1.818,-0.895
10.65,9.68,-1.473,-1.821,-0.896
10.66,9.679,-1.475,-1.824,-0.898
10.67,9.678,-1.477,-1.826,-0.899
10.68,9.677,-1.479,-1.829,-0.9
10.69,9.676,-1.481,-1.832,-0.901
10.7,9.675,-1.483,-1.836,-0.902
10.71,9.674,-1.485,-1.839,-0.904
10.72,9.673,-1.488,-1.842,-0.905
10.73,9.672,-1.49,-1.845,-0.906
10.74,9.671,-1.492,-1.848,-0.907
10.75,9.67,-1.494,-1.851,-0.909
10.76,9.669,-1.496,-1.854,-0.91
10.77,9.668,-1.498,-1.857,-0.911
10.78,9.667,-1.5,-1.86,-0.913
10.79,9.666,-1.502,-1.863,-0.914
10.8,9.665,-1.504,-1.866,-0.915
10.81,9.664,-1.506,-1.869,-0.916
10.82,9.663,-1.508,-1.872,-0.917
10.83,9.662,-1.511,-1.875,-0.919
10.84,9.661,-1.513,-1.878,-0.92
10.85,9.659,-1.515,-1.881,-0.921
10.86,9.658,-1.517,-1.884,-0.922
10.87,9.657,-1.519,-1.887,-0.923
10.88,9.656,-1.522,-1.89,-0.925
10.89,9.655,-1.524,-1.893,-0.926
10.9,9.654,-1.526,-1.895,-0.927
10.91,9.653,-1.528,-1.898,-0.928
10.92,9.652,-1.53,-1.901,-0.93
10.93,9.651,-1.533,-1.904,-0.931
10.94,9.65,-1.535,-1.907,-0.932
10.95,9.649,-1.537,-1.91,-0.933
10.96,9.648,-1.54,-1.913,-0.934
10.97,9.647,-1.542,-1.916,-0.936
10.98,9.646,-1.544,-1.919,-0.937
10.99,9.645,-1.547,-1.922,-0.938
11,9.644,-1.549,-1.925,-0.939
11.01,9.642,-1.552,-1.928,-0.94
11.02,9.641,-1.554,-1.931,-0.942
11.03,9.64,-1.556,-1.934,-0.943
11.04,9.639,-1.559,-1.937,-0.944
11.05,9.638,-1.561,-1.94,-0.945
11.06,9.637,-1.563,-1.943,-0.946
11.07,9.636,-1.566,-1.946,-0.948
11.08,9.635,-1.568,-1.949,-0.949
11.09,9.634,-1.571,-1.952,-0.95
11.1,9.632,-1.573,-1.955,-0.951
11.11,9.631,-1.576,-1.958,-0.952
11.12,9.63,-1.578,-1.96,-0.954
11.13,9.629,-1.58,-1.963,-0.955
11.14,9.628,-1.583,-1.966,-0.956
11.15,9.627,-1.585,-1.968,-0.957
11.16,9.626,-1.588,-1.971,-0.959
11.17,9.625,-1.591,-1.974,-0.96
11.18,9.624,-1.593,-1.976,-0.961
11.19,9.623,-1.596,-1.979,-0.962
11.2,9.622,-1.598,-1.982,-0.964
11.21,9.621,-1.601,-1.984,-0.965
11.22,9.619,-1.604,-1.987,-0.966
11.23,9.618,-1.607,-1.989,-0.967
11.24,9.617,-1.609,-1.992,-0.969
11.25,9.616,-1.612,-1.994,-0.97
11.26,9.615,-1.614,-1.997,-0.971
11.27,9.614,-1.617,-2,-0.972
11.28,9.613,-1.62,-2.002,-0.974
11.29,9.612,-1.623,-2.005,-0.975
11.3,9.611,-1.625,-2.007,-0.976
11.31,9.609,-1.628,-2.01,-0.977
11.32,9.608,-1.631,-2.012,-0.979
11.33,9.607,-1.633,-2.015,-0.98
11.34,9.606,-1.636,-2.017,-0.981
11.35,9.605,-1.639,-2.02,-0.982
11.36,9.604,-1.642,-2.022,-0.984
11.37,9.603,-1.644,-2.025,-0.985
11.38,9.602,-1.647,-2.027,-0.986
11.39,9.6,-1.65,-2.03,-0.987
11.4,9.599,-1.653,-2.033,-0.989
11.41,9.598,-1.656,-2.035,-0.99
11.42,9.597,-1.658,-2.038,-0.991
11.43,9.596,-1.661,-2.041,-0.992
11.44,9.594,-1.664,-2.043,-0.993
11.45,9.593,-1.667,-2.046,-0.995
11.46,9.592,-1.67,-2.049,-0.996
11.47,9.591,-1.673,-2.051,-0.997
11.48,9.59,-1.676,-2.054,-0.998
11.49,9.588,-1.679,-2.057,-0.999
11.5,9.587,-1.682,-2.059,-1.001
11.51,9.586,-1.685,-2.062,-1.002
11.52,9.585,-1.688,-2.065,-1.003
11.53,9.584,-1.691,-2.067,-1.004
11.54,9.582,-1.694,-2.07,-1.005
11.55,9.581,-1.697,-2.073,-1.006
11.56,9.58,-1.7,-2.075,-1.007
11.57,9.579,-1.703,-2.078,-1.008
11.58,9.577,-1.706,-2.08,-1.009
11.59,9.576,-1.709,-2.083,-1.011
11.6,9.575,-1.712,-2.085,-1.012
11.61,9.574,-1.716,-2.088,-1.013
11.62,9.573,-1.719,-2.09,-1.014
11.63,9.571,-1.722,-2.092,-1.015
11.64,9.57,-1.725,-2.095,-1.016
11.65,9.569,-1.728,-2.097,-1.017
11.66,9.568,-1.731,-2.099,-1.018
11.67,9.567,-1.735,-2.102,-1.02
11.68,9.565,-1.738,-2.104,-1.021
11.69,9.564,-1.741,-2.107,-1.022
11.7,9.563,-1.745,-2.109,-1.023
