TIMESTAMP;TEMP1;TEMP2;TEMP3;TANK_PRESS;TANK_D_PRESS
10366664;45;53;50;5309;98;
10366864;45;53;50;5325;104;
10367064;45;53;50;5311;99;
10367264;45;53;50;5301;104;
10367464;45;53;50;5308;104;
10367664;45;53;50;5321;96;
10367864;45;53;50;5319;98;
10368064;45;53;50;5320;96;
10368264;45;53;50;5317;86;
10368465;45;53;50;5337;100;
10368666;45;53;50;5300;100;
10368867;45;53;50;5314;96;
10369067;45;53;50;5319;103;
10369266;45;53;50;5322;107;
10369466;45;53;50;5320;96;
10369665;45;53;50;5315;90;
10369865;45;53;50;5322;101;
10370064;45;53;50;5313;94;
10370266;45;53;50;5300;100;
10370466;45;53;50;5325;98;
10370665;45;53;50;5294;98;
10370865;45;53;50;5316;104;
10371065;45;53;50;5309;107;
10371264;45;53;50;5315;97;
10371465;45;53;50;5308;101;
10371667;45;53;50;5304;92;
10371868;45;53;50;5302;88;
10372068;45;53;51;5303;86;
10372270;45;53;51;5308;103;
10372470;45;53;51;5307;86;
10372669;45;53;51;5327;88;
10372869;45;53;51;5328;92;
10373071;45;53;51;5321;97;
10373271;45;53;51;5311;103;
10373471;45;53;51;5325;100;
10373670;45;53;50;5311;99;
10373872;45;53;50;5311;108;
10374071;45;53;50;5318;93;
10374271;45;53;50;5320;92;
10374472;45;53;50;5325;96;
10374672;45;53;50;5308;94;
10374872;45;53;50;5313;91;
10375072;45;53;50;5317;100;
10375272;45;53;50;5315;92;
10375472;45;53;50;5329;99;
10375672;45;53;50;5307;90;
10375873;45;53;50;5311;96;
10376075;45;53;50;5307;95;
10376274;45;53;50;5293;92;
10376474;45;53;50;5301;96;
10376675;45;53;50;5317;94;
10376876;45;53;50;5323;102;
10377076;45;53;50;5295;96;
10377277;45;53;50;5309;110;
10377477;45;53;50;5316;83;
10377677;45;53;50;5325;107;
10377877;45;53;50;5299;98;
10378077;45;53;50;5299;98;
10378278;45;53;50;5297;102;
10378477;45;53;50;5306;110;
10378677;45;53;50;5306;100;
10378878;45;53;50;5308;106;
10379078;45;53;50;5316;92;
10379278;45;53;50;5309;105;
10379479;45;53;50;5319;98;
10379678;45;53;50;5311;112;
10379878;45;53;50;5318;104;
10380078;45;53;50;5323;114;
10380278;45;53;50;5326;102;
10380478;45;53;50;5307;91;
10380677;45;53;50;5322;97;
10380878;45;53;50;5311;100;
10381078;45;53;50;5311;94;
10381277;45;53;50;5317;97;
10381476;45;53;50;5335;90;
10381677;45;53;50;5317;102;
10381880;45;53;50;5317;105;
10382079;45;53;50;5299;93;
10382280;45;53;50;5306;105;
10382479;45;53;50;5322;103;
10382679;45;53;50;5319;101;
10382879;45;53;50;5327;91;
10383079;45;53;50;5325;84;
10383278;45;53;50;5303;92;
10383478;45;53;50;5312;96;
10383678;45;53;50;5315;108;
10383879;45;53;50;5312;102;
10384078;45;53;50;5320;93;
10384278;45;53;50;5317;104;
10384478;45;53;50;5315;98;
10384681;45;53;50;5321;106;
10384881;45;53;50;5315;96;
10385082;45;53;50;5337;108;
10385283;45;53;50;5305;104;
10385482;45;53;50;5311;98;
10385682;45;53;50;5313;107;
10385882;45;53;50;5311;98;
10386081;45;53;50;5319;101;
10386282;45;53;50;5317;99;
10386481;45;53;50;5299;89;
10386681;45;53;50;5307;100;
10386882;45;53;50;5321;93;
10387083;45;53;50;5309;92;
10387283;45;53;50;5317;100;
10387482;45;53;50;5307;98;
10387682;45;53;50;5298;92;
10387882;45;53;50;5315;95;
10388083;45;53;50;5325;98;
10388283;45;53;50;5298;99;
10388484;45;53;50;5318;86;
10388683;45;53;50;5307;96;
10388885;45;53;50;5313;106;
10389084;45;53;50;5331;100;
10389284;45;53;50;5295;91;
10389484;45;53;50;5317;104;
10389683;45;53;50;5309;93;
10389883;45;53;50;5299;89;
10390082;45;53;50;5317;104;
10390282;45;53;50;5315;104;
10390481;45;53;50;5306;90;
10390681;45;53;50;5297;107;
10390881;45;53;50;5316;96;
10391081;45;53;50;5317;100;
10391280;45;53;50;5315;93;
10391481;45;53;50;5307;78;
10391682;45;53;50;5317;96;
10391882;45;53;50;5314;96;
10392081;45;53;50;5317;90;
10392281;45;53;50;5317;100;
10392482;45;53;50;5313;100;
10392682;45;53;50;5305;90;
10392884;45;53;50;5313;97;
10393084;45;53;50;5321;92;
10393283;45;53;50;5315;100;
10393483;45;53;50;5307;90;
10393683;45;53;50;5301;97;
10393883;45;53;50;5319;75;
10394084;45;53;50;5321;88;
10394284;45;53;50;5300;104;
10394484;45;53;50;5312;84;
10394685;45;53;50;5288;106;
10394886;45;53;50;5316;85;
10395088;45;53;50;5305;97;
10395288;45;53;50;5307;102;
10395487;45;53;50;5297;99;
10395688;45;53;50;5319;99;
10395889;45;53;50;5308;96;
10396088;45;53;50;5318;97;
10396289;45;53;50;5309;105;
10396488;45;53;50;5316;95;
10396688;45;53;50;5313;108;
10396888;45;53;50;5309;78;
10397088;45;53;50;5305;108;
10397291;45;53;50;5303;87;
10397490;45;53;50;5305;87;
10397690;45;53;50;5312;94;
10397891;45;53;50;5323;104;
10398091;45;53;50;5307;94;
10398293;45;53;50;5319;100;
10398493;45;53;50;5319;108;
10398694;45;53;50;5307;98;
10398895;45;53;50;5305;118;
10399094;45;53;50;5313;98;
10399295;45;53;50;5318;111;
10399495;45;53;50;5319;89;
10399695;45;53;50;5309;107;
10399895;45;53;50;5309;98;
10400094;45;53;50;5299;94;
10400294;45;53;50;5315;97;
10400495;45;53;50;5315;80;
10400694;45;53;50;5323;96;
10400895;45;53;50;5311;107;
10401095;45;53;50;5306;99;
10401295;45;53;50;5307;96;
10401495;45;53;50;5319;97;
10401696;45;53;50;5314;97;
10401897;45;53;50;5305;100;
10402097;45;53;50;5292;100;
10402296;45;53;50;5308;97;
10402497;45;53;50;5317;94;
10402697;45;53;50;5313;100;
10402897;45;53;50;5321;90;
10403099;45;53;50;5310;93;
10403299;45;53;50;5328;98;
10403499;45;53;50;5312;100;
10403700;45;53;50;5313;100;
10403900;45;53;50;5312;108;
10404099;45;53;50;5304;104;
10404299;45;53;50;5324;95;
10404498;45;53;50;5300;101;
10404698;45;53;50;5309;87;
10404899;45;53;50;5320;106;
10405099;45;53;50;5309;93;
10405298;45;53;50;5311;94;
10405498;45;53;50;5317;94;
10405697;45;53;50;5310;96;
10405897;45;53;50;5313;96;
10406096;45;53;50;5304;99;
10406297;45;53;50;5309;96;
10406497;45;53;50;5318;92;
10406697;45;53;50;5305;109;
10406899;45;53;50;5311;102;
10407100;45;53;50;5314;92;
10407299;45;53;50;5307;102;
10407500;45;53;50;5317;105;
10407699;45;53;50;5303;102;
10407899;45;53;50;5313;114;
10408098;45;53;50;5309;82;
10408298;45;53;50;5311;100;
10408498;45;53;50;5311;92;
10408699;45;53;50;5309;100;
10408900;45;53;50;5325;90;
10409099;45;53;50;5315;108;
10409299;45;53;50;5311;92;
10409499;45;53;50;5312;100;
10409698;45;53;49;5309;92;
10409899;45;53;49;5294;89;
10410099;45;53;49;5307;99;
10410300;45;53;49;5299;93;
10410499;45;53;49;5306;90;
10410698;45;53;49;5303;98;
10410899;45;53;49;5317;99;
10411100;45;53;50;5298;100;
10411301;45;53;50;5312;90;
10411501;45;53;50;5314;94;
10411700;45;53;50;5313;110;
10411901;45;53;50;5318;89;
10412101;45;53;50;5319;100;
10412300;45;53;50;5305;94;
10412501;45;53;50;5315;101;
10412700;45;53;50;5293;100;
10412901;45;53;50;5316;90;
10413103;45;53;50;5316;95;
10413303;45;53;50;5312;94;
10413503;45;53;50;5321;104;
10413703;45;53;50;5316;92;
10413903;45;53;50;5303;94;
10414103;45;53;50;5298;102;
10414304;45;53;50;5314;84;
10414504;45;53;50;5308;86;
10414703;45;53;50;5307;83;
10414904;45;53;50;5315;105;
10415103;45;53;50;5306;112;
10415303;45;53;50;5309;94;
10415503;45;53;50;5313;109;
10415703;45;53;50;5325;103;
10415903;45;53;50;5302;84;
10416102;45;53;50;5309;96;
10416301;45;53;50;5311;94;
10416501;45;53;50;5322;104;
10416703;45;53;50;5283;99;
10416904;45;53;50;5307;88;
10417104;45;53;50;5292;92;
10417303;45;53;50;5313;93;
10417503;45;53;50;5316;94;
10417703;45;53;50;5301;85;
10417904;45;53;50;5314;112;
10418105;45;53;50;5305;104;
10418304;45;53;50;5313;102;
10418505;45;53;50;5318;110;
10418707;45;53;50;5309;94;
10418908;45;53;50;5303;100;
10419109;45;53;50;5314;96;
10419309;45;53;50;5321;97;
10419509;45;53;50;5298;97;
10419709;45;53;50;5321;97;
10419911;45;53;50;5308;96;
10420112;45;53;50;5301;100;
10420317;45;53;50;5315;89;
10420516;45;53;50;5315;113;
10420716;45;53;50;5304;91;
10420917;45;53;50;5311;93;
10421118;45;53;50;5307;103;
10421320;45;53;50;5311;109;
10421520;45;53;50;5295;98;
10421719;45;53;50;5333;96;
10421919;45;53;50;5302;96;
10422121;45;53;50;5317;85;
10422322;45;53;50;5312;96;
10422521;45;53;50;5313;96;
10422721;45;53;50;5307;101;
10422923;45;53;50;5305;88;
10423122;45;53;50;5311;100;
10423322;45;53;50;5301;96;
10423523;45;53;50;5309;98;
10423723;45;53;50;5316;104;
10423922;45;53;50;5327;106;
10424124;45;53;50;5296;89;
10424324;45;53;50;5312;96;
10424524;45;53;50;5316;99;
10424724;45;53;50;5303;92;
10424925;45;53;50;5310;106;
10425125;45;53;50;5317;70;
10425325;45;53;50;5321;88;
10425525;45;53;50;5317;101;
10425725;45;53;50;5321;95;
10425925;45;53;50;5317;90;
10426125;45;53;50;5313;98;
10426324;45;53;50;5319;98;
10426524;45;53;50;5305;98;
10426723;45;53;50;5301;86;
10426924;45;53;50;5318;93;
10427124;45;53;50;5317;102;
10427325;45;53;50;5319;98;
10427524;45;53;50;5318;101;
10427724;45;53;50;5325;86;
10427926;45;53;50;5316;95;
10428127;45;53;50;5306;100;
10428327;45;53;50;5313;106;
10428528;45;53;50;5322;102;
10428728;45;53;50;5312;96;
10428929;45;53;50;5303;96;
10429129;45;53;50;5311;108;
10429329;45;53;50;5315;92;
10429529;45;53;50;5331;96;
10429729;45;53;50;5320;106;
10429928;45;53;50;5317;110;
10430129;45;53;50;5308;102;
10430328;45;53;50;5307;100;
10430528;45;53;50;5308;88;
10430728;45;53;50;5293;98;
10430929;45;53;50;5313;102;
10431129;45;53;50;5315;97;
10431329;45;53;50;5310;102;
10431529;45;53;50;5319;106;
10431730;45;53;50;5307;98;
10431932;45;53;50;5306;89;
10432133;45;53;50;5317;101;
10432334;45;53;50;5317;103;
10432534;45;53;50;5296;78;
10432734;45;53;50;5323;88;
10432935;45;53;50;5315;88;
10433134;45;53;50;5315;97;
10433335;45;53;50;5307;91;
10433535;45;53;50;5299;82;
10433735;45;53;50;5314;106;
10433935;45;53;50;5305;101;
10434135;45;53;50;5311;99;
10434334;45;53;50;5317;102;
10434534;45;53;50;5314;100;
10434734;45;53;50;5308;101;
10434934;45;53;50;5304;96;
10435134;45;53;50;5309;87;
10435334;45;53;50;5299;92;
10435534;45;53;50;5309;101;
10435734;45;53;50;5310;108;
10435934;45;53;50;5301;96;
10436134;45;53;50;5300;100;
10436334;45;53;50;5313;104;
10436534;45;53;50;5312;97;
10436733;45;53;50;5307;112;
10436934;45;53;50;5308;101;
10437133;45;53;50;5319;112;
10437333;45;53;50;5313;108;
10437532;45;53;50;5308;96;
10437734;45;53;50;5315;95;
10437934;45;53;50;5305;110;
10438133;45;53;50;5313;88;
10438333;45;53;50;5309;97;
10438532;45;53;50;5315;105;
10438732;45;53;50;5302;92;
10438932;45;53;50;5295;98;
10439133;45;53;50;5324;96;
10439335;45;53;50;5320;108;
10439534;45;53;50;5303;104;
10439734;45;53;50;5314;89;
10439933;45;53;50;5312;93;
10440133;45;53;50;5321;100;
10440334;45;53;50;5323;88;
10440535;45;53;50;5318;94;
10440734;45;53;50;5301;92;
10440934;45;53;50;5298;105;
10441135;45;53;50;5321;100;
10441334;45;53;50;5303;99;
10441534;45;53;50;5312;120;
10441734;45;53;50;5318;99;
10441935;45;53;50;5313;103;
10442135;45;53;50;5315;92;
10442335;45;53;50;5304;97;
10442534;45;53;50;5313;101;
10442734;45;53;50;5300;92;
10442934;45;53;50;5311;92;
10443134;45;53;50;5319;100;
10443333;45;53;50;5315;94;
10443533;45;53;50;5313;91;
10443732;45;53;50;5294;106;
10443933;45;53;50;5315;97;
10444133;45;53;50;5310;106;
10444332;45;53;50;5295;104;
10444532;45;53;50;5324;98;
10444733;45;53;50;5303;88;
10444932;45;53;50;5312;106;
10445132;45;53;50;5319;101;
10445333;45;53;50;5315;101;
10445532;45;53;50;5319;110;
10445733;45;53;50;5325;93;
10445934;45;53;50;5307;103;
10446134;45;53;50;5315;115;
10446334;45;53;50;5306;96;
10446534;45;53;50;5309;108;
10446733;45;53;50;5327;101;
10446933;45;53;50;5317;80;
10447134;45;53;50;5315;106;
10447334;45;53;50;5329;98;
10447534;45;53;50;5310;102;
10447734;45;53;50;5307;104;
10447933;45;53;50;5316;91;
10448133;45;53;50;5316;92;
10448332;45;53;50;5313;99;
10448532;45;53;50;5309;102;
10448732;45;53;50;5313;97;
10448932;45;53;50;5315;95;
10449132;45;53;50;5330;93;
10449331;45;53;50;5313;104;
10449531;45;53;50;5321;106;
10449731;45;53;50;5334;94;
10449931;45;53;50;5313;104;
10450132;45;53;50;5311;98;
10450333;45;53;50;5310;106;
10450532;45;53;50;5323;118;
10450733;45;53;50;5312;88;
10450933;45;53;50;5307;100;
10451133;45;53;50;5314;99;
10451333;45;53;50;5297;104;
10451533;45;53;50;5319;99;
10451733;45;53;50;5305;100;
10451933;45;53;50;5303;94;
10452133;45;53;50;5290;96;
10452332;45;53;50;5315;114;
10452534;45;53;50;5305;100;
10452734;45;53;49;5313;93;
10452933;45;53;49;5307;100;
10453133;45;53;49;5316;100;
10453333;45;53;49;5313;84;
10453532;45;53;49;5321;104;
10453733;45;53;49;5311;104;
10453932;45;53;49;5309;98;
10454132;45;53;49;5308;98;
10454333;45;53;49;5308;104;
10454533;45;53;49;5315;114;
10454732;45;53;49;5313;94;
10454933;45;53;49;5314;100;
10455132;45;53;49;5321;94;
10455333;45;53;49;5315;101;
10455534;45;53;49;5313;100;
10455733;45;53;49;5323;92;
10455933;45;53;49;5317;98;
10456134;45;53;49;5317;97;
10456333;45;53;49;5323;100;
10456534;45;53;49;5305;102;
10456735;45;53;49;5311;105;
10456935;45;53;49;5319;98;
10457135;45;53;49;5317;107;
10457335;45;53;49;5305;94;
10457535;45;53;49;5307;106;
10457734;45;53;49;5321;81;
10457935;45;53;49;5309;103;
10458134;45;53;49;5303;102;
10458334;45;53;49;5297;91;
10458533;45;53;49;5301;94;
10458733;45;53;49;5314;89;
10458933;45;53;49;5304;102;
10459132;45;53;49;5305;100;
10459332;45;53;49;5295;83;
10459533;45;53;49;5305;102;
10459732;45;53;49;5316;107;
10459932;45;53;49;5299;104;
10460132;45;53;49;5308;100;
10460331;44;53;50;5320;95;
10460532;44;53;50;5319;92;
10460731;44;53;50;5297;96;
10460931;44;53;50;5325;101;
10461131;44;53;50;5316;93;
10461332;44;53;50;5320;88;
10461531;44;53;50;5309;102;
10461731;44;53;50;5319;101;
10461933;44;53;50;5295;104;
10462133;44;53;50;5311;92;
10462333;44;53;50;5298;99;
10462532;44;53;50;5308;108;
10462733;44;53;50;5309;104;
10462933;44;53;50;5296;94;
10463133;44;53;50;5301;94;
10463332;44;53;50;5309;104;
10463532;44;53;50;5311;110;
10463732;44;53;50;5313;89;
10463931;44;53;50;5303;95;
10464132;44;53;50;5312;98;
10464332;44;53;50;5309;95;
10464532;44;53;50;5304;95;
10464731;44;53;50;5309;103;
10464933;44;53;50;5314;88;
10465132;44;53;50;5310;97;
10465333;44;53;50;5315;110;
10465533;44;53;50;5311;91;
10465732;44;53;50;5307;95;
10465932;44;53;50;5306;102;
10466131;44;53;50;5312;93;
10466331;44;53;50;5309;95;
10466531;44;53;50;5298;105;
10466730;44;53;50;5318;103;
10466930;44;53;50;5317;94;
10467129;44;53;50;5301;85;
10467330;44;53;50;5311;78;
10467530;44;53;50;5301;104;
10467730;44;53;50;5318;94;
10467931;44;53;50;5323;122;
10468131;44;53;50;5317;98;
10468330;44;53;50;5293;102;
10468530;44;53;50;5311;94;
10468730;44;53;50;5319;106;
10468929;44;53;50;5303;91;
10469129;44;53;50;5300;101;
10469330;44;53;50;5316;104;
10469530;44;53;50;5303;100;
10469731;44;53;50;5321;98;
10469931;44;53;50;5308;95;
10470131;44;53;50;5317;95;
10470331;44;53;50;5308;104;
10470531;44;53;50;5313;100;
10470731;44;53;50;5320;98;
10470931;44;53;50;5315;88;
10471132;44;53;50;5315;107;
10471332;44;53;50;5314;104;
10471532;44;53;50;5305;96;
10471733;44;53;50;5300;98;
10471933;44;53;50;5327;100;
10472133;44;53;50;5318;96;
10472333;44;53;50;5317;91;
10472533;44;53;50;5319;97;
10472732;44;53;50;5307;99;
10472932;44;53;50;5322;94;
10473132;44;53;50;5315;106;
10473331;44;53;50;5311;101;
10473531;44;53;50;5307;106;
10473732;44;53;50;5292;94;
10473931;44;53;50;5319;95;
10474131;44;53;50;5309;103;
10474331;44;53;50;5307;102;
10474531;44;53;50;5299;100;
10474730;44;53;50;5311;97;
10474929;44;53;50;5317;106;
10475130;44;53;50;5309;92;
10475330;44;53;50;5309;97;
10475529;44;53;50;5309;91;
10475729;44;53;50;5301;116;
10475928;44;53;50;5299;96;
10476129;44;53;50;5314;96;
10476329;44;53;50;5297;96;
10476529;44;53;50;5303;108;
10476729;44;53;50;5317;100;
10476928;44;53;50;5297;102;
10477128;44;53;50;5307;96;
10477328;44;53;50;5312;98;
10477527;44;53;50;5311;94;
10477727;44;53;50;5317;98;
10477928;44;53;50;5297;86;
10478127;44;53;50;5305;101;
10478326;44;53;50;5282;93;
10478528;44;53;50;5300;107;
10478729;44;53;50;5293;92;
10478929;44;53;50;5313;98;
10479129;44;53;50;5316;92;
10479329;44;53;50;5319;108;
10479528;44;53;50;5308;98;
10479728;44;53;50;5296;101;
10479928;44;53;50;5292;94;
10480128;44;53;50;5311;99;
10480328;44;53;50;5313;96;
10480528;44;53;50;5313;106;
10480728;44;53;50;5321;95;
10480928;44;53;50;5305;100;
10481129;44;53;50;5322;103;
10481329;44;53;50;5307;96;
10481528;44;53;50;5314;100;
10481728;44;53;50;5312;104;
10481929;44;53;50;5319;108;
10482128;44;53;50;5297;82;
10482329;44;53;50;5308;102;
10482529;44;53;50;5306;96;
10482730;44;53;50;5309;97;
10482929;44;53;50;5301;104;
10483129;44;53;50;5308;107;
10483329;44;53;50;5304;96;
10483528;44;53;50;5319;98;
10483728;44;53;50;5325;96;
10483928;44;53;50;5326;102;
10484128;44;53;50;5319;105;
10484328;44;53;50;5311;106;
10484528;44;53;50;5291;106;
10484727;44;53;50;5305;101;
10484928;44;53;50;5308;98;
10485128;44;53;50;5294;98;
10485327;44;53;50;5305;119;
10485529;44;53;50;5315;87;
10485730;44;53;50;5305;96;
10485930;44;53;50;5317;94;
10486129;44;53;50;5311;99;
10486329;44;53;50;5299;93;
10486530;44;53;50;5303;103;
10486730;44;53;50;5313;102;
10486930;44;53;50;5311;90;
10487132;44;53;50;5309;96;
10487332;44;53;50;5313;98;
10487534;44;53;50;5299;99;
10487733;44;53;50;5307;81;
10487933;44;53;50;5317;92;
10488133;44;53;50;5315;112;
10488333;44;53;50;5309;103;
10488535;44;53;50;5331;94;
10488735;44;53;50;5305;115;
10488934;44;53;50;5303;92;
10489134;44;53;50;5301;96;
10489334;44;53;50;5299;106;
10489535;44;53;50;5315;106;
10489735;44;53;50;5295;109;
10489935;44;53;50;5306;99;
10490136;43;53;50;5301;98;
10490335;43;53;50;5312;94;
10490535;43;53;50;5311;91;
10490734;43;53;50;5318;80;
10490934;43;53;50;5307;86;
10491136;43;53;50;5303;100;
10491336;43;53;50;5311;95;
10491536;43;53;50;5298;104;
10491735;43;53;50;5311;104;
10491935;43;53;50;5309;100;
10492135;43;53;50;5309;82;
10492335;43;53;50;5311;95;
10492535;43;53;50;5303;94;
10492734;43;53;50;5307;93;
10492934;43;53;50;5305;103;
10493135;43;53;50;5313;98;
10493336;43;53;50;5305;92;
10493535;43;53;50;5308;107;
10493735;43;53;50;5311;96;
10493935;43;53;50;5312;90;
10494135;43;53;50;5307;88;
10494335;43;53;50;5302;105;
10494534;43;53;50;5311;89;
10494734;43;53;50;5300;95;
10494933;43;53;50;5309;90;
10495133;43;53;50;5307;100;
10495333;43;53;50;5313;88;
10495534;43;53;50;5308;110;
10495733;43;53;50;5309;94;
10495933;43;53;50;5325;95;
10496134;43;53;50;5278;102;
10496334;43;53;50;5305;98;
10496534;43;53;50;5302;89;
10496733;43;53;50;5323;88;
10496933;43;53;50;5286;94;
10497133;43;53;50;5317;95;
10497332;43;53;50;5309;90;
10497532;43;53;50;5311;91;
10497731;43;53;50;5303;87;
10497931;43;53;50;5309;99;
10498130;43;53;50;5311;89;
10498330;43;53;50;5292;105;
10498530;43;53;50;5313;100;
10498731;43;53;50;5304;100;
10498930;43;53;50;5309;92;
10499129;43;53;50;5313;99;
10499329;43;53;50;5308;95;
10499529;43;53;50;5298;96;
10499731;43;53;50;5320;106;
10499930;43;53;50;5301;98;
10500130;43;53;50;5305;110;
10500330;43;53;50;5301;107;
10500532;43;53;50;5309;94;
10500731;43;53;50;5300;105;
10500931;43;53;50;5311;92;
10501130;43;53;50;5307;98;
10501330;43;53;50;5311;86;
10501530;43;53;50;5305;102;
10501731;43;53;50;5319;90;
10501931;43;53;50;5296;100;
10502130;43;53;50;5311;92;
10502330;43;53;50;5325;100;
10502530;43;53;50;5309;98;
10502731;43;53;50;5316;91;
10502931;43;53;50;5309;96;
10503130;43;53;50;5297;96;
10503336;43;53;50;5321;101;
10503535;43;53;50;5300;98;
10503735;43;53;50;5301;84;
10503935;43;53;50;5305;96;
10504136;43;53;50;5305;96;
10504335;43;53;50;5311;112;
10504535;43;53;50;5311;118;
10504735;43;53;50;5308;92;
10504937;43;53;50;5304;95;
10505136;43;53;50;5309;98;
10505336;43;53;50;5307;106;
10505535;43;53;50;5315;104;
10505736;43;53;50;5313;90;
10505937;43;53;50;5315;93;
10506137;43;53;50;5302;103;
10506339;43;53;50;5301;92;
10506547;43;53;50;5307;89;
10506747;43;53;50;5314;100;
10506946;43;53;50;5311;99;
10507146;43;53;50;5301;100;
10507345;43;53;50;5310;99;
10507547;43;53;50;5310;90;
10507747;43;53;50;5307;91;
10507947;43;53;50;5320;94;
10508147;43;53;50;5307;90;
10508348;43;53;50;5307;92;
10508548;43;53;50;5300;111;
10508747;43;53;50;5313;105;
10508947;43;53;50;5288;100;
10509148;43;53;50;5329;99;
10509347;43;53;50;5312;100;
10509548;43;53;50;5307;96;
10509747;43;53;50;5301;108;
10509947;43;53;50;5309;98;
10510147;43;53;50;5311;95;
10510347;43;53;50;5293;100;
10510547;43;53;50;5314;101;
10510749;43;53;50;5309;106;
10510948;43;53;50;5313;107;
10511148;43;53;50;5305;89;
10511347;43;53;50;5312;100;
10511547;43;53;50;5313;102;
10511746;43;53;50;5311;90;
10511946;43;53;50;5304;100;
10512146;43;53;50;5305;98;
10512346;43;53;50;5322;102;
10512546;43;53;50;5305;104;
10512745;43;53;50;5290;100;
10512945;43;53;50;5303;93;
10513145;43;53;50;5316;93;
10513345;43;53;50;5302;94;
10513545;43;53;50;5317;92;
10513747;43;53;50;5305;96;
10513949;43;53;50;5314;90;
10514148;43;53;50;5317;89;
10514349;43;53;50;5313;100;
10514549;43;53;50;5307;102;
10514749;43;53;50;5309;102;
10514949;43;53;50;5308;101;
10515148;43;53;50;5309;86;
10515348;43;53;50;5303;80;
10515548;43;53;50;5307;92;
10515747;43;53;50;5305;97;
10515947;43;53;50;5307;111;
10516148;43;53;50;5309;105;
10516348;43;53;50;5309;93;
10516548;43;53;50;5308;100;
10516747;43;53;50;5309;116;
10516948;43;53;50;5309;90;
10517148;43;53;50;5315;99;
10517349;43;53;50;5311;102;
10517548;43;53;50;5304;97;
10517748;43;53;50;5311;99;
10517948;43;53;50;5301;91;
10518148;43;53;50;5306;102;
10518348;43;53;50;5319;98;
10518547;43;53;50;5290;100;
10518748;43;53;50;5311;94;
10518947;43;53;50;5294;104;
10519148;43;53;50;5318;102;
10519349;43;53;50;5311;98;
10519548;43;53;50;5316;102;
10519750;43;53;50;5297;112;
10519949;43;53;50;5319;106;
10520149;43;53;50;5304;100;
10520348;43;53;50;5296;106;
10520548;43;53;50;5297;98;
10520748;43;53;50;5303;104;
10520949;43;53;50;5294;96;
10521149;43;53;50;5311;89;
10521349;43;53;50;5312;90;
10521549;43;53;50;5313;96;
10521749;43;53;50;5312;95;
10521948;43;53;50;5293;102;
10522148;43;53;50;5309;90;
10522347;43;53;50;5301;93;
10522547;43;53;50;5311;96;
10522747;43;53;50;5305;99;
10522947;43;53;50;5315;96;
10523147;43;53;50;5304;107;
10523348;43;53;50;5301;88;
10523549;43;53;50;5317;94;
10523750;43;53;50;5317;100;
10523950;43;53;50;5305;109;
10524150;43;53;50;5311;100;
10524349;43;53;50;5293;90;
10524549;43;53;50;5297;85;
10524750;43;53;50;5290;99;
10524950;43;53;50;5294;104;
10525150;43;53;50;5309;96;
10525351;43;53;50;5305;111;
10525551;43;53;50;5321;98;
10525751;43;53;50;5296;93;
10525950;43;53;50;5313;105;
10526150;43;53;50;5303;101;
10526353;43;53;50;5309;105;
10526553;43;53;50;5309;96;
10526753;43;53;50;5313;93;
10526952;43;53;50;5305;94;
10527153;43;53;50;5309;101;
10527355;43;53;50;5313;98;
10527555;43;53;50;5320;96;
10527755;43;53;50;5305;93;
10527957;43;53;50;5309;99;
10528156;43;53;50;5311;94;
10528356;43;53;50;5305;101;
10528555;43;53;50;5309;100;
10528755;43;53;50;5293;98;
10528956;43;53;50;5295;98;
10529155;43;53;50;5319;96;
10529355;43;53;50;5306;90;
10529554;43;53;50;5307;97;
10529754;43;53;50;5317;98;
10529953;43;53;50;5305;96;
10530153;43;53;50;5291;103;
10530353;43;53;50;5310;94;
10530552;43;53;50;5319;94;
10530752;43;53;50;5305;110;
10530951;43;53;50;5306;99;
10531152;43;53;50;5314;110;
10531351;43;53;50;5303;107;
10531552;43;53;50;5302;88;
10531752;43;53;50;5303;104;
10531951;43;53;50;5311;98;
10532151;43;53;50;5313;98;
10532350;43;53;50;5309;92;
10532550;43;53;50;5298;104;
10532750;43;53;50;5311;85;
10532949;43;53;50;5308;100;
10533150;43;53;50;5304;96;
10533350;43;53;50;5287;98;
10533550;43;53;50;5294;102;
10533750;43;53;50;5288;100;
10533949;43;53;50;5317;96;
10534149;43;53;50;5314;100;
10534350;43;53;50;5300;94;
10534550;43;53;50;5306;105;
10534749;43;53;50;5318;102;
10534949;43;53;50;5298;96;
10535149;43;53;50;5307;100;
10535349;43;53;50;5311;92;
10535549;43;53;50;5305;100;
10535749;43;53;50;5323;99;
10535948;43;53;50;5321;104;
10536148;43;53;50;5303;97;
10536347;43;53;50;5311;98;
10536548;43;53;50;5308;83;
10536748;43;53;50;5296;104;
10536954;43;53;50;5283;91;
10537154;43;53;50;5325;95;
10537354;43;53;50;5297;100;
10537553;43;53;50;5316;98;
10537753;43;53;50;5298;94;
10537953;43;53;50;5322;94;
10538152;43;53;50;5315;88;
10538353;43;53;50;5298;97;
10538555;43;53;50;5308;101;
10538755;43;53;50;5314;102;
10538955;43;53;50;5309;98;
10539155;43;53;50;5305;95;
10539355;43;53;50;5291;100;
10539554;43;53;50;5305;98;
10539754;43;53;50;5322;94;
10539954;43;53;50;5310;102;
10540154;43;53;50;5305;112;
10540354;43;53;50;5306;98;
10540554;43;53;50;5293;86;
10540754;43;53;50;5309;97;
10540954;43;53;50;5294;106;
