TIMESTAMP;TEMP1;TEMP2;TEMP3;TANK_PRESS;TANK_D_PRESS
9979971;46;53;50;5309;111;
9980171;46;53;50;5309;104;
9980371;46;53;50;5304;116;
9980571;46;53;50;5312;98;
9980770;46;53;50;5313;105;
9980970;46;53;50;5316;108;
9981170;46;53;50;5313;98;
9981369;46;53;50;5311;107;
9981569;46;53;50;5315;104;
9981770;46;53;50;5321;90;
9981973;46;53;50;5299;110;
9982173;46;53;50;5307;97;
9982372;46;53;50;5308;92;
9982574;46;53;50;5314;108;
9982775;46;53;50;5309;101;
9982975;46;53;50;5324;107;
9983175;46;53;50;5308;100;
9983375;46;53;50;5321;95;
9983574;46;53;50;5303;95;
9983774;46;53;50;5308;98;
9983974;46;53;50;5312;97;
9984173;46;53;50;5312;102;
9984373;46;53;50;5306;98;
9984573;46;53;50;5304;105;
9984772;46;53;50;5313;101;
9984972;46;53;50;5307;92;
9985171;45;53;50;5307;103;
9985372;45;53;50;5313;94;
9985572;45;53;50;5307;96;
9985772;45;53;50;5309;100;
9985972;45;53;50;5313;86;
9986172;45;53;50;5312;101;
9986373;45;53;50;5299;90;
9986572;45;53;50;5315;92;
9986772;45;53;50;5318;106;
9986971;45;53;50;5321;104;
9987171;45;53;50;5301;93;
9987371;45;53;50;5322;98;
9987571;45;53;50;5308;102;
9987771;45;53;50;5310;89;
9987970;45;53;50;5305;102;
9988170;45;53;50;5322;102;
9988372;45;53;50;5311;92;
9988573;45;53;50;5301;104;
9988773;45;53;50;5314;103;
9988973;45;53;50;5310;100;
9989174;45;53;50;5327;96;
9989373;45;53;50;5318;89;
9989574;45;53;50;5296;104;
9989774;45;53;50;5307;105;
9989974;45;53;50;5311;100;
9990174;45;53;50;5317;77;
9990374;45;53;50;5286;92;
9990574;45;53;50;5335;93;
9990775;45;53;50;5309;82;
9990974;45;53;50;5319;96;
9991174;45;53;50;5327;95;
9991374;45;53;50;5327;95;
9991573;45;53;50;5317;94;
9991773;45;53;50;5321;104;
9991972;45;53;50;5314;97;
9992173;45;53;50;5308;88;
9992372;45;53;50;5315;98;
9992572;45;53;50;5316;105;
9992773;45;53;50;5308;108;
9992972;45;53;50;5316;94;
9993172;45;53;50;5307;88;
9993372;45;53;50;5300;90;
9993572;45;53;50;5317;97;
9993772;45;53;50;5310;100;
9993971;45;53;50;5324;102;
9994171;45;53;50;5311;93;
9994371;45;53;50;5317;90;
9994571;45;53;50;5317;99;
9994771;45;53;50;5311;103;
9994970;45;53;50;5311;86;
9995170;45;53;50;5303;98;
9995370;45;53;50;5309;118;
9995570;45;53;50;5312;94;
9995771;45;53;50;5302;106;
9995971;45;53;50;5307;100;
9996172;45;53;50;5301;88;
9996372;45;53;50;5312;92;
9996573;45;53;50;5311;109;
9996775;45;53;50;5311;100;
9996974;45;53;50;5310;94;
9997174;45;53;50;5305;110;
9997374;45;53;50;5309;91;
9997574;45;53;50;5312;108;
9997774;45;53;50;5317;102;
9997975;45;53;50;5314;97;
9998175;45;53;50;5302;78;
9998375;45;53;50;5315;100;
9998575;45;53;50;5305;108;
9998774;45;53;50;5309;106;
9998974;45;53;50;5309;94;
9999174;45;53;50;5307;104;
9999374;45;53;50;5303;99;
9999574;45;53;50;5309;98;
9999776;45;53;50;5303;90;
9999977;45;53;50;5305;88;
10000179;45;53;50;5304;100;
10000380;45;53;50;5311;102;
10000580;45;53;50;5314;99;
10000781;45;53;50;5307;93;
10000981;45;53;50;5312;89;
10001181;45;53;50;5301;96;
10001380;45;53;50;5315;104;
10001580;45;53;50;5308;89;
10001780;45;53;50;5318;96;
10001980;45;53;50;5311;102;
10002179;45;53;50;5305;92;
10002379;45;53;50;5295;100;
10002579;45;53;50;5315;105;
10002779;45;53;50;5321;102;
10002979;45;53;50;5298;83;
10003178;45;53;50;5309;110;
10003378;45;53;50;5318;104;
10003578;45;53;50;5295;102;
10003779;45;53;50;5304;93;
10003980;45;53;50;5319;94;
10004180;45;53;50;5312;97;
10004379;45;53;50;5301;102;
10004579;45;53;50;5305;98;
10004779;45;53;50;5305;100;
10004980;45;53;50;5306;88;
10005180;45;53;50;5306;104;
10005380;45;53;50;5307;100;
10005579;45;53;50;5313;90;
10005779;45;53;50;5299;104;
10005979;45;53;50;5301;99;
10006178;45;53;50;5309;92;
10006378;45;53;50;5311;94;
10006578;45;53;50;5317;111;
10006787;45;53;50;5319;111;
10006986;45;53;50;5299;104;
10007186;45;53;50;5317;88;
10007386;45;53;50;5323;94;
10007585;45;53;50;5301;97;
10007785;45;53;50;5334;111;
10007985;45;53;50;5318;97;
10008186;45;53;50;5299;95;
10008385;45;53;50;5294;93;
10008585;45;53;50;5304;107;
10008785;45;53;50;5321;95;
10008984;45;53;50;5310;97;
10009184;45;53;50;5318;78;
10009384;45;53;50;5321;94;
10009583;45;53;50;5317;101;
10009783;45;53;50;5316;95;
10009984;45;53;50;5307;91;
10010184;45;53;50;5321;98;
10010384;45;53;50;5316;107;
10010584;45;53;50;5323;90;
10010783;45;53;50;5317;101;
10010983;45;53;50;5313;101;
10011182;45;53;50;5310;102;
10011382;45;53;50;5309;89;
10011582;45;53;50;5311;91;
10011782;45;53;50;5313;101;
10011981;45;53;50;5325;96;
10012182;45;53;50;5319;84;
10012382;45;53;50;5306;93;
10012583;45;53;50;5324;91;
10012784;45;53;50;5316;96;
10012984;45;53;50;5308;90;
10013184;45;53;50;5315;103;
10013384;45;53;50;5301;94;
10013583;45;53;50;5308;95;
10013784;45;53;50;5321;99;
10013983;45;53;50;5305;104;
10014183;45;53;50;5322;106;
10014384;45;53;50;5327;112;
10014584;45;53;50;5309;84;
10014783;45;53;50;5324;90;
10014983;45;53;50;5312;109;
10015183;45;53;50;5312;88;
10015384;45;53;50;5303;95;
10015587;45;53;50;5315;106;
10015786;45;53;50;5303;91;
10015986;45;53;50;5310;102;
10016186;45;53;50;5333;112;
10016386;45;53;50;5312;87;
10016586;45;53;50;5318;90;
10016786;45;53;50;5308;100;
10016986;45;53;50;5319;95;
10017187;45;53;50;5328;90;
10017387;45;53;50;5320;116;
10017589;45;53;50;5291;100;
10017788;45;53;50;5309;93;
10017988;45;53;50;5305;90;
10018188;45;53;50;5305;100;
10018389;45;53;50;5303;97;
10018589;45;53;50;5309;110;
10018788;45;53;50;5305;104;
10018988;45;53;50;5314;100;
10019189;45;53;50;5313;108;
10019389;45;53;50;5312;94;
10019588;45;53;50;5313;95;
10019788;45;53;50;5313;105;
10019988;45;53;50;5321;88;
10020190;45;53;50;5310;99;
10020389;45;53;50;5311;94;
10020590;45;53;50;5294;100;
10020789;45;53;50;5304;99;
10020989;45;53;50;5303;93;
10021190;45;53;50;5312;105;
10021392;45;53;50;5295;103;
10021592;45;53;50;5305;90;
10021792;45;53;50;5317;106;
10021992;45;53;50;5316;94;
10022191;45;53;50;5313;92;
10022392;45;53;50;5309;97;
10022591;45;53;50;5323;93;
10022791;45;53;50;5304;94;
10022991;45;53;50;5307;102;
10023193;45;53;50;5305;92;
10023393;45;53;50;5310;104;
10023593;45;53;50;5300;117;
10023793;45;53;50;5301;100;
10023992;45;53;50;5306;90;
10024192;45;53;50;5317;96;
10024391;45;53;50;5322;89;
10024591;45;53;50;5311;100;
10024791;45;53;50;5325;100;
10024993;45;53;50;5292;104;
10025194;45;53;50;5309;99;
10025395;45;53;50;5303;97;
10025595;45;53;50;5308;97;
10025795;45;53;50;5323;88;
10025996;45;53;50;5315;107;
10026196;45;53;50;5320;91;
10026395;45;53;50;5307;96;
10026595;45;53;50;5325;102;
10026794;45;53;50;5323;98;
10026994;45;53;50;5325;94;
10027196;45;53;50;5322;98;
10027395;45;53;50;5321;108;
10027595;45;53;50;5315;92;
10027796;45;53;50;5311;90;
10027996;45;53;50;5325;92;
10028197;45;53;50;5319;92;
10028397;45;53;50;5295;100;
10028597;45;53;50;5303;107;
10028796;45;53;50;5306;97;
10028997;45;53;50;5303;105;
10029197;45;53;50;5310;84;
10029396;45;53;50;5311;98;
10029596;45;53;50;5309;96;
10029795;45;53;50;5311;112;
10029995;45;53;50;5324;96;
10030196;45;53;50;5313;113;
10030396;45;53;50;5309;98;
10030595;45;53;50;5302;87;
10030795;45;53;50;5315;98;
10030995;45;53;50;5317;103;
10031195;45;53;50;5309;95;
10031394;45;53;50;5314;103;
10031594;45;53;50;5304;99;
10031794;45;53;50;5313;99;
10031994;45;53;50;5318;100;
10032194;45;53;50;5310;103;
10032393;45;53;50;5305;85;
10032593;45;53;50;5307;90;
10032794;45;53;50;5318;96;
10032994;45;53;50;5315;110;
10033194;45;53;50;5295;104;
10033393;45;53;50;5300;98;
10033593;45;53;50;5314;94;
10033792;45;53;50;5314;104;
10033992;45;53;50;5313;99;
10034191;45;53;50;5317;100;
10034391;45;53;50;5309;101;
10034591;45;53;50;5305;97;
10034791;45;53;50;5313;105;
10034992;45;53;50;5313;96;
10035192;45;53;50;5309;98;
10035391;45;53;50;5302;88;
10035593;45;53;50;5319;90;
10035793;45;53;50;5312;96;
10035993;45;53;50;5312;98;
10036193;45;53;50;5321;101;
10036393;45;53;50;5312;95;
10036592;45;53;50;5316;107;
10036793;45;53;50;5307;96;
10036993;45;53;50;5296;92;
10037192;45;53;50;5313;99;
10037392;45;53;50;5300;111;
10037592;45;53;50;5297;102;
10037791;45;53;50;5322;103;
10037991;45;53;50;5318;105;
10038190;45;53;50;5309;103;
10038390;45;53;50;5326;110;
10038591;45;53;50;5319;92;
10038791;45;53;50;5317;101;
10038991;45;53;50;5299;94;
10039190;45;53;50;5300;96;
10039390;45;53;50;5324;103;
10039591;45;53;50;5311;98;
10039791;45;53;50;5315;96;
10039992;45;53;50;5300;104;
10040192;45;53;50;5323;101;
10040393;45;53;50;5297;94;
10040593;45;53;50;5306;97;
10040792;45;53;50;5311;95;
10040993;45;53;50;5322;97;
10041193;45;53;50;5318;99;
10041393;45;53;50;5305;94;
10041593;45;53;50;5299;89;
10041794;45;53;50;5307;100;
10041994;45;53;50;5329;90;
10042193;45;53;50;5311;90;
10042395;45;53;50;5318;102;
10042594;45;53;50;5305;86;
10042794;45;53;50;5310;100;
10042997;45;53;50;5309;98;
10043197;45;53;50;5311;93;
10043396;45;53;50;5318;105;
10043597;45;53;50;5314;99;
10043797;45;53;50;5311;99;
10043997;45;53;50;5309;88;
10044197;45;53;50;5309;101;
10044398;45;53;50;5324;96;
10044598;45;53;50;5309;95;
10044798;45;53;50;5305;93;
10044998;45;53;50;5319;96;
10045198;45;53;50;5299;96;
10045397;45;53;50;5309;104;
10045598;45;53;50;5319;102;
10045800;45;53;50;5301;95;
10045999;45;53;50;5310;113;
10046199;45;53;50;5313;90;
10046401;45;53;50;5316;100;
10046600;45;53;50;5315;86;
10046800;45;53;50;5311;88;
10047000;45;53;50;5329;97;
10047202;45;53;50;5311;94;
10047401;45;53;50;5320;94;
10047603;46;53;50;5305;81;
10047803;46;53;50;5316;90;
10048004;46;53;50;5309;101;
10048207;46;53;50;5313;93;
10048406;46;53;50;5310;92;
10048607;46;53;50;5314;102;
10048808;46;53;50;5307;99;
10049008;46;53;50;5314;118;
10049207;46;53;50;5322;88;
10049408;46;53;50;5321;84;
10049607;46;53;50;5308;96;
10049807;46;53;50;5317;94;
10050007;46;53;50;5293;91;
10050209;46;53;50;5326;98;
10050409;46;53;50;5316;98;
10050608;46;53;50;5318;89;
10050809;46;53;50;5311;98;
10051010;46;53;50;5321;97;
10051209;46;53;50;5310;98;
10051409;46;53;50;5313;91;
10051608;46;53;50;5321;100;
10051808;46;53;50;5311;99;
10052010;46;53;50;5314;94;
10052210;46;53;50;5310;82;
10052409;46;53;50;5299;96;
10052609;46;53;50;5313;98;
10052809;46;53;50;5307;100;
10053011;46;53;50;5319;102;
10053211;46;53;50;5308;98;
10053411;46;53;50;5325;96;
10053610;46;53;50;5311;113;
10053812;46;53;50;5313;104;
10054012;46;53;50;5305;105;
10054213;46;53;50;5305;99;
10054412;46;53;50;5323;86;
10054613;46;53;50;5306;98;
10054813;46;53;50;5309;110;
10055013;46;53;50;5288;94;
10055217;46;53;50;5315;94;
10055420;46;53;50;5300;114;
10055619;46;53;50;5312;104;
10055819;46;53;50;5319;95;
10056018;46;53;50;5320;100;
10056219;46;53;50;5298;95;
10056419;46;53;50;5304;92;
10056618;46;53;50;5313;88;
10056818;46;53;50;5304;92;
10057018;46;53;50;5315;90;
10057218;46;53;50;5316;92;
10057417;46;53;50;5325;87;
10057617;46;53;50;5306;100;
10057817;46;53;50;5319;104;
10058017;46;53;50;5306;97;
10058217;46;53;50;5315;99;
10058417;46;53;50;5306;117;
10058617;46;53;50;5313;98;
10058817;46;53;50;5314;98;
10059018;46;53;50;5325;94;
10059219;46;53;50;5309;104;
10059421;46;53;50;5309;94;
10059621;46;53;50;5318;109;
10059822;46;53;50;5309;100;
10060023;46;53;50;5310;95;
10060222;46;53;50;5315;98;
10060423;46;53;50;5314;102;
10060624;46;53;50;5314;96;
10060823;46;53;50;5305;85;
10061023;46;53;50;5321;93;
10061223;46;53;50;5316;100;
10061423;46;53;50;5309;95;
10061623;46;53;50;5311;112;
10061825;46;53;50;5303;92;
10062025;46;53;50;5307;98;
10062225;46;53;50;5312;104;
10062425;46;53;50;5303;96;
10062625;46;53;50;5313;101;
10062825;46;53;50;5317;92;
10063026;46;53;50;5303;98;
10063225;46;53;50;5313;89;
10063427;46;53;50;5313;99;
10063628;46;53;50;5313;104;
10063828;46;53;50;5329;108;
10064029;46;53;50;5313;93;
10064229;46;53;50;5313;102;
10064429;46;53;50;5307;96;
10064629;46;53;50;5315;104;
10064829;46;53;50;5294;108;
10065030;46;53;50;5308;115;
10065230;46;53;50;5318;100;
10065437;46;53;50;5306;100;
10065637;46;53;50;5323;99;
10065837;46;53;50;5311;101;
10066037;46;53;50;5320;81;
10066236;46;53;50;5313;99;
10066436;46;53;50;5325;100;
10066635;46;53;50;5321;92;
10066835;46;53;50;5307;87;
10067036;46;53;50;5312;98;
10067236;46;53;50;5330;102;
10067435;46;53;50;5325;98;
10067635;46;53;50;5299;96;
10067835;46;53;50;5311;86;
10068035;46;53;50;5303;95;
10068235;46;53;50;5304;112;
10068435;46;53;50;5311;93;
10068634;46;53;50;5315;89;
10068834;46;53;50;5312;100;
10069033;46;53;50;5301;94;
10069233;46;53;50;5321;106;
10069434;46;53;50;5313;96;
10069635;46;53;50;5313;104;
10069835;46;53;50;5303;94;
10070034;46;53;50;5297;110;
10070234;46;53;50;5299;106;
10070434;46;53;50;5301;98;
10070635;46;53;50;5316;101;
10070835;46;53;50;5312;91;
10071036;46;53;50;5304;98;
10071238;46;53;50;5315;92;
10071438;46;53;50;5314;93;
10071638;46;53;50;5293;102;
10071837;46;53;50;5310;86;
10072037;46;53;50;5313;99;
10072237;46;53;50;5307;95;
10072438;46;53;50;5314;95;
10072638;46;53;50;5317;106;
10072838;46;53;50;5318;104;
10073037;46;53;50;5326;108;
10073237;46;53;50;5322;115;
10073437;46;53;50;5301;98;
10073637;46;53;50;5295;100;
10073838;46;53;50;5303;95;
10074037;46;53;50;5308;100;
10074237;46;53;50;5317;84;
10074437;46;53;50;5319;102;
10074637;46;53;50;5309;104;
10074837;46;53;50;5314;88;
10075036;46;53;50;5288;96;
10075236;46;53;50;5319;96;
10075437;46;53;50;5306;101;
10075637;46;53;50;5317;104;
10075837;46;53;50;5321;103;
10076038;46;53;50;5321;106;
10076238;46;53;50;5316;96;
10076437;46;53;50;5326;98;
10076637;46;53;50;5309;90;
10076837;46;53;50;5309;86;
10077037;46;53;50;5309;93;
10077237;46;53;50;5305;100;
10077439;46;53;50;5317;100;
10077640;46;53;50;5314;80;
10077843;46;53;50;5315;96;
10078043;46;53;50;5306;106;
10078242;46;53;50;5309;86;
10078442;46;53;50;5307;100;
10078642;46;53;50;5321;99;
10078841;46;53;50;5304;88;
10079041;46;53;50;5292;92;
10079241;46;53;50;5319;100;
10079442;46;53;50;5333;100;
10079641;46;53;50;5309;108;
10079841;46;53;50;5322;100;
10080041;46;53;50;5312;94;
10080240;46;53;50;5323;106;
10080440;46;53;50;5303;104;
10080640;46;53;50;5309;102;
10080840;46;53;50;5305;106;
10081041;46;53;50;5316;104;
10081242;46;53;50;5313;101;
10081441;46;53;50;5317;101;
10081642;46;53;50;5319;83;
10081843;46;53;50;5323;99;
10082042;46;53;50;5313;90;
10082243;46;53;50;5315;102;
10082442;46;53;50;5316;102;
10082642;46;53;50;5324;106;
10082844;46;53;50;5305;91;
10083048;46;53;50;5317;84;
10083248;46;53;50;5323;94;
10083449;46;53;50;5314;106;
10083649;46;53;50;5315;92;
10083848;46;53;50;5302;81;
10084048;46;53;50;5319;110;
10084248;46;53;50;5307;109;
10084448;46;53;50;5322;85;
10084647;46;53;50;5330;96;
10084848;46;53;50;5310;88;
10085048;46;53;50;5319;102;
10085248;46;53;50;5304;104;
10085450;46;53;50;5319;106;
10085650;45;53;50;5327;99;
10085850;45;53;50;5312;100;
10086051;45;53;50;5301;107;
10086252;45;53;50;5325;83;
10086452;45;53;50;5317;104;
10086652;45;53;50;5319;76;
10086852;45;53;50;5304;97;
10087052;45;53;50;5302;82;
10087252;45;53;50;5311;110;
10087453;45;53;50;5315;98;
10087652;45;53;50;5312;98;
10087852;45;53;50;5307;104;
10088051;45;53;50;5307;96;
10088251;45;53;50;5329;112;
10088452;45;53;50;5313;92;
10088652;45;53;50;5315;94;
10088851;45;53;50;5301;98;
10089053;45;53;50;5311;96;
10089254;45;53;50;5299;87;
10089454;45;53;50;5317;87;
10089654;45;53;50;5303;95;
10089853;45;53;50;5310;86;
10090053;45;53;50;5317;98;
10090253;45;53;50;5319;96;
10090454;45;53;50;5321;87;
10090653;45;53;50;5306;102;
10090853;45;53;50;5312;96;
10091052;45;53;50;5321;98;
10091252;45;53;50;5317;104;
10091453;45;53;50;5326;102;
10091653;45;53;50;5317;102;
10091852;45;53;50;5305;99;
10092052;45;53;50;5312;98;
10092253;45;53;50;5292;79;
10092453;45;53;50;5290;104;
10092653;45;53;50;5311;108;
10092853;45;53;50;5310;100;
10093053;45;53;50;5314;91;
10093253;45;53;50;5311;100;
10093452;45;53;50;5303;90;
10093652;45;53;50;5306;108;
10093852;45;53;50;5329;102;
10094052;45;53;50;5323;100;
10094252;45;53;50;5315;95;
10094453;45;53;50;5318;100;
10094652;45;53;50;5321;98;
10094852;45;53;50;5310;93;
10095051;45;53;50;5311;101;
10095251;45;53;50;5306;106;
10095452;45;53;50;5314;90;
10095652;45;53;50;5311;94;
10095854;45;53;50;5327;103;
10096054;45;53;50;5319;101;
10096254;45;53;50;5321;96;
10096455;45;53;50;5322;100;
10096655;45;53;50;5321;85;
10096856;45;53;50;5320;94;
10097056;45;53;50;5305;92;
10097257;45;53;50;5309;87;
10097457;45;53;50;5313;102;
10097657;45;53;50;5309;94;
10097858;45;53;50;5327;104;
10098057;45;53;50;5318;100;
10098257;45;53;50;5318;90;
10098458;45;53;50;5309;94;
10098660;45;53;50;5325;100;
10098859;45;53;50;5311;100;
10099059;45;53;50;5315;81;
10099258;45;53;50;5313;94;
10099459;45;53;50;5317;104;
10099659;45;53;50;5319;90;
10099858;45;53;50;5326;105;
10100058;45;53;50;5310;102;
10100257;45;53;50;5322;92;
10100458;45;53;50;5292;98;
10100657;45;53;50;5295;98;
10100858;45;53;50;5309;97;
10101058;45;53;50;5304;101;
10101258;45;53;50;5298;100;
10101459;45;53;50;5303;97;
10101659;45;53;50;5289;92;
10101860;45;53;50;5314;98;
10102067;45;53;50;5305;96;
10102267;45;53;50;5307;106;
10102468;45;53;50;5314;106;
10102667;45;53;50;5316;90;
10102877;45;53;50;5317;107;
10103076;45;53;50;5313;95;
10103276;45;53;50;5304;99;
10103475;45;53;50;5325;113;
10103675;45;53;50;5311;96;
10103874;45;53;50;5317;96;
10104074;45;53;50;5311;105;
10104273;45;53;50;5306;103;
10104474;45;53;50;5310;91;
10104674;45;53;50;5315;99;
10104875;45;53;50;5308;90;
10105075;45;53;50;5315;94;
10105276;45;53;50;5312;113;
10105475;45;53;50;5308;110;
10105675;45;53;50;5301;100;
10105876;45;53;50;5309;99;
10106076;45;53;50;5295;92;
10106277;45;53;50;5305;94;
10106477;45;53;50;5317;92;
10106677;45;53;50;5307;84;
10106877;45;53;50;5315;88;
10107077;45;53;50;5309;96;
10107277;45;53;50;5305;98;
10107479;45;53;50;5315;106;
10107682;45;53;50;5304;94;
10107881;45;53;50;5317;100;
10108081;45;53;50;5307;102;
10108281;45;53;50;5300;100;
10108481;45;53;50;5318;89;
10108682;45;53;50;5325;98;
10108882;45;53;50;5316;95;
10109081;45;53;50;5322;94;
10109281;45;53;50;5317;92;
10109481;45;53;50;5305;106;
10109683;45;53;50;5327;95;
10109882;45;53;50;5311;102;
10110083;45;53;50;5293;108;
10110288;45;53;50;5297;100;
10110487;45;53;50;5309;98;
10110687;45;53;50;5314;98;
10110886;45;53;50;5325;94;
10111086;45;53;50;5323;104;
10111286;45;53;50;5315;96;
10111488;45;53;50;5310;92;
10111689;45;53;50;5312;84;
10111888;45;53;50;5320;92;
10112088;45;53;50;5292;106;
10112287;45;53;50;5319;116;
10112488;45;53;50;5318;95;
10112688;45;53;50;5304;100;
10112888;45;53;50;5301;98;
10113088;45;53;50;5317;94;
10113287;45;53;50;5321;102;
10113487;45;53;50;5315;93;
10113686;45;53;50;5327;90;
10113886;45;53;50;5321;106;
10114086;45;53;50;5318;98;
10114286;45;53;50;5307;104;
10114486;45;53;50;5313;106;
10114686;45;53;50;5305;96;
10114886;45;53;50;5313;94;
10115085;45;53;50;5316;93;
10115285;45;53;50;5301;90;
10115485;45;53;50;5303;98;
10115687;45;53;50;5319;103;
10115886;45;53;50;5305;104;
10116086;45;53;50;5308;92;
10116285;45;53;50;5305;87;
10116485;45;53;50;5307;99;
10116686;45;53;50;5306;112;
10116888;45;53;50;5313;90;
10117087;45;53;50;5309;95;
10117287;45;53;50;5305;102;
10117488;45;53;50;5307;98;
10117688;45;53;50;5311;102;
10117888;45;53;50;5331;92;
10118091;45;53;50;5307;102;
10118290;45;53;50;5311;101;
10118491;45;53;50;5299;87;
10118692;45;53;50;5319;93;
10118891;45;53;50;5307;92;
10119091;45;53;50;5335;92;
10119290;45;53;50;5314;111;
10119491;45;53;50;5297;96;
10119690;45;53;50;5308;104;
10119891;45;53;50;5321;99;
10120090;45;53;50;5304;82;
10120292;45;53;50;5296;94;
10120493;45;53;50;5312;122;
10120694;45;53;50;5327;97;
10120894;45;53;50;5298;108;
10121094;45;53;50;5320;104;
10121293;45;53;50;5312;114;
10121493;45;53;50;5306;95;
10121695;45;53;50;5317;98;
10121894;45;53;50;5321;100;
10122094;45;53;50;5309;100;
10122294;45;53;50;5311;101;
10122495;45;53;50;5326;101;
10122694;45;53;50;5311;94;
10122894;45;53;50;5311;89;
10123095;45;53;50;5317;101;
10123295;45;53;50;5319;104;
10123495;45;53;50;5323;98;
10123696;45;53;50;5319;102;
10123896;45;53;50;5306;88;
10124096;45;53;50;5319;100;
10124295;45;53;50;5311;103;
10124496;45;53;50;5313;102;
10124695;45;53;50;5312;96;
10124897;45;53;50;5317;98;
10125097;45;53;50;5315;105;
10125297;45;53;50;5302;96;
10125498;45;53;50;5314;99;
10125701;45;53;50;5309;110;
10125901;45;53;50;5313;96;
10126101;45;53;50;5315;90;
10126300;45;53;50;5319;114;
10126500;45;53;50;5315;110;
10126701;45;53;50;5317;96;
10126900;45;53;50;5301;98;
10127100;45;53;50;5305;86;
10127307;45;53;50;5298;101;
10127507;45;53;50;5317;102;
10127706;45;53;50;5303;94;
10127906;45;53;50;5319;97;
10128105;45;53;50;5299;101;
10128305;45;53;50;5311;108;
10128505;45;53;50;5324;92;
10128704;45;53;50;5299;92;
10128904;45;53;50;5309;104;
10129104;45;53;50;5308;106;
10129304;45;53;50;5303;90;
10129505;45;53;50;5314;97;
10129707;45;53;50;5295;102;
10129909;45;53;50;5314;100;
10130108;45;53;50;5308;108;
10130308;45;53;50;5316;99;
10130507;45;53;50;5319;102;
10130707;45;53;50;5327;98;
10130907;45;53;50;5305;97;
10131107;45;53;50;5315;100;
10131306;45;53;50;5301;102;
10131506;45;53;50;5317;97;
10131706;45;53;50;5302;93;
10131905;45;53;50;5308;94;
10132106;45;53;50;5302;86;
10132305;45;53;50;5305;101;
10132506;45;53;50;5315;93;
10132705;45;53;50;5299;93;
10132905;45;53;50;5312;98;
10133106;45;53;50;5325;89;
10133306;45;53;50;5317;94;
10133505;45;53;50;5317;100;
10133705;45;53;50;5320;102;
10133905;45;53;50;5324;98;
10134106;45;53;50;5309;101;
10134308;45;53;50;5313;102;
10134509;45;53;50;5303;100;
10134710;45;53;50;5304;96;
10134909;45;53;50;5323;110;
10135110;45;53;50;5318;102;
10135311;45;53;50;5315;99;
10135513;45;53;50;5303;92;
10135713;45;53;50;5317;104;
10135914;45;53;50;5304;98;
10136115;45;53;50;5303;98;
10136316;45;53;50;5322;101;
10136516;45;53;50;5307;98;
10136715;45;53;50;5309;97;
10136915;45;53;50;5329;98;
10137116;45;53;50;5305;94;
10137316;45;53;50;5307;102;
10137516;45;53;50;5311;91;
10137717;45;53;50;5310;100;
10137917;45;53;50;5309;102;
10138117;45;53;50;5289;106;
10138317;45;53;50;5313;85;
10138517;45;53;50;5304;101;
10138719;45;53;50;5299;92;
10138918;45;53;50;5315;104;
10139118;45;53;50;5303;100;
10139319;45;53;50;5319;105;
10139519;45;53;50;5319;97;
10139719;45;53;50;5313;104;
10139918;45;53;50;5315;94;
10140119;45;53;50;5308;102;
10140320;45;53;50;5307;94;
10140520;45;53;50;5322;112;
10140719;45;53;50;5319;94;
10140921;45;53;50;5320;106;
10141122;45;53;50;5305;103;
10141322;45;53;50;5301;92;
10141522;45;53;50;5304;87;
10141722;45;53;50;5319;99;
10141921;45;53;50;5319;100;
10142121;45;53;50;5306;87;
10142321;45;53;50;5315;92;
10142521;45;53;50;5317;93;
10142720;45;53;50;5318;95;
10142921;45;53;50;5306;110;
10143120;45;53;50;5293;81;
10143320;45;53;50;5317;87;
10143521;45;53;50;5320;97;
10143720;45;53;50;5297;93;
10143920;45;53;50;5307;108;
10144120;45;53;50;5313;103;
10144320;45;53;50;5314;93;
10144521;45;53;50;5319;101;
10144720;45;53;50;5315;90;
10144920;45;53;50;5322;98;
10145120;45;53;50;5317;99;
10145319;45;53;50;5313;100;
10145520;45;53;50;5318;98;
10145720;45;53;50;5324;98;
10145919;45;53;50;5313;101;
10146121;45;53;50;5308;103;
10146323;45;53;50;5322;102;
10146524;45;53;50;5305;86;
10146724;45;53;50;5337;98;
10146924;45;53;50;5329;97;
10147124;45;53;50;5311;101;
10147324;45;53;50;5316;102;
10147524;45;53;50;5301;111;
10147724;45;53;50;5308;98;
10147923;45;53;50;5321;78;
10148123;45;53;50;5304;108;
10148322;45;53;50;5308;98;
10148523;45;53;50;5316;94;
10148723;45;53;50;5299;96;
10148925;45;53;50;5318;101;
10149125;45;53;50;5311;107;
10149326;45;53;50;5311;89;
10149527;45;53;50;5306;98;
10149726;45;53;50;5312;103;
10149926;45;53;50;5316;97;
10150126;45;53;50;5319;94;
10150326;45;53;50;5293;87;
10150528;45;53;50;5310;95;
10150727;45;53;50;5311;90;
10150928;45;53;50;5318;99;
10151128;45;53;50;5310;89;
10151328;45;53;50;5284;95;
10151528;45;53;50;5291;112;
10151727;45;53;50;5312;96;
10151928;45;53;50;5317;95;
10152128;45;53;50;5312;90;
10152328;45;53;50;5300;89;
10152528;45;53;50;5322;108;
10152729;45;53;50;5315;99;
10152929;45;53;50;5323;100;
10153129;45;53;50;5298;106;
10153328;45;53;50;5317;103;
10153529;45;53;50;5323;93;
10153729;45;53;50;5327;95;
10153929;45;53;50;5304;110;
10154128;45;53;50;5309;89;
10154328;45;53;50;5317;100;
