2026-02-22 10:28:38.303084 | 8072
2026-02-22 10:28:38.303310 | 8089
2026-02-22 10:28:38.303453 | 8086
2026-02-22 10:28:38.303593 | 8073
2026-02-22 10:28:38.303738 | 8060
2026-02-22 10:28:38.319058 | 8061
2026-02-22 10:28:38.319291 | 8060
2026-02-22 10:28:38.319433 | 8065
2026-02-22 10:28:38.319572 | 8076
2026-02-22 10:28:38.319711 | 8093
2026-02-22 10:28:38.319854 | 8082
2026-02-22 10:28:38.335094 | 8079
2026-02-22 10:28:38.335323 | 8074
2026-02-22 10:28:38.335454 | 8073
2026-02-22 10:28:38.335587 | 8084
2026-02-22 10:28:38.335711 | 8079
2026-02-22 10:28:38.351037 | 8076
2026-02-22 10:28:38.351261 | 8061
2026-02-22 10:28:38.351390 | 8076
2026-02-22 10:28:38.351529 | 8077
2026-02-22 10:28:38.351733 | 8072
2026-02-22 10:28:38.366968 | 8073
2026-02-22 10:28:38.367194 | 8068
2026-02-22 10:28:38.367322 | 8081
2026-02-22 10:28:38.367446 | 8094
2026-02-22 10:28:38.367569 | 8095
2026-02-22 10:28:38.382973 | 8086
2026-02-22 10:28:38.383229 | 8075
2026-02-22 10:28:38.383420 | 8062
2026-02-22 10:28:38.383632 | 8065
2026-02-22 10:28:38.383820 | 8072
2026-02-22 10:28:38.399088 | 8079
2026-02-22 10:28:38.399406 | 8086
2026-02-22 10:28:38.399570 | 8087
2026-02-22 10:28:38.399713 | 8088
2026-02-22 10:28:38.399853 | 8089
2026-02-22 10:28:38.414935 | 8080
2026-02-22 10:28:38.415199 | 8077
2026-02-22 10:28:38.415391 | 8078
2026-02-22 10:28:38.415594 | 8065
2026-02-22 10:28:38.415782 | 8070
2026-02-22 10:28:38.431067 | 8077
2026-02-22 10:28:38.431379 | 8084
2026-02-22 10:28:38.431627 | 8075
2026-02-22 10:28:38.431827 | 8054
2026-02-22 10:28:38.432049 | 8069
2026-02-22 10:28:38.446948 | 8078
2026-02-22 10:28:38.447269 | 8085
2026-02-22 10:28:38.447492 | 8078
2026-02-22 10:28:38.447674 | 8071
