,timestamp,loggingstate,currentmode,newboardtempevent1,newboardtempevent2,newboardtempevent3,newchamberpressevent1,newoxidizerpressevent,newpressurefeedpressevent,newtempevent_1,newtempevent_2,newtempevent_3,newoxidizerdumpvalveevent,newoxidizermainvalveevent,newoxidizerventvalveevent,newpressurefeedmainevent,newpressurefeedventevent,newsystemusage,newbme280event,newboardtempevent_1,newboardtempevent_2,newboardtempevent_3,newimuevent,newparachutestatusevent,gpsrmcstatusevent,gpsstatusevent,gpsvtgstatusevent,primestatusevent,newsystemusage.1,currentmodestatusevent
10,18:27:14.185275,,2,27.7,28.2,28.0,1.08,21.26,21.94707274317578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
11,18:27:14.288776,,2,27.7,28.2,28.0,1.08,21.23,22.907072685575784,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
12,18:27:14.391542,,2,27.7,28.2,28.0,1.22,21.23,20.90707280557578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
13,18:27:14.494961,,2,27.7,28.2,28.0,1.32,20.86,21.707072757575773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
14,18:27:14.598159,,2,27.7,28.2,28.0,1.15,21.19,21.427072774375787,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
15,18:27:14.701254,,2,27.7,28.2,28.0,0.95,21.09,21.307072781575783,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
16,18:27:14.803444,,2,27.7,28.2,28.0,0.95,20.89,21.307072781575783,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
17,18:27:14.906279,,2,27.7,28.2,28.0,1.25,21.26,22.347072719175785,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
18,18:27:15.008597,,2,27.7,28.2,28.0,0.88,21.16,22.907072685575784,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
19,18:27:15.110646,,2,27.7,28.2,28.0,0.88,21.19,22.22707272637578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
20,18:27:15.212753,,2,27.7,28.2,28.0,1.29,21.19,22.907072685575784,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
21,18:27:15.314777,,2,27.7,28.2,28.0,1.29,21.16,21.02707279837577,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
22,18:27:15.417309,,2,27.7,28.2,28.0,0.82,21.09,22.107072733575777,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
23,18:27:15.519456,,2,27.7,28.2,28.0,1.25,21.02,21.307072781575783,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
24,18:27:15.622246,,2,27.7,28.2,28.0,1.15,20.89,21.147072791175773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
25,18:27:15.724111,,2,27.7,28.2,28.0,0.85,20.99,21.147072791175773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
26,18:27:15.827068,,2,27.7,28.2,28.0,1.19,20.89,21.707072757575773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
27,18:27:15.929789,,2,27.7,28.2,28.0,0.85,21.23,21.147072791175773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
28,18:27:16.032431,,2,27.7,28.2,28.0,1.29,21.29,22.78707269277578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
29,18:27:16.135042,,2,27.7,28.2,28.0,0.85,21.23,21.02707279837577,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
30,18:27:16.238304,,2,27.7,28.2,28.0,1.29,20.86,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
31,18:27:16.341040,,2,27.7,28.2,28.0,1.25,20.99,21.707072757575773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
32,18:27:16.443836,,2,27.7,28.2,28.0,1.08,21.26,21.827072750375777,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
33,18:27:16.546121,,2,27.7,28.2,28.0,1.35,21.23,22.107072733575777,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
34,18:27:16.649179,,2,27.7,28.2,28.0,1.02,21.09,20.90707280557578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
35,18:27:16.752304,,2,27.7,28.2,28.0,0.88,20.96,22.907072685575784,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
36,18:27:16.855712,,2,27.7,28.2,28.0,0.95,21.09,21.427072774375787,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
37,18:27:16.958996,,2,27.7,28.2,28.0,1.02,20.76,22.6270727023758,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
38,18:27:17.062151,,2,27.7,28.2,28.0,1.08,21.26,21.547072767175763,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
39,18:27:17.165849,,2,27.7,28.2,28.0,1.02,21.23,22.22707272637578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
40,18:27:17.269204,,2,27.7,28.2,28.0,1.19,21.16,22.78707269277578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
41,18:27:17.372124,,2,27.7,28.2,28.0,1.19,21.23,22.907072685575784,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
42,18:27:17.475002,,2,27.7,28.2,28.0,1.25,21.13,22.78707269277578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
43,18:27:17.578034,,2,27.7,28.2,28.0,1.08,20.92,22.6270727023758,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
44,18:27:17.680994,,2,27.7,28.2,28.0,1.12,20.99,21.02707279837577,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
45,18:27:17.784474,,2,27.7,28.2,28.0,0.98,20.86,22.907072685575784,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
46,18:27:17.886931,,2,27.7,28.2,28.0,0.95,21.23,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
47,18:27:17.989272,,2,27.7,28.2,28.0,1.02,20.82,21.427072774375787,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
48,18:27:18.091383,,2,27.7,28.2,28.0,1.15,21.13,22.78707269277578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
49,18:27:18.194184,,2,27.7,28.2,28.0,1.12,21.16,21.827072750375777,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
50,18:27:18.298312,,2,27.7,28.2,28.0,1.15,20.92,22.6270727023758,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
51,18:27:18.400963,,2,27.7,28.2,28.0,1.05,21.19,21.707072757575773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
52,18:27:18.503049,,2,27.7,28.2,28.0,1.05,21.23,21.427072774375787,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
53,18:27:18.605955,,2,27.7,28.2,28.0,0.88,21.13,21.547072767175763,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
54,18:27:18.709958,,2,27.7,28.2,28.0,1.22,21.26,22.78707269277578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181447188201233e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
55,18:27:18.812593,,2,27.7,28.2,28.0,1.25,21.19,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
56,18:27:18.914254,,2,27.7,28.2,28.0,1.19,21.29,21.307072781575783,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
57,18:27:19.016677,,2,27.7,28.2,28.0,0.85,21.23,21.427072774375787,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
58,18:27:19.118899,,2,27.7,28.2,28.0,1.32,20.79,22.6270727023758,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
59,18:27:19.221820,,2,27.7,28.2,28.0,1.15,21.16,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
60,18:27:19.324610,,2,27.7,28.2,28.0,0.88,21.19,21.02707279837577,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
61,18:27:19.425922,,2,27.7,28.2,28.0,0.82,21.26,21.307072781575783,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
62,18:27:19.527858,,2,27.7,28.2,28.0,1.29,21.09,22.6270727023758,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
63,18:27:19.630395,,2,27.7,28.2,28.0,0.75,21.09,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
64,18:27:19.732669,,2,27.7,28.2,28.0,0.95,21.23,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
65,18:27:19.835384,,2,27.7,28.2,28.0,0.95,20.89,22.78707269277578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
66,18:27:19.938428,,2,27.7,28.2,28.0,0.98,21.23,21.02707279837577,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
67,18:27:20.041009,,2,27.7,28.2,28.0,0.82,20.69,21.707072757575773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
68,18:27:20.143034,,2,27.7,28.2,28.0,0.51,21.06,21.827072750375777,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
69,18:27:20.246185,,2,27.7,28.2,28.0,0.85,21.16,21.02707279837577,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
70,18:27:20.348642,,2,27.7,28.2,28.0,1.08,21.02,21.147072791175773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
71,18:27:20.450798,,2,27.7,28.2,28.0,0.78,21.16,22.907072685575784,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
72,18:27:20.552841,,2,27.7,28.2,28.0,0.82,21.16,22.907072685575784,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
73,18:27:20.655450,,2,27.7,28.2,28.0,0.95,21.23,21.94707274317578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
74,18:27:20.757785,,2,27.7,28.2,28.0,1.12,20.79,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 0.0, -1.307790000737441e-07]",,,,,,,,,,1,,
75,18:27:20.860673,,2,27.7,28.2,28.0,1.29,20.86,22.6270727023758,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 0.0, -1.307790000737441e-07]",,,,,,,,,,1,,
76,18:27:20.963215,,2,27.7,28.2,28.0,1.19,21.23,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 0.0, -1.307790000737441e-07]",,,,,,,,,,1,,
77,18:27:21.066459,,2,27.7,28.2,28.0,1.15,21.23,21.707072757575773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 0.0, -1.307790000737441e-07]",,,,,,,,,,1,,
78,18:27:21.169142,,2,27.7,28.2,28.0,0.82,21.16,21.547072767175763,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 0.0, -1.307790000737441e-07]",,,,,,,,,,1,,
79,18:27:21.271459,,2,27.7,28.2,28.0,1.25,21.19,21.307072781575783,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 0.0, -1.307790000737441e-07]",,,,,,,,,,1,,
80,18:27:21.374524,,2,27.7,28.2,28.0,0.92,20.86,20.90707280557578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 0.0, -1.307790000737441e-07]",,,,,,,,,,1,,
81,18:27:21.476575,,2,27.7,28.2,28.0,1.25,20.89,21.707072757575773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 0.0, -1.307790000737441e-07]",,,,,,,,,,1,,
82,18:27:21.580159,,2,27.7,28.2,28.0,0.92,20.82,22.107072733575777,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 0.0, -1.307790000737441e-07]",,,,,,,,,,1,,
83,18:27:21.683293,,2,27.7,28.2,28.0,0.82,20.89,22.22707272637578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 0.0, -1.307790000737441e-07]",,,,,,,,,,1,,
84,18:27:21.786539,,2,27.7,28.2,28.0,1.29,20.96,22.347072719175785,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
85,18:27:21.889596,,2,27.7,28.2,28.0,1.25,20.76,22.107072733575777,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
86,18:27:21.992267,,2,27.7,28.2,28.0,1.22,20.86,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
87,18:27:22.094320,,2,27.7,28.2,28.0,1.08,21.02,21.547072767175763,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
88,18:27:22.196820,,2,27.7,28.2,28.0,0.92,21.19,21.147072791175773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
89,18:27:22.299736,,2,27.7,28.2,28.0,1.12,20.96,21.147072791175773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
90,18:27:22.402519,,2,27.7,28.2,28.0,0.82,20.89,20.90707280557578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
91,18:27:22.506721,,2,27.7,28.2,28.0,1.25,21.19,22.78707269277578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
92,18:27:22.611565,,2,27.7,28.2,28.0,0.82,20.96,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
93,18:27:22.713850,,2,27.7,28.2,28.0,1.15,21.09,20.74707281517577,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.1570521419930015e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
94,18:27:22.816484,,2,27.7,28.2,28.0,0.82,21.23,22.6270727023758,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181448197943192e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
95,18:27:22.918554,,2,27.7,28.2,28.0,0.98,21.29,22.78707269277578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181448197943192e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
96,18:27:23.020460,,2,27.7,28.2,28.0,1.29,21.29,22.78707269277578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181448197943192e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
97,18:27:23.122844,,2,27.7,28.2,28.0,0.98,20.99,21.02707279837577,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181448197943192e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
98,18:27:23.225761,,2,27.7,28.2,28.0,1.25,20.86,21.02707279837577,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181448197943192e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
99,18:27:23.328743,,2,27.7,28.2,28.0,1.25,20.96,21.307072781575783,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181448197943192e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
100,18:27:23.430884,,2,27.7,28.2,28.0,1.29,20.99,20.90707280557578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181448197943192e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
101,18:27:23.533509,,2,27.7,28.2,28.0,0.95,20.79,21.707072757575773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181448197943192e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
102,18:27:23.635325,,2,27.7,28.2,28.0,0.98,21.13,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181448197943192e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
103,18:27:23.737518,,2,27.7,28.2,28.0,0.85,21.02,22.22707272637578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 1.3181448197943192e-21, -1.307790000737441e-07]",,,,,,,,,,1,,
104,18:27:23.840600,,2,27.7,28.2,28.0,1.08,20.79,22.347072719175785,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
105,18:27:23.943590,,2,27.7,28.2,28.0,0.82,21.09,22.347072719175785,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
106,18:27:24.046616,,2,27.7,28.2,28.0,1.05,21.26,21.547072767175763,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
107,18:27:24.149279,,2,27.7,28.2,28.0,1.08,21.23,22.22707272637578,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
108,18:27:24.251929,,2,27.7,28.2,28.0,1.25,21.09,21.147072791175773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
109,18:27:24.355183,,2,27.7,28.2,28.0,1.22,21.26,22.6270727023758,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
110,18:27:24.458575,,2,27.7,28.2,28.0,1.08,21.26,21.827072750375777,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
111,18:27:24.560830,,2,27.7,28.2,28.0,1.15,20.76,21.827072750375777,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
112,18:27:24.664032,,2,27.7,28.2,28.0,0.82,21.29,21.707072757575773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
113,18:27:24.767790,,2,27.7,28.2,28.0,0.82,21.23,21.147072791175773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
114,18:27:24.870339,,2,27.7,28.2,28.0,1.25,21.19,21.147072791175773,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
115,18:27:24.980721,,2,27.7,28.2,28.0,1.12,20.82,22.347072719175785,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
116,18:27:25.082244,,2,27.7,28.2,28.0,1.02,20.79,22.6270727023758,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
117,18:27:25.185095,,2,27.7,28.2,28.0,1.29,20.89,21.427072774375787,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
118,18:27:25.287805,,2,27.7,28.2,28.0,0.98,21.29,22.6270727023758,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
119,18:27:25.390700,,2,27.7,28.2,28.0,1.25,21.29,22.107072733575777,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
120,18:27:25.493119,,2,27.7,28.2,28.0,0.85,20.79,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
121,18:27:25.596094,,2,27.7,28.2,28.0,1.12,20.86,22.507072709575795,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
122,18:27:25.699187,,2,27.7,28.2,28.0,1.35,20.89,21.02707279837577,20.5,,,0,0,0,1,0,"[5.263524778702007e+23, 7.183756577361175e-41, -1.307790000737441e-07]",,,,,,,,,,1,,
