TIMESTAMP;TEMP1;TEMP2;TEMP3;BOARD_TEMP1;BOARD_TEMP2;BOARD_TEMP3;OXIDIZER_PRESS;PRESSURE_FEED_PRESS;CHAMBER_PRESS1;CPU_USAGE;MEM_USAGE;DISK_UTILIZATION;PRIMER_STATUS;OXIDIZER_MAIN_VALVE;OXIDIZER_VENT_VALVE;OXIDIZER_DUMP_VALVE;PRESSURE_FEED_MAIN_VALVE;PRESSURE_FEED_VENT_VALVE;ENGINE_MODE;ETHANOL_PRESS;CHAMBER_PRESS2;CHAMBER_PRESS3;SEC_BOARD_TEMP1;SEC_BOARD_TEMP2;SEC_BOARD_TEMP3;ETHANOL_MAIN_VALVE;ETHANOL_VENT_VALVE;GPIO_STATE
1244;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;131072
1255;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232452
1265;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232452
1276;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232452
1286;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232452
1296;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232452
1308;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232452
1318;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232452
1329;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232452
1339;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232452
1350;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232452
1361;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232460
1371;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1381;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1392;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1402;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1412;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1423;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1435;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1446;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1456;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1467;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1477;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1487;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1498;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1508;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1518;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1529;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1539;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1554;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
1564;0;0;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;0;0;0;0;0;0;0.0000;0.0000;0.0000;0;0;0;0;0;232476
