2026-04-11 00:31:50.109671 | 144129096 -566
2026-04-11 00:31:50.110069 | 144132284 -551
2026-04-11 00:31:50.110442 | 144135000 -542
2026-04-11 00:31:50.197494 | 144138192 -545
2026-04-11 00:31:50.197969 | 144141384 -552
2026-04-11 00:31:50.198308 | 144144576 -549
2026-04-11 00:31:50.198629 | 144147760 -552
2026-04-11 00:31:50.198976 | 144150936 -553
2026-04-11 00:31:50.199307 | 144154132 -554
2026-04-11 00:31:50.199628 | 144157344 -559
2026-04-11 00:31:50.199958 | 144160536 -556
2026-04-11 00:31:50.200288 | 144163272 -553
2026-04-11 00:31:50.200607 | 144166464 -550
2026-04-11 00:31:50.200938 | 144169668 -545
2026-04-11 00:31:50.201264 | 144172876 -550
2026-04-11 00:31:50.201584 | 144176068 -545
2026-04-11 00:31:50.201916 | 144179284 -558
2026-04-11 00:31:50.202247 | 144182468 -557
2026-04-11 00:31:50.202566 | 144185180 -542
2026-04-11 00:31:50.202898 | 144188360 -531
2026-04-11 00:31:50.203266 | 144191548 -534
2026-04-11 00:31:50.203629 | 144194724 -551
2026-04-11 00:31:50.203987 | 144197908 -548
2026-04-11 00:31:50.204342 | 144201092 -537
2026-04-11 00:31:50.204630 | 144204296 -538
2026-04-11 00:31:50.204939 | 144207480 -533
2026-04-11 00:31:50.205234 | 144210664 -546
2026-04-11 00:31:50.205610 | 144213376 -555
2026-04-11 00:31:50.206049 | 144216580 -532
2026-04-11 00:31:50.206466 | 144219776 -509
2026-04-11 00:31:50.206814 | 144222960 -524
2026-04-11 00:31:50.207148 | 144226144 -527
2026-04-11 00:31:50.207492 | 144229336 -538
2026-04-11 00:31:50.207821 | 144232536 -537
2026-04-11 00:31:50.294506 | 144235732 -544
2026-04-11 00:31:50.294909 | 144238440 -555
2026-04-11 00:31:50.295201 | 144241624 -564
2026-04-11 00:31:50.295479 | 144244804 -523
2026-04-11 00:31:50.295768 | 144247980 -512
2026-04-11 00:31:50.296056 | 144251172 -533
2026-04-11 00:31:50.296334 | 144254348 -512
2026-04-11 00:31:50.296609 | 144257544 -491
2026-04-11 00:31:50.296898 | 144260760 -570
2026-04-11 00:31:50.297181 | 144263960 -511
2026-04-11 00:31:50.297456 | 144266680 -470
2026-04-11 00:31:50.297743 | 144269872 -535
2026-04-11 00:31:50.298028 | 144273072 -530
2026-04-11 00:31:50.298305 | 144276256 -457
2026-04-11 00:31:50.298581 | 144279448 -458
2026-04-11 00:31:50.298871 | 144282648 -513
2026-04-11 00:31:50.299156 | 144285840 -484
2026-04-11 00:31:50.299436 | 144289024 -429
2026-04-11 00:31:50.299730 | 144291740 -524
2026-04-11 00:31:50.300022 | 144294936 -519
2026-04-11 00:31:50.300296 | 144298128 -350
2026-04-11 00:31:50.300571 | 144301304 -519
2026-04-11 00:31:50.300862 | 144304492 -526
2026-04-11 00:31:50.301149 | 144307676 -327
2026-04-11 00:31:50.301427 | 144310868 -436
2026-04-11 00:31:50.301788 | 144314064 -465
2026-04-11 00:31:50.302120 | 144316784 -352
2026-04-11 00:31:50.302424 | 144319980 -443
2026-04-11 00:31:50.302742 | 144323188 -456
2026-04-11 00:31:50.303055 | 144326384 -359
2026-04-11 00:31:50.303357 | 144329592 -352
2026-04-11 00:31:50.391678 | 144332784 -373
2026-04-11 00:31:50.392131 | 144335980 -348
2026-04-11 00:31:50.392429 | 144339172 -379
2026-04-11 00:31:50.392744 | 144341884 -338
2026-04-11 00:31:50.398491 | 144345064 -295
2026-04-11 00:31:50.398885 | 144348248 -354
2026-04-11 00:31:50.399185 | 144351428 -361
2026-04-11 00:31:50.399465 | 144354604 -274
2026-04-11 00:31:50.399757 | 144357780 -333
2026-04-11 00:31:50.400046 | 144360976 -388
2026-04-11 00:31:50.400374 | 144364160 -299
2026-04-11 00:31:50.400729 | 144367356 -318
2026-04-11 00:31:50.401087 | 144370076 -373
2026-04-11 00:31:50.401386 | 144373272 -282
2026-04-11 00:31:50.401665 | 144376476 -221
2026-04-11 00:31:50.401965 | 144379656 -308
2026-04-11 00:31:50.402312 | 144382856 -311
2026-04-11 00:31:50.402656 | 144386080 -238
2026-04-11 00:31:50.402998 | 144389264 -263
2026-04-11 00:31:50.403346 | 144391980 -278
2026-04-11 00:31:50.403675 | 144395164 -241
2026-04-11 00:31:50.404126 | 144398376 -252
2026-04-11 00:31:50.404569 | 144401564 -229
2026-04-11 00:31:50.405044 | 144404768 -256
2026-04-11 00:31:50.405484 | 144407944 -267
2026-04-11 00:31:50.405859 | 144411144 -210
2026-04-11 00:31:50.406204 | 144414328 -171
2026-04-11 00:31:50.406524 | 144417064 -242
2026-04-11 00:31:50.406874 | 144420240 -239
2026-04-11 00:31:50.407220 | 144423436 -122
2026-04-11 00:31:50.407545 | 144426636 -157
2026-04-11 00:31:50.492044 | 144429820 -198
2026-04-11 00:31:50.492494 | 144433004 -143
2026-04-11 00:31:50.492859 | 144436184 -186
2026-04-11 00:31:50.493203 | 144439376 -187
2026-04-11 00:31:50.493513 | 144442560 -40
2026-04-11 00:31:50.493848 | 144445708 -115
2026-04-11 00:31:50.494199 | 144448412 -158
2026-04-11 00:31:50.494518 | 144451624 -127
2026-04-11 00:31:50.494848 | 144454800 -126
2026-04-11 00:31:50.495175 | 144457972 -127
2026-04-11 00:31:50.495492 | 144461164 -104
2026-04-11 00:31:50.495823 | 144464340 -107
2026-04-11 00:31:50.496157 | 144467552 -114
2026-04-11 00:31:50.496459 | 144470740 -71
2026-04-11 00:31:50.496796 | 144473888 -112
2026-04-11 00:31:50.497124 | 144476612 -133
2026-04-11 00:31:50.497459 | 144479800 -88
2026-04-11 00:31:50.497858 | 144482936 -107
2026-04-11 00:31:50.498230 | 144486124 -64
2026-04-11 00:31:50.498553 | 144489272 -43
2026-04-11 00:31:50.498867 | 144492432 -150
2026-04-11 00:31:50.499136 | 144495612 -63
2026-04-11 00:31:50.499416 | 144498760 -54
2026-04-11 00:31:50.499699 | 144501900 -153
2026-04-11 00:31:50.500049 | 144505088 -72
2026-04-11 00:31:50.500489 | 144508236 -15
2026-04-11 00:31:50.500929 | 144511372 -68
2026-04-11 00:31:50.501248 | 144514508 -41
2026-04-11 00:31:50.501565 | 144517656 -196
2026-04-11 00:31:50.501874 | 144520848 -93
2026-04-11 00:31:50.502248 | 144524004 8
2026-04-11 00:31:50.502657 | 144527080 -199
2026-04-11 00:31:50.595219 | 144530260 2
2026-04-11 00:31:50.595620 | 144533340 39
2026-04-11 00:31:50.596011 | 144536496 -204
2026-04-11 00:31:50.596349 | 144539692 -11
2026-04-11 00:31:50.596690 | 144542832 -52
2026-04-11 00:31:50.597061 | 144545972 -333
2026-04-11 00:31:50.597393 | 144548688 -20
2026-04-11 00:31:50.597719 | 144551844 65
2026-04-11 00:31:50.598074 | 144554984 -260
2026-04-11 00:31:50.598405 | 144558192 -15
2026-04-11 00:31:50.598752 | 144561332 12
2026-04-11 00:31:50.599100 | 144564468 -239
2026-04-11 00:31:50.599391 | 144567660 0
2026-04-11 00:31:50.599684 | 144570736 3
2026-04-11 00:31:50.600079 | 144573808 -200
2026-04-11 00:31:50.600458 | 144576992 -11
2026-04-11 00:31:50.600839 | 144580140 -40
2026-04-11 00:31:50.601236 | 144583280 -159
2026-04-11 00:31:50.601590 | 144586476 -32
2026-04-11 00:31:50.601942 | 144589628 -35
2026-04-11 00:31:50.602298 | 144592776 -106
2026-04-11 00:31:50.602627 | 144595960 -67
2026-04-11 00:31:50.602970 | 144599104 -98
2026-04-11 00:31:50.603339 | 144602244 -123
2026-04-11 00:31:50.603693 | 144605420 -86
2026-04-11 00:31:50.604120 | 144608568 -75
2026-04-11 00:31:50.604503 | 144611716 -92
2026-04-11 00:31:50.604929 | 144614860 -97
2026-04-11 00:31:50.605321 | 144618000 -92
2026-04-11 00:31:50.605732 | 144621152 -143
2026-04-11 00:31:50.606185 | 144624348 -142
2026-04-11 00:31:50.606558 | 144627068 -75
2026-04-11 00:31:50.606932 | 144630216 -90
2026-04-11 00:31:50.695876 | 144633356 -119
2026-04-11 00:31:50.696298 | 144636572 -94
2026-04-11 00:31:50.696638 | 144639720 -89
2026-04-11 00:31:50.697004 | 144642868 -102
2026-04-11 00:31:50.697339 | 144646060 -79
2026-04-11 00:31:50.697674 | 144649208 -76
2026-04-11 00:31:50.698039 | 144652352 -129
2026-04-11 00:31:50.698361 | 144655540 -72
