timestamp,fcfileloggerapp_loggingstate,engineservice_currentmode,envapp_newboardtempevent1,envapp_newboardtempevent2,envapp_newboardtempevent3,envapp_newchamberpressevent1,envapp_newoxidizerpressevent,envapp_newpressurefeedpressevent,envapp_newtempevent_1,envapp_newtempevent_2,envapp_newtempevent_3,secenvapp_newboardtempevent1,secenvapp_newboardtempevent2,secenvapp_newboardtempevent3,secenvapp_newchamberpressevent2,secenvapp_newchamberpressevent3,secenvapp_newethanolpressevent,servoservice_newoxidizerdumpvalveevent,servoservice_newoxidizermainvalveevent,servoservice_newoxidizerventvalveevent,servoservice_newpressurefeedmainevent,servoservice_newpressurefeedventevent,secservoservice_newethanolmainvalveevent,secservoservice_newethanolventvalveevent,sysstatservice_newsystemusage,envappfc_newbme280event,envappfc_newboardtempevent_1,envappfc_newboardtempevent_2,envappfc_newboardtempevent_3,envappfc_newimuevent,recoveryservice_newparachutestatusevent,gpsservice_gpsrmcstatusevent,gpsservice_gpsstatusevent,gpsservice_gpsvtgstatusevent,primerservice_primestatusevent,fcsysstatservice_newsystemusage,mainservice_currentmodestatusevent
2026-07-13 02:17:33.043715,,2,27.7,28.7,27.7,0.67,0.61,86.25,23.2,,,30.7,30.0,35.5,-23.91,1.35,1.02,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:33.147824,,2,27.7,28.7,27.7,0.47,0.69,85.51,23.2,,,30.7,30.0,35.5,-23.91,1.29,1.25,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:33.251533,,2,27.7,28.7,27.7,0.62,0.83,86.32,23.2,,,30.7,30.0,35.5,-23.91,1.35,1.12,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:33.355384,,2,27.7,28.7,27.7,0.46,0.79,85.98,23.2,,,30.7,30.0,35.5,-23.91,1.39,1.05,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:33.462483,,2,27.7,28.7,27.7,0.67,0.59,85.91,23.2,,,30.7,30.0,35.5,-23.91,0.72,0.85,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:33.574405,,2,27.7,28.7,27.7,0.47,0.83,85.58,23.2,,,30.7,30.0,35.5,-23.91,0.68,1.25,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:33.678068,,2,27.7,28.7,27.7,0.64,0.83,86.18,23.2,,,30.7,30.0,35.5,-23.91,1.22,0.85,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:33.781598,,2,27.7,28.7,27.7,0.51,0.76,85.78,23.2,,,30.7,30.0,35.5,-23.91,1.39,0.75,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:33.889786,,2,27.7,28.7,27.7,0.47,0.64,86.12,23.2,,,30.7,30.0,35.5,-23.91,1.08,0.75,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:33.995618,,2,27.7,28.7,27.7,0.64,0.72,86.25,23.2,,,30.7,30.0,35.5,-23.91,1.22,1.28,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:34.099698,,2,27.7,28.7,27.7,0.59,0.62,85.71,23.2,,,30.7,30.0,35.5,-23.91,0.78,1.02,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:34.203299,,2,27.7,28.7,27.7,0.49,0.74,86.38,23.2,,,30.7,30.0,35.5,-23.91,1.32,1.08,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:34.306538,,2,27.7,28.7,27.7,0.64,0.81,85.44,23.2,,,30.7,30.0,35.5,-23.91,0.78,1.32,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:34.409909,,2,27.7,28.7,27.7,0.59,0.77,85.51,23.2,,,30.7,30.0,35.5,-23.91,0.88,0.78,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:34.513961,,2,27.7,28.7,27.7,0.54,0.61,86.05,23.2,,,30.7,30.0,35.5,-23.91,1.15,0.75,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:34.617886,,2,27.7,28.7,27.7,0.51,0.64,86.25,23.2,,,30.5,30.0,35.5,-23.91,0.82,1.22,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:34.721426,,2,27.7,28.7,27.7,0.51,0.79,86.25,23.2,,,30.5,30.0,35.5,-23.91,0.98,1.02,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:34.833102,,2,27.7,28.7,27.7,0.67,0.79,86.12,23.2,,,30.5,30.0,35.5,-23.91,0.82,1.22,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:34.937348,,2,27.7,28.7,27.7,0.54,0.74,85.85,23.2,,,30.5,30.0,35.5,-23.91,0.75,1.15,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:35.042314,,2,27.7,28.7,27.7,0.46,0.69,86.32,23.2,,,30.5,30.0,35.5,-23.91,0.78,1.35,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:35.145910,,2,27.7,28.7,27.7,0.56,0.71,86.25,23.2,,,30.5,30.0,35.5,-23.91,1.25,1.15,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:35.250380,,2,27.7,28.7,27.7,0.61,0.79,85.98,23.2,,,30.5,30.0,35.5,-23.91,1.39,1.35,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:35.353897,,2,27.7,28.7,27.7,0.67,0.81,85.78,23.2,,,30.5,30.0,35.5,-23.91,1.35,1.25,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:35.457735,,2,27.7,28.7,27.7,0.67,0.81,85.44,23.2,,,30.5,30.0,35.5,-23.91,0.72,1.32,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:35.563662,,2,27.7,28.7,27.7,0.62,0.67,86.32,23.2,,,30.5,30.0,35.5,-23.91,1.35,0.95,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:35.666797,,2,27.7,28.7,27.7,0.64,0.76,86.18,23.2,,,30.5,30.0,35.5,-23.91,1.22,0.92,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:35.770283,,2,27.7,28.7,27.7,0.62,0.67,85.85,23.2,,,30.5,30.0,35.5,-23.91,1.15,1.35,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:35.894093,,2,27.7,28.7,27.7,0.42,0.69,85.78,23.2,,,30.5,30.0,35.5,-23.91,1.32,0.95,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:35.999289,,2,27.7,28.7,27.7,0.66,0.83,85.65,23.2,,,30.5,30.0,35.5,-23.91,0.95,0.81,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:36.102541,,2,27.7,28.7,27.7,0.66,0.57,86.32,23.2,,,30.5,30.0,35.5,-23.91,0.85,1.22,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:36.206009,,2,27.7,28.7,27.7,0.44,0.74,86.25,23.2,,,30.5,30.0,35.5,-23.91,0.75,0.81,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:36.309196,,2,27.7,28.7,27.7,0.59,0.64,86.32,23.2,,,30.5,30.0,35.5,-23.91,1.19,0.98,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:36.412301,,2,27.7,28.7,27.7,0.66,0.79,85.51,23.2,,,30.5,30.0,35.2,-23.91,0.75,1.32,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:36.515639,,2,27.7,28.7,27.7,0.64,0.67,86.32,23.2,,,30.5,30.0,35.2,-23.91,0.78,0.78,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:36.621181,,2,27.7,28.7,27.7,0.44,0.77,86.25,23.2,,,30.5,30.0,35.2,-23.91,1.05,1.08,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:36.724890,,2,27.7,28.7,27.7,0.47,0.67,85.58,23.2,,,30.5,30.0,35.2,-23.91,0.85,1.12,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:36.830842,,2,27.7,28.7,27.7,0.66,0.59,86.45,23.2,,,30.5,30.0,35.2,-23.91,1.25,0.65,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:36.934885,,2,27.7,28.7,27.7,0.46,0.57,86.32,23.2,,,30.5,30.0,35.2,-23.91,1.12,0.71,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:37.038872,,2,27.7,28.7,27.7,0.66,0.83,86.25,23.2,,,30.5,30.0,35.2,-23.91,1.22,0.75,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:37.142463,,2,27.7,28.7,27.7,0.57,0.79,86.25,23.2,,,30.5,30.0,35.2,-23.91,1.32,0.75,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:37.246641,,2,27.7,28.7,27.7,0.54,0.66,85.51,23.2,,,30.5,30.0,35.2,-23.91,0.82,1.02,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:37.350813,,2,27.7,28.7,27.7,0.62,0.56,86.32,23.2,,,30.5,30.0,35.2,-23.91,1.22,1.28,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:37.454260,,2,27.7,28.7,27.7,0.66,0.57,85.44,23.2,,,30.5,30.0,35.2,-23.91,0.82,0.98,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:37.558638,,2,27.7,28.7,27.7,0.64,0.83,85.65,23.2,,,30.5,30.0,35.2,-23.91,0.98,0.68,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:37.661918,,2,27.7,28.7,27.7,0.61,0.84,85.44,23.2,,,30.5,30.0,35.2,-23.91,0.78,1.28,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:37.766414,,2,27.7,28.7,27.7,0.51,0.56,85.51,23.2,,,30.5,30.0,35.2,-23.91,1.19,1.32,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:37.879122,,2,27.7,28.7,27.7,0.44,0.61,86.18,23.2,,,30.5,30.0,35.2,-23.91,0.82,0.81,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:37.983567,,2,27.7,28.7,27.7,0.49,0.77,85.91,23.2,,,30.5,30.0,35.2,-23.91,0.95,1.12,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:38.087272,,2,27.7,28.7,27.7,0.61,0.76,85.98,23.2,,,30.5,30.0,35.2,-23.91,0.88,1.08,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:38.191777,,2,27.7,28.7,27.7,0.66,0.72,86.25,23.2,,,30.5,30.0,35.5,-23.91,1.12,1.42,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:38.295059,,2,27.7,28.7,27.7,0.64,0.81,85.85,23.2,,,30.5,30.0,35.5,-23.91,0.85,0.68,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:38.398343,,2,27.7,28.7,27.7,0.51,0.57,86.25,23.2,,,30.5,30.0,35.5,-23.91,1.12,0.81,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:38.504768,,2,27.7,28.7,27.7,0.66,0.64,85.44,23.2,,,30.5,30.0,35.5,-23.91,1.32,0.85,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:38.608079,,2,27.7,28.7,27.7,0.44,0.74,86.32,23.2,,,30.5,30.0,35.5,-23.91,0.98,1.25,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:38.711541,,2,27.7,28.7,27.7,0.41,0.57,85.58,23.2,,,30.5,30.0,35.5,-23.91,0.88,1.32,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:38.823424,,2,27.7,28.7,27.7,0.51,0.84,86.18,23.2,,,30.5,30.0,35.5,-23.91,0.78,0.78,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:38.927500,,2,27.7,28.7,27.7,0.44,0.74,86.25,23.2,,,30.5,30.0,35.5,-23.91,1.05,1.12,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:39.031734,,2,27.7,28.7,27.7,0.67,0.79,85.51,23.2,,,30.5,30.0,35.5,-23.91,0.85,0.81,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:39.135140,,2,27.7,28.7,27.7,0.56,0.81,85.78,23.2,,,30.5,30.0,35.5,-23.91,1.35,1.02,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:39.238992,,2,27.7,28.7,27.7,0.67,0.79,85.51,23.2,,,30.5,30.0,35.5,-23.91,1.32,1.28,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:39.342343,,2,27.7,28.7,27.7,0.67,0.54,85.98,23.2,,,30.5,30.0,35.5,-23.91,0.75,0.95,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:39.445688,,2,27.7,28.7,27.7,0.57,0.76,86.45,23.2,,,30.5,30.0,35.5,-23.91,1.02,0.75,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:39.550629,,2,27.7,28.7,27.7,0.57,0.81,86.32,23.2,,,30.5,30.0,35.5,-23.91,1.22,1.12,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:39.657590,,2,27.7,28.7,27.7,0.44,0.64,85.91,23.2,,,30.5,30.0,35.5,-23.91,0.92,0.81,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:39.761692,,2,27.7,28.7,27.7,0.57,0.69,85.85,23.2,,,30.5,30.0,35.5,-23.91,0.75,1.05,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:39.877710,,2,27.7,28.7,27.7,0.67,0.61,86.25,23.2,,,30.5,30.0,35.5,-23.91,1.32,0.95,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:39.982159,,2,27.7,28.7,27.7,0.62,0.61,85.71,23.2,,,30.5,30.0,35.5,-23.91,1.15,1.35,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:40.086170,,2,27.7,28.7,27.7,0.66,0.83,85.51,23.2,,,30.5,30.0,35.5,-23.91,0.68,0.81,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:40.189422,,2,27.7,28.7,27.7,0.42,0.76,86.25,23.2,,,30.5,30.0,35.5,-23.91,0.95,1.02,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:40.292961,,2,27.7,28.7,27.7,0.67,0.59,86.38,23.2,,,30.5,30.0,35.5,-23.91,1.02,0.95,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:40.396236,,2,27.7,28.7,27.7,0.57,0.57,85.51,23.2,,,30.5,30.0,35.5,-23.91,1.35,0.71,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:40.500090,,2,27.7,28.7,27.7,0.64,0.81,85.58,23.2,,,30.5,30.0,35.5,-23.91,1.19,1.08,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:40.604236,,2,27.7,28.7,27.7,0.62,0.83,86.25,23.2,,,30.5,30.0,35.5,-23.91,0.88,1.32,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:40.708586,,2,27.7,28.7,27.7,0.61,0.56,85.91,23.2,,,30.5,30.0,35.5,-23.91,1.29,1.18,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:40.812181,,2,27.7,28.7,27.7,0.61,0.74,85.91,23.2,,,30.5,30.0,35.5,-23.91,1.29,0.81,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:40.916291,,2,27.7,28.7,27.7,0.67,0.77,86.32,23.2,,,30.5,30.0,35.5,-23.91,0.72,0.88,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:41.020121,,2,27.7,28.7,27.7,0.66,0.79,85.85,23.2,,,30.5,30.0,35.5,-23.91,1.25,0.85,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:41.124383,,2,27.7,28.7,27.7,0.56,0.83,85.65,23.2,,,30.5,30.0,35.5,-23.91,1.02,1.15,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:41.228509,,2,27.7,28.7,27.7,0.49,0.76,86.25,23.2,,,30.5,30.0,35.5,-23.91,1.15,1.32,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:41.332227,,2,27.7,28.7,27.7,0.54,0.77,86.25,23.2,,,30.5,30.0,35.5,-23.91,0.98,1.05,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:41.453360,,2,27.7,28.7,27.7,0.62,0.62,86.18,23.2,,,30.5,30.0,35.5,-23.91,1.39,1.28,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:41.557007,,2,27.7,28.7,27.7,0.64,0.84,86.32,23.2,,,30.5,30.0,35.5,-23.91,0.85,0.85,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:41.661322,,2,27.7,28.7,27.7,0.64,0.69,85.91,23.2,,,30.5,30.0,35.5,-23.91,0.95,0.61,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:41.768223,,2,27.7,28.7,27.7,0.49,0.67,85.65,23.2,,,30.5,30.0,35.5,-23.91,1.15,1.22,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:41.892057,,2,27.7,28.7,27.7,0.49,0.76,86.25,23.2,,,30.5,30.0,35.5,-23.91,0.82,1.22,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:41.996257,,2,27.7,28.7,27.7,0.66,0.59,86.32,23.2,,,30.5,30.0,35.5,-23.91,1.12,1.32,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:42.100165,,2,27.7,28.7,27.7,0.54,0.62,85.65,23.2,,,30.5,30.0,35.5,-23.91,0.95,1.32,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:42.203694,,2,27.7,28.7,27.7,0.44,0.79,85.78,23.2,,,30.5,30.0,35.5,-23.91,0.78,0.71,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:42.307887,,2,27.7,28.7,27.7,0.49,0.56,86.12,23.2,,,30.5,30.0,35.5,-23.91,1.35,0.65,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:42.411747,,2,27.7,28.7,27.7,0.61,0.81,85.44,23.2,,,30.5,30.0,35.5,-23.91,1.25,1.05,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:42.515320,,2,27.7,28.7,27.7,0.47,0.83,86.32,23.2,,,30.5,30.0,35.5,-23.91,0.78,1.25,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:42.619888,,2,27.7,28.7,27.7,0.67,0.81,85.44,23.2,,,30.5,30.0,35.5,-23.91,1.25,0.98,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:42.725254,,2,27.7,28.7,27.7,0.62,0.54,86.32,23.2,,,30.5,30.0,35.5,-23.91,0.82,1.35,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:42.835922,,2,27.7,28.7,27.7,0.56,0.54,86.32,23.2,,,30.5,30.0,35.5,-23.91,0.85,1.25,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:42.941655,,2,27.7,28.7,27.7,0.61,0.57,85.51,23.2,,,30.5,30.0,35.5,-23.91,0.75,1.02,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:43.045031,,2,27.7,28.7,27.7,0.66,0.61,86.32,23.2,,,30.5,30.0,35.5,-23.91,1.25,1.02,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:43.148557,,2,27.7,28.7,27.7,0.44,0.81,85.85,23.2,,,30.5,30.0,35.5,-23.91,0.92,0.78,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:43.251794,,2,27.7,28.7,27.7,0.49,0.62,85.65,23.2,,,30.5,30.0,35.5,-23.91,1.29,0.75,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
2026-07-13 02:17:43.355435,,2,27.7,28.7,27.7,0.66,0.59,85.58,23.2,,,30.5,30.0,35.5,-23.91,1.32,0.71,0,0,0,0,0,0,0,"[0, 0, 224]",,,,,,,,,,2,,
