TIMESTAMP;TEMP1;TEMP2;TEMP3;TANK_PRESS;TANK_D_PRESS;CPU_USAGE;MEM_USAGE;DISK_UTILIZATION;TENSO
38937;0;0;0;5547.00;108.00;100.00;7.95;64.84;1.47
38943;0;0;0;5547.00;108.00;100.00;7.95;64.84;1.48
38948;0;0;0;5547.00;65.00;100.00;7.95;64.84;1.48
38953;0;0;0;5547.00;65.00;100.00;7.95;64.84;1.46
38959;0;0;0;5547.00;88.00;100.00;7.95;64.84;1.46
38964;0;0;0;5547.00;88.00;100.00;7.95;64.84;1.45
38970;0;0;0;5547.00;61.00;100.00;7.95;64.84;1.45
38975;0;0;0;5547.00;61.00;100.00;7.95;64.84;1.45
38982;0;0;0;5503.00;85.00;100.00;7.95;64.84;1.45
38988;0;0;0;5503.00;75.00;100.00;7.95;64.84;1.95
38993;0;0;0;5503.00;75.00;100.00;7.95;64.84;1.95
38999;0;0;0;5503.00;75.00;100.00;7.95;64.84;1.53
39004;0;0;0;5503.00;75.00;100.00;7.95;64.84;1.53
39114;0;0;0;5500.00;112.00;100.00;7.95;64.84;1.46
39120;0;0;0;5500.00;112.00;100.00;7.95;64.84;1.46
39125;0;0;0;5500.00;105.00;100.00;7.95;64.84;1.47
39131;0;0;0;5500.00;105.00;100.00;7.95;64.84;1.47
39136;0;0;0;5500.00;108.00;100.00;7.95;64.84;1.47
39142;0;0;0;5500.00;108.00;100.00;7.95;64.84;1.48
39148;0;0;0;5500.00;115.00;100.00;7.95;64.84;1.48
39153;0;0;0;5500.00;115.00;100.00;7.95;64.84;1.48
39159;0;0;0;5500.00;95.00;100.00;7.95;64.84;1.48
39165;0;0;0;5500.00;95.00;100.00;7.95;64.84;1.47
39170;0;0;0;5500.00;102.00;100.00;7.95;64.84;1.47
39176;0;0;0;5500.00;112.00;100.00;7.95;64.84;1.47
39181;0;0;0;5500.00;112.00;100.00;7.95;64.84;1.47
39187;0;0;0;5500.00;112.00;100.00;7.95;64.84;1.96
39193;0;0;0;5500.00;112.00;100.00;7.95;64.84;1.96
39198;0;0;0;5500.00;65.00;100.00;7.95;64.84;1.56
39204;0;0;0;5500.00;65.00;100.00;7.95;64.84;1.56
39210;0;0;0;5500.00;48.00;100.00;7.95;64.84;1.47
39215;0;0;0;5500.00;48.00;100.00;7.95;64.84;1.47
39221;0;0;0;5500.00;115.00;100.00;7.95;64.84;1.44
39226;0;0;0;5500.00;115.00;100.00;7.95;64.84;1.47
39232;0;0;0;5500.00;88.00;100.00;7.95;64.84;1.47
39238;0;0;0;5500.00;88.00;100.00;7.95;64.84;1.46
39243;0;0;0;5500.00;105.00;100.00;7.95;64.84;1.46
39249;0;0;0;5500.00;105.00;100.00;7.95;64.84;1.47
39255;0;0;0;5500.00;108.00;100.00;7.95;64.84;1.47
39260;0;0;0;5500.00;108.00;100.00;7.95;64.84;1.48
39266;0;0;0;5500.00;55.00;100.00;7.95;64.84;1.48
39271;0;0;0;5500.00;55.00;100.00;7.95;64.84;1.45
39276;0;0;0;5500.00;105.00;100.00;7.95;64.84;1.45
39282;0;0;0;5500.00;105.00;100.00;7.95;64.84;1.45
39288;0;0;0;5500.00;112.00;100.00;7.95;64.84;1.47
39293;0;0;0;5527.00;112.00;100.00;7.95;64.84;1.47
39299;0;0;0;5527.00;92.00;100.00;7.95;64.84;1.98
39305;0;0;0;5527.00;92.00;100.00;7.95;64.84;1.98
39310;0;0;0;5527.00;108.00;100.00;7.95;64.84;1.57
39315;0;0;0;5527.00;108.00;100.00;7.95;64.84;1.57
39321;0;0;0;5527.00;95.00;100.00;7.95;64.84;1.48
39327;0;0;0;5527.00;95.00;100.00;7.95;64.84;1.48
39332;0;0;0;5527.00;95.00;100.00;7.95;64.84;1.48
39337;0;0;0;5527.00;95.00;100.00;7.95;64.84;1.45
39343;0;0;0;5527.00;95.00;100.00;7.95;64.84;1.46
39348;0;0;0;5527.00;95.00;100.00;7.95;64.84;1.46
39354;0;0;0;5527.00;102.00;100.00;7.95;64.84;1.46
39360;0;0;0;5527.00;102.00;100.00;7.95;64.84;1.46
39365;0;0;0;5527.00;108.00;100.00;7.95;64.84;1.47
39372;0;0;0;5527.00;72.00;100.00;7.95;64.84;1.47
39377;0;0;0;5527.00;72.00;100.00;7.95;64.84;1.44
39383;0;0;0;5527.00;72.00;100.00;7.95;64.84;1.44
39388;0;0;0;5520.00;75.00;100.00;7.95;64.84;1.44
39394;0;0;0;5520.00;72.00;100.00;7.95;64.84;1.43
39400;0;0;0;5520.00;72.00;100.00;7.95;64.84;1.43
39405;0;0;0;5520.00;112.00;100.00;7.95;64.84;1.43
39411;0;0;0;5520.00;112.00;100.00;7.95;64.84;1.47
39416;0;0;0;5520.00;112.00;100.00;7.95;64.84;1.70
39422;0;0;0;5520.00;112.00;100.00;7.95;64.84;1.70
39427;0;0;0;5520.00;61.00;100.00;7.95;64.84;1.51
39433;0;0;0;5520.00;61.00;100.00;7.95;64.84;1.51
39438;0;0;0;5520.00;108.00;100.00;7.95;64.84;1.46
39443;0;0;0;5520.00;108.00;100.00;7.95;64.84;1.46
39449;0;0;0;5520.00;105.00;100.00;7.95;64.84;1.47
39454;0;0;0;5520.00;105.00;100.00;7.95;64.84;1.47
39459;0;0;0;5520.00;95.00;100.00;7.95;64.84;1.47
39465;0;0;0;5520.00;95.00;100.00;7.95;64.84;1.47
39471;0;0;0;5520.00;112.00;100.00;7.95;64.84;1.47
